name,value,desc,
s==9|zimusound,s==4|4018,s==17|Hướng Dẫn Tân Thủ,
s==8|qldjtgzd,s==7|2000000,s==15|Thiên Lý Đơn Kỵ,
s==14|herosounddelay,s==3|0.6,s==8|Âm Thanh,
s==16|fastbattleNumAdd,s==4|22|5,s==10|Xuất Chinh,
s==20|heroEmployeeHeroLock,s==3|300,s==9|Tầm Phóng,
s==14|myrqdelaysound,s==3|1.2,s==8|Âm Thanh,
s==8|DrawTime,s==1|3,s==25|Mười Lần May Mắn Rút Thăm,
s==9|rewardnum,s==1|1,s==25|Mười Lần May Mắn Rút Thăm,
s==9|junzhunan,s==4|2004,s==8|Âm Thanh,
s==8|junzhunv,s==4|1999,s==8|Âm Thanh,
s==14|PackageReplace,s==2|30,s==16|Lễ Bao Đặc Quyền,
s==13|rankMemberNum,s==3|100,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==18|powerRankCondition,s==1|1,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==18|levelRankCondition,s==2|30,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==21|employeeRankCondition,s==2|20,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==20|recruitRankCondition,s==1|5,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==18|towerRankCondition,s==2|30,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==22|heroLevelRankCondition,s==2|30,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==24|underPalaceRankCondition,s==1|1,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==19|powerAwardCondition,s==1|1,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==19|levelAwardCondition,s==1|1,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==22|employeeAwardCondition,s==1|1,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==21|recruitAwardCondition,s==1|1,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==19|towerAwardCondition,s==1|1,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==23|heroLevelAwardCondition,s==1|1,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==25|underPalaceAwardCondition,s==1|1,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==12|powerRankKey,s==7|491|499,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==12|levelRankKey,s==7|500|508,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==15|employeeRankKey,s==7|509|517,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==14|recruitRankKey,s==7|518|526,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==12|towerRankKey,s==7|527|535,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==16|heroLevelRankKey,s==7|543|551,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==18|underPalaceRankKey,s==7|552|560,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==18|wuyiRecruitRankKey,s==7|589|597,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==16|levelRankEndTime,s==4|2|21,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==16|towerRankEndTime,s==4|2|21,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==19|employeeRankEndTime,s==4|2|21,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==18|recruitRankEndTime,s==4|2|21,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==16|powerRankEndTime,s==4|2|21,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==20|heroLevelRankEndTime,s==4|2|21,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==22|underPalaceRankEndTime,s==4|2|21,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==22|wuyiRecruitRankEndTime,s==4|2|21,s==28|Hoạt Động Đua Top Mở Máy Chủ,
s==9|WstAniSpd,s==1|1,s==18|Bàn Rèn - Tướng Ấn,
s==18|warriorSignetTrace,s==2|10,s==8|Tướng ấn,
s==17|warriorExchangeId,s==4|4040,s==8|Tướng ấn,
s==19|warriorExchangeCost,s==4|1000,s==8|Tướng ấn,
s==13|WstLockItemId,s==9|1105|1105,s==8|Tướng ấn,
s==9|WstRmbPro,s==4|5000,s==8|Tướng ấn,
s==16|WstRmbVipRequest,s==2|10,s==8|Tướng ấn,
s==13|WstOrderLimit,s==34|4040|2,4050|3,4051|3,4052|3,4060|4,s==8|Tướng ấn,
s==19|WstOrderOpenRequest,s==14|1176|1177|1178,s==8|Tướng ấn,
s==17|underPalaceOutNum,s==1|2,s==15|Mạc Kim Hiệu Úy,
s==24|playerFightDmgResistDelt,s==3|0.2,s==8|Hệ Thống,
s==23|playerFightDmgResistAdd,s==3|500,s==8|Hệ Thống,
s==25|playerFightDmgResistLimit,s==4|2000,s==8|Hệ Thống,
s==14|chatcomplainCD,s==4|1200,s==7|Lạc Đàm,
s==22|heroRecruitLibFloorNum,s==8|15|7|2|1,s==11|Tụ Hiền Các,
s==14|playerLastLink,s==4|7200,s==20|Thu Nhập Ngoại Tuyến,
s==22|heroComposeNationLimit,s==3|2|1,s==18|Hợp Thành Võ Tướng,
s==16|heroReviewnumber,s==2|20,s==18|Bình Luận Võ Tướng,
s==10|chattipslv,s==3|200,s==7|Lạc Đàm,
s==12|loseAllTitle,s==5|19532,s==21|Văn Đỉnh Trung Nguyên,
s==11|winAllTitle,s==5|19533,s==21|Văn Đỉnh Trung Nguyên,
s==10|AllinTitle,s==5|19534,s==21|Văn Đỉnh Trung Nguyên,
s==12|titleNeedNum,s==2|11,s==21|Văn Đỉnh Trung Nguyên,
s==16|holyBeastDefault,s==5|90018,s==8|Thần Thú,
s==12|holyBeastExp,s==25|1115:50|1116:100|1117:200,s==8|Thần Thú,
s==14|FusionLockCost,s==43|1|9|200,2|1057|1,2|1057|2,2|1057|3,2|1057|4,s==8|Chiến mã,
s==20|holyBeastExchangeNum,s==20|3:20|4:30|5:50|6:100,s==8|Võ Tướng,
s==23|exclusiveTreasureClear1,s==6|1036|5,s==9|Bảo thạch,
s==23|exclusiveTreasureClear2,s==6|1037|1,s==9|Bảo thạch,
s==19|rechargeCoinDelTime,s==6|604800,s==10|Thông Dụng,
s==13|FreewaterTime,s==1|3,s==17|Xuân Vũ Tịnh Linh,
s==14|numberOfCycles,s==2|10,s==17|Xuân Vũ Tịnh Linh,
s==13|pourIntoMould,s==8|2|1137|1,s==17|Xuân Vũ Tịnh Linh,
s==13|progressGroup,s==24|2400|2400|2401|2401|2402,s==17|Xuân Vũ Tịnh Linh,
s==18|greenPourIntoMould,s==8|2|1119|1,s==15|Lục Ý Ảnh Nhiên,
s==18|greenProgressGroup,s==29|2700|2700|2701|2701|2702|2702,s==15|Lục Ý Ảnh Nhiên,
s==15|springRewardNum,s==1|3,s==20|Noãn Xuân Cẩm Nguyện,
s==16|holyPlaceInCycle,s==1|7,s==18|Du Mục Thảo Nguyên,
s==22|holyPlaceInCycleReward,s==9|2|1115|50,s==18|Du Mục Thảo Nguyên,
s==16|holyPlaceExplore,s==3|1|3,s==18|Du Mục Thảo Nguyên,
s==14|holyPlaceEnter,s==1|4,s==18|Du Mục Thảo Nguyên,
s==14|holyPlaceMatch,s==22|7500|10000|12500|15000,s==18|Du Mục Thảo Nguyên,
s==17|holyPlaceNpcMatch,s==43|6500|7500,8500|9500,10500|11000,11500|13000,s==18|Du Mục Thảo Nguyên,
s==19|holyPlaceMatchReply,s==8|1|4,1|12,s==18|Du Mục Thảo Nguyên,
s==19|holyPlaceLoseReward,s==21|5000|6000|14000|15000,s==18|Du Mục Thảo Nguyên,
s==18|holyPlaceEnterCost,s==7|1|1|2|2,s==18|Du Mục Thảo Nguyên,
s==18|holyPlaceFastFight,s==15|0|0|0|0,0|0|0|0,s==18|Du Mục Thảo Nguyên,
s==21|holyPlaceSearchReward,s==11|1|1.2|2.8|3,s==18|Du Mục Thảo Nguyên,
s==10|heroStarLv,s==77|1|20,2|40,3|60,4|80,5|100,6|145,7|165,8|185,9|205,10|255,11|285,12|310,13|340,s==18|Du Mục Thảo Nguyên,
s==18|holyPlaceRobReward,s==6|50|100,s==18|Du Mục Thảo Nguyên,
s==22|holyPlaceMatchBattleId,s==13|110001|110276,s==18|Du Mục Thảo Nguyên,
s==15|holyPastRequest,s==3|130,s==18|Du Mục Thảo Nguyên,
s==14|holyPlaceScore,s==2|10,s==18|Du Mục Thảo Nguyên,
s==22|mysteryShopAppearCount,s==1|1,s==19|Thần Bí Thương Điếm,
s==22|chatContentLengthLimit,s==3|256,s==7|Lạc Đàm,
s==18|DpsRecordOpenlevel,s==2|20,s==19|Thống Kê Thương Tổn,
s==18|EventHeroFightTime,s==1|4,s==19|Ma Hoa Đà Hoạt Động,
s==18|EventHeroMatchTime,s==2|45,s==19|Ma Hoa Đà Hoạt Động,
s==19|EventHeroExpedition,s==1|9,s==19|Ma Hoa Đà Hoạt Động,
s==15|EventHeroBossId,s==4|8030,s==19|Ma Hoa Đà Hoạt Động,
s==22|EventHeroBattleSceneId,s==5|71004,s==19|Ma Hoa Đà Hoạt Động,
s==19|EventHeroMatchPower,s==33|9000|12000,5000|20000,1000|100000,s==19|Ma Hoa Đà Hoạt Động,
s==19|EventHeroBossReward,s==18|1|8|250000,1|61|10,s==19|Ma Hoa Đà Hoạt Động,
s==20|EventHeroRandomCount,s==2|20,s==19|Ma Hoa Đà Hoạt Động,
s==18|EventHeroBossRound,s==2|10,s==19|Ma Hoa Đà Hoạt Động,
s==13|EventHeroCall,s==4|1141,s==19|Ma Hoa Đà Hoạt Động,
s==15|EventBattleShow,s==12|8031,8032,17,s==19|Ma Hoa Đà Hoạt Động,
s==16|springWindowTime,s==5|10800,s==33|Xuân Ý Ảnh Nhiên Hoạt Động Cửa Sổ,
s==21|skinActivityFightTime,s==1|4,s==20|Trang Phục Hoạt Động,
s==21|skinActivityMatchTime,s==2|45,s==20|Trang Phục Hoạt Động,
s==22|skinActivityMatchPower,s==77|9000|11000,8000|12000,7000|13000,6000|14000,5000|15000,3000|18000,1000|100000,s==20|Trang Phục Hoạt Động,
s==21|skinActivityBossRound,s==2|10,s==20|Trang Phục Hoạt Động,
s==22|skinActivityBattleShow,s==12|8033,8034,17,s==20|Trang Phục Hoạt Động,
s==13|artifactforce,s==18|2|1157|1,2|1090|50,s==19|Thần Binh Hoạt Động,
s==16|artifactforcenum,s==3|200,s==19|Thần Binh Hoạt Động,
s==16|artifactTreasure,s==28|1,9,0|1,9,50|1,9,100|1,9,200,s==19|Thần Binh Hoạt Động,
s==8|freeDice,s==7|5|10800,s==21|Thần Binh Thiên Giáng,
s==12|freeDicetime,s==9|1|9|150,3,s==21|Thần Binh Thiên Giáng,
s==11|appointDice,s==28|1|9|0,1|9|50,1|9|100,1|9|200,s==21|Thần Binh Thiên Giáng,
s==8|girdType,s==9|3|4|5|7|8,s==21|Thần Binh Thiên Giáng,
s==20|artifactTreasureCost,s==8|2|1158|1,s==18|Thần Binh Đoạt Bảo,
s==17|drangonBattleTime,s==1|2,s==20|Thiên Mệnh Thách Đấu,
s==16|drangonTeamPower,s==5|1|2|3,s==20|Thiên Mệnh Thách Đấu,
s==17|drangonStageLimit,s==1|5,s==20|Thiên Mệnh Thách Đấu,
s==18|drangonTeamRefresh,s==2|10,s==20|Thiên Mệnh Thách Đấu,
s==17|drangonTeamSingle,s==17|1|1|1000,2|1|1000,s==20|Thiên Mệnh Thách Đấu,
s==17|drangonTeamDouble,s==17|1|1|1000,2|1|1000,s==20|Thiên Mệnh Thách Đấu,
s==17|drangonTeamTrible,s==11|1|1|0,2|1|0,s==20|Thiên Mệnh Thách Đấu,
s==19|drangonBattleReward,s==10|2|1006|200,s==20|Thiên Mệnh Thách Đấu,
s==22|drangonBattleWorldCool,s==3|600,s==20|Thiên Mệnh Thách Đấu,
s==23|drangonBattleLegionCool,s==3|300,s==20|Thiên Mệnh Thách Đấu,
s==22|dragonTeamOpenCrossDay,s==2|30,s==20|Thiên Mệnh Thách Đấu,
s==16|StoneRefreshCost,s==3|100,s==17|Đính Đá Bảo Thạch,
s==24|greenPlumCoincidenceTime,s==4|3600,s==17|Thanh Mai Chử Tửu,
s==16|greenPlumBoxOpen,s==8|2|1139|1,s==17|Thanh Mai Chử Tửu,
s==17|greenPlumMaterial,s==35|2|1125|2,2|1126|4,2|1127|2,2|1128|2,s==17|Thanh Mai Chử Tửu,
s==18|greenPlumMadevalue,s==2|12,s==17|Thanh Mai Chử Tửu,
s==18|greenPlumFreeTimes,s==1|1,s==17|Thanh Mai Chử Tửu,
s==11|greenPlumId,s==4|1124,s==17|Thanh Mai Chử Tửu,
s==12|copyPurchase,s==6|1|9|50,s==18|Quần Ma Phân Tranh,
s==11|demonChange,s==1|3,s==18|Quần Ma Phân Tranh,
s==15|DuplicateChange,s==8|3,50,100,s==18|Quần Ma Phân Tranh,
s==13|Duplicateback,s==5|4|5|6,s==18|Quần Ma Phân Tranh,
s==10|bossChange,s==1|2,s==18|Phong Ma Thách Đấu,
s==12|bossHeroPond,s==1|2,s==18|Phong Ma Thách Đấu,
s==10|bossRandom,s==4|3,50,s==18|Phong Ma Thách Đấu,
s==13|bossRandonNum,s==2|10,s==18|Phong Ma Thách Đấu,
s==11|mibaoChoose,s==1|3,s==15|Phong Ma Bí Bảo,
s==13|DuplicateTime,s==11|20:30|23:30,s==18|Quần Ma Phân Tranh,
s==12|nameRolltime,s==1|3,s==16|Tạo Tác Nhân Vật,
s==11|nameRollpro,s==4|1999,s==16|Tạo Tác Nhân Vật,
s==11|putinReward,s==9|1|8|50000,s==18|Phong Ma Thách Đấu,
s==12|heroGroupNum,s==3|500,s==18|Phong Ma Thách Đấu,
s==13|chooseHeronum,s==1|2,s==18|Phong Ma Thách Đấu,
s==13|enchantReturn,s==18|1|9|300,2|1001|800,s==17|Trang Bị Bộ Trang,
s==11|tianboxTime,s==8|12|20|32,s==23|Thiên Tử Lệnh Bảo Tương,
s==13|tianBoxReward,s==26|2|2043|1,2|2043|1,2|2043|1,s==16|Phong Ma Mật Bảo,
s==11|DynamicDraw,s==6|30|100,s==18|Thiên Mệnh Tứ Phúc,
s==16|targetSumOfMoney,s==1|1,s==18|Thiên Mệnh Tứ Phúc,
s==14|tianmingreward,s==12|700,2|2022|1,s==18|Thiên Mệnh Tứ Phúc,
s==21|supportHeroEffectStar,s==2|10,s==9|Viện Quân,
s==17|supportHeroLimit1,s==8|10|1,2,3,s==9|Viện Quân,
s==17|supportHeroLimit2,s==6|13|4,5,s==9|Viện Quân,
s==12|demonCopyNum,s==1|2,s==18|Quần Ma Phân Tranh,
s==13|fengmoReplace,s==29|1|9|0|,1|9|50,1|9|100,1|9|150,s==15|Phong Ma Bí Bảo,
s==10|FengmoTask,s==11|29001|29005,s==18|Quần Ma Phân Tranh,
s==15|warHorseDefault,s==5|14016,s==8|Chiến mã,
s==15|warHorseExpItem,s==4|1115,,
s==11|warHorseExp,s==6|1115:1,s==8|Chiến mã,
s==19|warHorseExchangeNum,s==19|3:10|4:20|5:30|6:60,s==8|Chiến mã,
s==15|warHorseFreeNum,s==1|1,s==8|Chiến mã,
s==22|warHorseFreeNumRefresh,s==7|0|0|1|0,s==8|Chiến mã,
s==16|warHorseFloorNum,s==5|15|15,s==8|Chiến mã,
s==12|warHorseIcon,s==16|1115|14101|14102,s==8|Chiến mã,
s==19|warHorsePastRequest,s==3|130,s==8|Chiến mã,
s==18|dragonBoatMaterial,s==35|2|1144|2,2|1145|4,2|1146|2,2|1147|2,s==20|Tùng Hương Tình Nồng,
s==12|dragonBoatId,s==4|1143,s==20|Tùng Hương Tình Nồng,
s==9|liyuPoint,s==14|2|1156|1,1|9|1,,
s==24|tongQueConnectCondition1,s==20|2|30,3|50,4|70,5|100,s==13|Đồng Tâm Sách,
s==24|tongQueConnectCondition2,s==15|2|0,3|0,4|0,5|0,s==13|Đồng Tâm Sách,
s==19|tongQueConnectValue,s==1|3,s==13|Đồng Tâm Sách,
s==18|peakRedpacketValue,s==9|100|80|60,s==24|Đỉnh Phong Đối Quyết Tái,
s==14|peakRedpacket1,s==9|1|9|10000,s==24|Đỉnh Phong Đối Quyết Tái,
s==14|peakRedpacket2,s==8|1|9|8000,s==24|Đỉnh Phong Đối Quyết Tái,
s==14|peakRedpacket3,s==8|1|9|6000,s==24|Đỉnh Phong Đối Quyết Tái,
s==16|demonWarOpenDate,s==5|20|27,s==16|Thiên Ma Lai Xâm,
s==18|demonWarSettleDate,s==4|28|0,s==16|Thiên Ma Lai Xâm,
s==16|demonWarStopDate,s==4|28|1,s==16|Thiên Ma Lai Xâm,
s==17|demonWarItemIdAtt,s==4|1|56,s==16|Thiên Ma Lai Xâm,
s==18|demonWarItemIdMove,s==4|1|57,s==16|Thiên Ma Lai Xâm,
s==20|demonWarMaxMoveToken,s==2|10,s==16|Thiên Ma Lai Xâm,
s==19|demonWarMaxAttToken,s==2|20,s==16|Thiên Ma Lai Xâm,
s==20|demonWarLuckDrawItem,s==4|1015,s==16|Thiên Ma Lai Xâm,
s==25|demonWarMoveTokenColdTime,s==5|43200,s==16|Thiên Ma Lai Xâm,
s==24|demonWarAttTokenColdTime,s==4|7200,s==16|Thiên Ma Lai Xâm,
s==16|demonWarAttToken,s==2|10,s==16|Thiên Ma Lai Xâm,
s==17|demonWarMoveToken,s==1|5,s==16|Thiên Ma Lai Xâm,
s==22|demonWarEnableOpenDays,s==2|21,s==16|Thiên Ma Lai Xâm,
s==21|demonWarPlayerDefence,s==1|5,s==16|Thiên Ma Lai Xâm,
s==23|demonWarDefBreakRequire,s==4|2000,s==16|Thiên Ma Lai Xâm,
s==17|demonWarFightTime,s==4|1800,s==16|Thiên Ma Lai Xâm,
s==22|demonWarTransferMove_1,s==6|1|57|1,s==16|Thiên Ma Lai Xâm,
s==22|demonWarTransferMove_2,s==6|1|56|1,s==16|Thiên Ma Lai Xâm,
s==19|demonWarTransferAtt,s==6|1|57|1,s==16|Thiên Ma Lai Xâm,
s==12|demonNpcMove,s==4|1800,s==16|Thiên Ma Lai Xâm,
s==13|demonNpcCheck,s==2|60,s==16|Thiên Ma Lai Xâm,
s==14|demonNpcMaxNum,s==3|112,s==16|Thiên Ma Lai Xâm,
s==15|demonPlayerRest,s==3|600,s==16|Thiên Ma Lai Xâm,
s==26|demonWarAttSuccessMilitary,s==3|100,s==16|Thiên Ma Lai Xâm,
s==23|demonWarAttFailMilitary,s==2|40,s==16|Thiên Ma Lai Xâm,
s==26|demonWarDefSuccessMilitary,s==2|20,s==16|Thiên Ma Lai Xâm,
s==19|demonWarMaxDefSocre,s==3|100,s==16|Thiên Ma Lai Xâm,
s==22|demonWarSurroundRation,s==19|2|1|-3000,3|1|-3000,s==16|Thiên Ma Lai Xâm,
s==22|demonWarCommendRequest,s==1|0,s==16|Thiên Ma Lai Xâm,
s==19|demonWarCommendTime,s==1|0,s==16|Thiên Ma Lai Xâm,
s==24|demonWarCommendFightCold,s==4|1800,s==16|Thiên Ma Lai Xâm,
s==21|demonWarFightTimeRate,s==1|1,s==16|Thiên Ma Lai Xâm,
s==13|demonTaskItem,s==4|1166,s==16|Thiên Ma Lai Xâm,
s==14|demonWarReward,s==4|1165,s==16|Thiên Ma Lai Xâm,
s==17|demonBoxForSeason,s==41|1|8010,2|8020,3|8030,4|8040,5|8050,6|8060,s==16|Thiên Ma Lai Xâm,
s==16|demonBattleRound,s==2|17,s==16|Thiên Ma Lai Xâm,
s==17|demonHistoryLimit,s==2|20,s==16|Thiên Ma Lai Xâm,
s==18|demonSameTimeFight,s==1|3,s==16|Thiên Ma Lai Xâm,
s==16|forbidModifyName,s==31|2021-6-26 0:0:0|2021-7-02 0:0:0,s==10|Thông Dụng,
s==15|FunctionPreview,s==1|1,s==10|Thông Dụng,
s==16|treasureLimitLev,s==3|150,s==7|Bảo vật,
s==18|offerRewardApplyCD,s==1|5,s==11|Treo thưởng,
s==16|offerRewardTimes,s==2|10,s==11|Treo thưởng,
s==21|offerRewardTimesReply,s==3|120,s==11|Treo thưởng,
s==17|offerRewardBattle,s==2|17,s==11|Treo thưởng,
s==15|offerEmployeeCD,s==3|120,s==11|Treo thưởng,
s==15|archeryArrowNum,s==1|5,s==17|Xạ Tiêu Hoạt Động,
s==14|archerySignNum,s==1|3,s==17|Xạ Tiêu Hoạt Động,
s==17|archeryTaskRanNum,s==1|9,s==17|Xạ Tiêu Hoạt Động,
s==14|expeditionBuff,s==3|0.1,s==21|Tướng quân viễn chinh,
s==18|dragonTreasureitem,s==8|2|1167|1,s==20|Chân Long chuyển bàn,
s==18|dragonTreasureluck,s==1|1,s==20|Chân Long chuyển bàn,
s==12|offerActTime,s==6|172800,s==21|Quân đoàn treo thưởng,
s==14|offerActPeople,s==1|1,s==21|Quân đoàn treo thưởng,
s==11|offerSetOdd,s==3|900,s==21|Quân đoàn treo thưởng,
s==14|offerSetLimit1,s==1|1,s==21|Quân đoàn treo thưởng,
s==14|offerSetLimit2,s==14|5:2|10:5|20:10,s==21|Quân đoàn treo thưởng,
s==16|offerUnionActNum,s==3|150,s==21|Quân đoàn treo thưởng,
s==16|offerUnionSetNum,s==1|1,s==21|Quân đoàn treo thưởng,
s==17|offerChallengeNum,s==1|3,s==21|Quân đoàn treo thưởng,
s==18|offerChallengeCost,s==8|20|40|60,s==21|Quân đoàn treo thưởng,
s==14|offerWatchTime,s==2|60,s==21|Quân đoàn treo thưởng,
s==15|offerAwardNumUp,s==4|1000,s==21|Quân đoàn treo thưởng,
s==16|offerPublishTime,s==5|10800,s==21|Quân đoàn treo thưởng,
s==15|offerPublishNum,s==1|6,s==21|Quân đoàn treo thưởng,
s==14|offerRankAward,s==4|1067,s==21|Quân đoàn treo thưởng,
s==12|offerGetTime,s==2|12,s==21|Quân đoàn treo thưởng,
s==11|offerGetNum,s==15|3:1|2:2|1:3|0:4,s==21|Quân đoàn treo thưởng,
s==16|offerChallengecd,s==2|20,s==21|Quân đoàn treo thưởng,
s==14|offerWatchNume,s==2|36,s==21|Quân đoàn treo thưởng,
s==12|offerDesnume,s==2|30,s==21|Quân đoàn treo thưởng,
s==20|VicePetNeedFlyLevel1,s==1|1,s==8|Thần Thú,
s==20|VicePetNeedFlyLevel2,s==1|3,s==8|Thần Thú,
s==12|petHatchExp1,s==1|1,s==8|Thần Thú,
s==12|petHatchExp2,s==1|2,s==8|Thần Thú,
s==12|petHatchExp3,s==1|3,s==8|Thần Thú,
s==10|petFuseNum,s==9|2|10014|1,s==8|Thần Thú,
s==13|petFuseChange,s==10|2|10013|50,s==8|Thần Thú,
s==9|petbagNum,s==2|30,s==8|Thần Thú,
s==14|RetrieveBeauty,s==9|1106|1130,,
s==13|CartoonReward,s==7|1|9|100,s==8|Phúc lợi,
s==11|CartoonTime,s==1|3,s==8|Phúc lợi,
s==15|formationLvShow,s==6|30|100,s==7|Bố trận,
s==13|lhyRemoveCost,s==3|500,s==13|Long Hổ doanh,
s==12|lhyStarLimit,s==1|5,s==13|Long Hổ doanh,
s==12|lhyResetBack,s==59|1:2:3100:50|2:2:3200:50|3:2:3300:50|4:2:3400:50|5:2:3500:50,s==13|Long Hổ doanh,
s==23|heroRankCompensateRatio,s==4|2000,s==22|Bảng xếp hạng anh hùng,
s==15|compensateLimit,s==3|500,s==22|Bảng xếp hạng anh hùng,
s==18|compensateDayLimit,s==3|100,s==22|Bảng xếp hạng anh hùng,
s==16|heroRankProperty,s==13|1:1|10:0|11:0,s==22|Bảng xếp hạng anh hùng,
s==12|heroRankOpen,s==1|1,s==22|Bảng xếp hạng anh hùng,
s==17|HeroRankSpaceTime,s==3|600,s==16|Võ tướng bối bao,
s==21|unionRecruitNoticeNum,s==1|3,s==9|Quân Đoàn,
s==11|stampSelect,s==7|1|2|3,1,s==8|Phụ kiện,
s==13|heroDislimit1,s==5|30|50,s==18|Bình Luận Võ Tướng,
s==13|heroDislimit2,s==4|70|0,s==18|Bình Luận Võ Tướng,
s==11|BanquetTime,s==1|2,s==19|Hoa Hảo Nguyệt Viên,
s==11|VisitorTime,s==1|1,s==19|Hoa Hảo Nguyệt Viên,
s==15|ManufactureTime,s==2|60,s==19|Hoa Hảo Nguyệt Viên,
s==15|Zhongqiurandeng,s==8|2|1171|1,s==18|Trung Thu cầu phúc,
s==12|SilentEffect,s==2|60,s==7|Lạc Đàm,
s==8|daguTime,s==2|60,s==20|Quốc khánh hoạt động,
s==8|makeTime,s==3|0.5,s==19|Hoa Hảo Nguyệt Viên,
s==19| MineUnionBuffLimit,s==1|2,s==24|Khoáng Trường Chiếm Đoạt,
s==13|HeroResetCost,s==32|50|50|50|70|70|90|90|110|110|130,s==17|Võ Tướng Trọng Tế,
s==14|OrdinaryReward,s==1|5,s==19|Hoa Hảo Nguyệt Viên,
s==15|SpokesmanSwitch,,s==25|Cấu hình đại diện bật tắt,
s==17|chatAdPalyerCount,s==2|10,s==29|Đoạn chat phán đoán quảng cáo,
s==26|ZhongqiuActEnterArmatureId,s==7|5000007,,
s==14|ApponitVisitor,s==2|10,s==19|Hoa Hảo Nguyệt Viên,
s==12|ZhongqiuWalk,s==8|50|30027,s==19|Hoa Hảo Nguyệt Viên,
s==13|denglongAward,s==6|60|200,,
s==14|denglongNumber,s==1|3,,
s==11|YuanBaoWeek,s==6|604800,s==12|KNB tuần thẻ,
s==9|TasteTime,s==1|1,s==17|Đoàn Viên Yến Hội,
s==18|warHorseImpartCost,s==3|100,s==8|Chiến mã,
s==9|daguCishi,s==1|3,s==20|Quốc khánh hoạt động,
s==15|FreeguoqingTime,s==1|3,s==20|Quốc khánh hoạt động,
s==12|guoqingMould,s==8|2|1172|1,s==20|Quốc khánh hoạt động,
s==12|guoqingGroup,s==24|2500|2500|2501|2501|2502,s==20|Quốc khánh hoạt động,
s==12|guoqingRound,s==1|5,s==20|Quốc khánh hoạt động,
s==9|pornBlock,s==35|akz|hkw|qkw|hml|hyq|hbq|ak0|abv|bkx,s==25|Kiểm Duyệt Kênh Phân Phối,
s==16|unionmailbantime,s==6|259200,s==9|Quân Đoàn,
s==18|privatechatbantime,s==6|259200,s==7|Lạc Đàm,
s==17|unionchatdonation,s==3|300,s==19|Liên Đoàn Chiến Đàm,
s==10|addfirends,s==29|1:30|20:40|30:50|40:70|50:100,s==7|Hữu hảo,
s==18|unionnoticebantime,s==6|259200,s==9|Quân Đoàn,
s==16|unionCreatelimit,s==6|259200,s==9|Quân Đoàn,
s==21|unionnoticechangetime,s==1|1,s==9|Quân Đoàn,
s==15|Zhongqiuspecial,s==11|30027|19807,s==19|Hoa Hảo Nguyệt Viên,
s==15|eastWarMaterial,s==35|2|1181|2,2|1182|4,2|1183|2,2|1184|2,s==19|Đạp Lãng Đông Chinh,
s==9|eastWarId,s==4|1180,s==19|Đạp Lãng Đông Chinh,
s==16|eastWarMadevalue,s==2|12,s==19|Đạp Lãng Đông Chinh,
s==16|eastWarFreeTimes,s==1|1,s==19|Đạp Lãng Đông Chinh,
s==14|eastWarBoxOpen,s==8|2|1185|1,s==19|Đạp Lãng Đông Chinh,
s==22|eastWarCoincidenceTime,s==4|3600,s==19|Đạp Lãng Đông Chinh,
s==16|mineDaoubleOfDay,s==1|3,s==24|Khoáng Trường Chiếm Đoạt,
s==13|checkPosToTop,s==2|50,s==20|Quốc khánh hoạt động,
s==23|CrossPlayerDetailInfoLv,s==3|100,s==7|Lạc Đàm,
s==18|beautyTreasureTime,s==7|1|10|50,s==16|Trân Kỳ Thám Bảo,
s==16|beautyTreasureCD,s==1|2,s==16|Trân Kỳ Thám Bảo,
s==18|beautyTreasureShow,s==29|4050|1177|2149|2128|1468|2162,s==16|Trân Kỳ Thám Bảo,
s==22|beautyTreasureCopyTime,s==7|1|10|50,s==26|Trân Kỳ Thám Bảo Phục Khắc,
