id,chapterId,gridId,gridx,gridy,gridType,gridIcon,gridEventId,changeEventId,
4976,22,98,17,4,1,40001,220024,,
4977,22,99,18,4,1,40001,10048,,
4978,22,100,19,4,1,40001,10048,,
4979,22,101,0,5,1,40001,,,
4980,22,102,1,5,1,40001,,,
4981,22,103,2,5,1,40001,220023,,
4982,22,104,3,5,1,40001,220001,,
4983,22,105,4,5,1,40001,,220019,
4984,22,106,5,5,1,40001,,,
4985,22,107,6,5,1,40001,10048,,
4986,22,108,7,5,6,40006,,,
4987,22,109,8,5,2,40002,,,
4988,22,110,9,5,1,40001,10047,,
4989,22,111,10,5,1,40001,10025,,
4990,22,112,11,5,1,40001,,,
4991,22,113,12,5,7,40007,,,
4992,22,114,13,5,1,40001,,,
4993,22,115,14,5,1,40001,,,
4994,22,116,15,5,1,40001,220011,,
4995,22,117,16,5,1,40001,10048,,
4996,22,118,17,5,1,40001,,,
4997,22,119,18,5,1,40001,,,
4998,22,120,19,5,1,40001,10048,,
4999,22,121,0,6,1,40001,10048,,
5000,22,122,1,6,1,40001,10048,,
5001,22,123,2,6,6,40006,,220022,
5002,22,124,3,6,1,40001,,,
5003,22,125,4,6,1,40001,,220020,
5004,22,126,5,6,1,40001,,,
5005,22,127,6,6,1,40001,220012,,
5006,22,128,7,6,7,40007,,,
5007,22,129,8,6,2,40002,,,
5008,22,130,9,6,2,40002,,,
5009,22,131,10,6,1,40001,10048,,
5010,22,132,11,6,1,40001,220013,,
5011,22,133,12,6,7,40007,,,
5012,22,134,13,6,7,40007,,,
5013,22,135,14,6,1,40001,10048,,
5014,22,136,15,6,6,40006,,,
5015,22,137,16,6,1,40001,220003,,
5016,22,138,17,6,1,40001,10047,,
5017,22,139,18,6,1,40001,10047,,
5018,22,140,19,6,1,40001,,,
5019,22,141,0,7,2,40002,,,
5020,22,142,1,7,1,40001,220006,,
5021,22,143,2,7,1,40001,10048,,
5022,22,144,3,7,1,40001,,,
5023,22,145,4,7,1,40001,10048,220021,
5024,22,146,5,7,6,40006,,,
5025,22,147,6,7,1,40001,,,
5026,22,148,7,7,2,40002,,,
5027,22,149,8,7,7,40007,,,
5028,22,150,9,7,7,40007,,,
5029,22,151,10,7,2,40002,,,
5030,22,152,11,7,1,40001,,,
5031,22,153,12,7,2,40002,,,
5032,22,154,13,7,1,40001,10048,,
5033,22,155,14,7,1,40001,10048,,
5034,22,156,15,7,6,40006,,,
5035,22,157,16,7,5,40005,,,
5036,22,158,17,7,7,40007,,,
5037,22,159,18,7,7,40007,,,
5038,22,160,19,7,2,40002,,,
5039,22,161,0,8,2,40002,,,
5040,22,162,1,8,5,40005,,,
5041,22,163,2,8,7,40007,,,
5042,22,164,3,8,1,40001,10047,,
5043,22,165,4,8,1,40001,10047,,
5044,22,166,5,8,6,40006,,,
5045,22,167,6,8,1,40001,220004,,
5046,22,168,7,8,2,40002,,,
5047,22,169,8,8,6,40006,,,
5048,22,170,9,8,7,40007,,,
5049,22,171,10,8,2,40002,,,
5050,22,172,11,8,1,40001,10049,,
5051,22,173,12,8,1,40001,220005,,
5052,22,174,13,8,2,40002,,,
5053,22,175,14,8,2,40002,,,
5054,22,176,15,8,5,40005,,,
5055,22,177,16,8,7,40007,,,
5056,22,178,17,8,6,40006,,,
5057,22,179,18,8,2,40002,,,
5058,22,180,19,8,2,40002,,,
5059,22,181,0,9,2,40002,,,
5060,22,182,1,9,2,40002,,,
5061,22,183,2,9,6,40006,,,
5062,22,184,3,9,7,40007,,,
5063,22,185,4,9,5,40005,,,
5064,22,186,5,9,2,40002,,,
5065,22,187,6,9,2,40002,,,
5066,22,188,7,9,7,40007,,,
5067,22,189,8,9,5,40005,,,
5068,22,190,9,9,6,40006,,,
5069,22,191,10,9,2,40002,,,
5070,22,192,11,9,2,40002,,,
5071,22,193,12,9,6,40006,,,
5072,22,194,13,9,6,40006,,,
5073,22,195,14,9,2,40002,,,
5074,22,196,15,9,2,40002,,,
5075,22,197,16,9,2,40002,,,
5076,22,198,17,9,2,40002,,,
5077,22,199,18,9,2,40002,,,
5078,22,200,19,9,2,40002,,,
5079,23,1,0,0,35,40035,,,
5080,23,2,1,0,35,40035,,,
5081,23,3,2,0,35,40035,,,
5082,23,4,3,0,35,40035,,,
5083,23,5,4,0,35,40035,,,
5084,23,6,5,0,35,40035,,,
5085,23,7,6,0,35,40035,,,
5086,23,8,7,0,35,40035,,,
5087,23,9,8,0,35,40035,,,
5088,23,10,9,0,35,40035,,,
5089,23,11,0,1,35,40035,,,
5090,23,12,1,1,35,40035,,,
5091,23,13,2,1,34,40034,230007,,
5092,23,14,3,1,34,40034,10017,,
5093,23,15,4,1,34,40034,230010,,
5094,23,16,5,1,34,40034,10037,,
5095,23,17,6,1,34,40034,230008,,
5096,23,18,7,1,35,40035,,,
5097,23,19,8,1,35,40035,,,
5098,23,20,9,1,,,,,
5099,23,21,0,2,35,40035,,,
5100,23,22,1,2,35,40035,,,
5101,23,23,2,2,35,40035,,,
5102,23,24,3,2,35,40035,,,
5103,23,25,4,2,34,40034,,,
5104,23,26,5,2,34,40034,,,
5105,23,27,6,2,35,40035,,,
5106,23,28,7,2,35,40035,,,
5107,23,29,8,2,35,40035,,,
5108,23,30,9,2,35,40035,,,
5109,23,31,0,3,35,40035,,,
5110,23,32,1,3,34,40034,230016,,
5111,23,33,2,3,34,40034,,,
5112,23,34,3,3,34,40034,,,
5113,23,35,4,3,34,40034,,,
5114,23,36,5,3,34,40034,,,
5115,23,37,6,3,34,40034,230024,,
5116,23,38,7,3,34,40034,230006,,
5117,23,39,8,3,35,40035,,,
5118,23,40,9,3,,,,,
5119,23,41,0,4,35,40035,,,
5120,23,42,1,4,35,40035,,,
5121,23,43,2,4,35,40035,,,
5122,23,44,3,4,35,40035,,,
5123,23,45,4,4,35,40035,,,
5124,23,46,5,4,35,40035,,,
5125,23,47,6,4,35,40035,,,
5126,23,48,7,4,35,40035,,,
5127,23,49,8,4,35,40035,,,
5128,23,50,9,4,35,40035,,,
5129,23,51,0,5,11,40011,,,
5130,23,52,1,5,11,40011,,,
5131,23,53,2,5,11,40011,,,
5132,23,54,3,5,11,40011,,,
5133,23,55,4,5,11,40011,,,
5134,23,56,5,5,11,40011,,,
5135,23,57,6,5,11,40011,,,
5136,23,58,7,5,11,40011,,,
5137,23,59,8,5,11,40011,,,
5138,23,60,9,5,,,,,
5139,23,61,0,6,11,40011,,,
5140,23,62,1,6,12,40012,230003,,
5141,23,63,2,6,12,40012,230021,,
5142,23,64,3,6,12,40012,,,
5143,23,65,4,6,11,40011,,,
5144,23,66,5,6,11,40011,,,
5145,23,67,6,6,12,40012,230023,,
5146,23,68,7,6,12,40012,230005,,
5147,23,69,8,6,12,40012,230014,,
5148,23,70,9,6,11,40011,,,
5149,23,71,0,7,11,40011,,,
5150,23,72,1,7,11,40011,,,
5151,23,73,2,7,11,40011,,,
5152,23,74,3,7,12,40012,,,
5153,23,75,4,7,11,40011,,,
5154,23,76,5,7,12,40012,,,
5155,23,77,6,7,11,40011,,,
5156,23,78,7,7,11,40011,,,
5157,23,79,8,7,11,40011,,,
5158,23,80,9,7,,,,,
5159,23,81,0,8,11,40011,,,
5160,23,82,1,8,11,40011,,,
5161,23,83,2,8,11,40011,,,
5162,23,84,3,8,12,40012,,,
5163,23,85,4,8,12,40012,,,
5164,23,86,5,8,12,40012,,,
5165,23,87,6,8,12,40012,,,
5166,23,88,7,8,11,40011,,,
5167,23,89,8,8,11,40011,,,
5168,23,90,9,8,11,40011,,,
5169,23,91,0,9,12,40012,230013,,
5170,23,92,1,9,12,40012,230004,,
5171,23,93,2,9,12,40012,230022,,
5172,23,94,3,9,11,40011,,,
5173,23,95,4,9,12,40012,230015,,
5174,23,96,5,9,11,40011,,,
5175,23,97,6,9,12,40012,,,
5176,23,98,7,9,12,40012,,,
5177,23,99,8,9,12,40012,10025,,
5178,23,100,9,9,,,,,
5179,23,101,0,10,11,40011,,,
5180,23,102,1,10,11,40011,,,
5181,23,103,2,10,11,40011,,,
5182,23,104,3,10,11,40011,,,
5183,23,105,4,10,11,40011,,,
5184,23,106,5,10,11,40011,,,
5185,23,107,6,10,11,40011,,,
5186,23,108,7,10,11,40011,,,
5187,23,109,8,10,11,40011,,,
5188,23,110,9,10,11,40011,,,
5189,23,111,0,11,16,40016,,,
5190,23,112,1,11,16,40016,,,
5191,23,113,2,11,16,40016,,,
5192,23,114,3,11,16,40016,,,
5193,23,115,4,11,16,40016,,,
5194,23,116,5,11,16,40016,,,
5195,23,117,6,11,16,40016,,,
5196,23,118,7,11,16,40016,,,
5197,23,119,8,11,16,40016,,,
5198,23,120,9,11,,,,,
5199,23,121,0,12,16,40016,,,
5200,23,122,1,12,15,40015,230012,,
5201,23,123,2,12,16,40016,,,
5202,23,124,3,12,15,40015,230017,,
5203,23,125,4,12,15,40015,,,
5204,23,126,5,12,15,40015,,,
5205,23,127,6,12,15,40015,230018,,
5206,23,128,7,12,16,40016,,,
5207,23,129,8,12,15,40015,230011,,
5208,23,130,9,12,16,40016,,,
5209,23,131,0,13,15,40015,230001,,
5210,23,132,1,13,16,40016,,,
5211,23,133,2,13,15,40015,,,
5212,23,134,3,13,16,40016,,,
5213,23,135,4,13,15,40015,230009,,
5214,23,136,5,13,16,40016,,,
5215,23,137,6,13,15,40015,,,
5216,23,138,7,13,16,40016,,,
5217,23,139,8,13,15,40015,230002,,
5218,23,140,9,13,,,,,
5219,23,141,0,14,16,40016,,,
5220,23,142,1,14,15,40015,230019,,
5221,23,143,2,14,15,40015,,,
5222,23,144,3,14,16,40016,,,
5223,23,145,4,14,15,40015,,,
5224,23,146,5,14,15,40015,,,
5225,23,147,6,14,16,40016,,,
5226,23,148,7,14,15,40015,,,
5227,23,149,8,14,15,40015,230020,,
5228,23,150,9,14,16,40016,,,
5229,23,151,0,15,16,40016,,,
5230,23,152,1,15,16,40016,,,
5231,23,153,2,15,16,40016,,,
5232,23,154,3,15,16,40016,,,
5233,23,155,4,15,16,40016,,,
5234,23,156,5,15,16,40016,,,
5235,23,157,6,15,16,40016,,,
5236,23,158,7,15,16,40016,,,
5237,23,159,8,15,16,40016,,,
5238,23,160,9,15,,,,,
5239,24,1,0,0,2,40002,,,
5240,24,2,1,0,2,40002,,,
5241,24,3,2,0,2,40002,,,
5242,24,4,3,0,2,40002,,,
5243,24,5,4,0,2,40002,,,
5244,24,6,5,0,2,40002,,,
5245,24,7,6,0,2,40002,,,
5246,24,8,7,0,2,40002,,,
5247,24,9,8,0,2,40002,,,
5248,24,10,9,0,2,40002,,,
5249,24,11,0,1,1,40001,240002,,
5250,24,12,1,1,1,40001,240013,,
5251,24,13,2,1,6,40006,,,
5252,24,14,3,1,7,40007,,,
5253,24,15,4,1,7,40007,,,
5254,24,16,5,1,7,40007,,,
5255,24,17,6,1,7,40007,,,
5256,24,18,7,1,1,40001,240005,,
5257,24,19,8,1,6,40006,,,
5258,24,20,9,1,2,40002,,,
5259,24,21,0,2,2,40002,,,
5260,24,22,1,2,6,40006,,,
5261,24,23,2,2,1,40001,,,
5262,24,24,3,2,7,40007,,,
5263,24,25,4,2,1,40001,,,
5264,24,26,5,2,1,40001,240008,,
5265,24,27,6,2,1,40001,,,
5266,24,28,7,2,7,40007,,,
5267,24,29,8,2,1,40001,240017,,
5268,24,30,9,2,6,40006,,,
5269,24,31,0,3,1,40001,240003,,
5270,24,32,1,3,6,40006,,,
5271,24,33,2,3,1,40001,,,
5272,24,34,3,3,1,40001,240015,,
5273,24,35,4,3,7,40007,,,
5274,24,36,5,3,6,40006,,,
5275,24,37,6,3,1,40001,,,
5276,24,38,7,3,1,40001,,,
5277,24,39,8,3,1,40001,,,
5278,24,40,9,3,2,40002,,,
5279,24,41,0,4,2,40002,,,
5280,24,42,1,4,1,40001,240014,,
5281,24,43,2,4,1,40001,,,
5282,24,44,3,4,1,40001,,,
5283,24,45,4,4,7,40007,,,
5284,24,46,5,4,1,40001,10025,,
5285,24,47,6,4,1,40001,,,
5286,24,48,7,4,7,40007,,,
5287,24,49,8,4,1,40001,,,
5288,24,50,9,4,6,40006,,,
5289,24,51,0,5,6,40006,,,
5290,24,52,1,5,7,40007,,,
5291,24,53,2,5,1,40001,,,
5292,24,54,3,5,7,40007,,,
5293,24,55,4,5,7,40007,,,
5294,24,56,5,5,1,40001,240016,,
5295,24,57,6,5,7,40007,,,
5296,24,58,7,5,6,40006,,,
5297,24,59,8,5,1,40001,240018,,
5298,24,60,9,5,2,40002,,,
5299,24,61,0,6,2,40002,,,
5300,24,62,1,6,1,40001,240011,,
5301,24,63,2,6,1,40001,240007,,
5302,24,64,3,6,1,40001,,,
5303,24,65,4,6,7,40007,,,
5304,24,66,5,6,7,40007,,,
5305,24,67,6,6,1,40001,240004,,
5306,24,68,7,6,7,40007,,,
5307,24,69,8,6,1,40001,,,
5308,24,70,9,6,6,40006,,,
5309,24,71,0,7,1,40001,,,
5310,24,72,1,7,1,40001,,,
5311,24,73,2,7,7,40007,,,
5312,24,74,3,7,1,40001,240012,,
5313,24,75,4,7,7,40007,,,
5314,24,76,5,7,6,40006,,,
5315,24,77,6,7,7,40007,,,
5316,24,78,7,7,1,40001,240009,,
5317,24,79,8,7,7,40007,,,
5318,24,80,9,7,2,40002,,,
5319,24,81,0,8,2,40002,,,
5320,24,82,1,8,1,40001,,,
5321,24,83,2,8,7,40007,,,
5322,24,84,3,8,1,40001,,,
5323,24,85,4,8,1,40001,240001,,
5324,24,86,5,8,7,40007,,,
5325,24,87,6,8,6,40006,,,
5326,24,88,7,8,7,40007,,,
5327,24,89,8,8,1,40001,240010,,
5328,24,90,9,8,1,40001,240006,,
5329,24,91,0,9,2,40002,,,
5330,24,92,1,9,2,40002,,,
5331,24,93,2,9,2,40002,,,
5332,24,94,3,9,2,40002,,,
5333,24,95,4,9,2,40002,,,
5334,24,96,5,9,2,40002,,,
5335,24,97,6,9,2,40002,,,
5336,24,98,7,9,2,40002,,,
5337,24,99,8,9,2,40002,,,
5338,24,100,9,9,2,40002,,,
5339,25,1,0,0,,,,,
5340,25,2,1,0,,,,,
5341,25,3,2,0,,,,,
5342,25,4,3,0,,,,,
5343,25,5,4,0,,,,,
5344,25,6,5,0,,,,,
5345,25,7,6,0,,,,,
5346,25,8,7,0,1,40001,,,
5347,25,9,8,0,1,40001,250013,,
5348,25,10,9,0,1,40001,,,
5349,25,11,10,0,1,40001,250014,,
5350,25,12,11,0,1,40001,250002,,
5351,25,13,12,0,1,40001,250015,,
5352,25,14,13,0,1,40001,250032,250032,
5353,25,15,14,0,,,,,
5354,25,16,15,0,,,,,
5355,25,17,16,0,,,,,
5356,25,18,17,0,,,,,
5357,25,19,18,0,,,,,
5358,25,20,19,0,,,,,
5359,25,21,20,0,,,,,
5360,25,22,21,0,,,,,
5361,25,23,22,0,,,,,
5362,25,24,23,0,,,,,
5363,25,25,24,0,,,,,
5364,25,26,0,1,,,,,
5365,25,27,1,1,,,,,
5366,25,28,2,1,,,,,
5367,25,29,3,1,,,,,
5368,25,30,4,1,,,,,
5369,25,31,5,1,,,,,
5370,25,32,6,1,2,40002,,,
5371,25,33,7,1,1,40001,,,
5372,25,34,8,1,20,40020,,,
5373,25,35,9,1,21,40021,,,
5374,25,36,10,1,22,40022,,,
5375,25,37,11,1,1,40001,,,
5376,25,38,12,1,6,40006,,,
5377,25,39,13,1,5,40005,,,
5378,25,40,14,1,,,,,
5379,25,41,15,1,,,,,
5380,25,42,16,1,,,,,
5381,25,43,17,1,,,,,
5382,25,44,18,1,,,,,
5383,25,45,19,1,,,,,
5384,25,46,20,1,,,,,
5385,25,47,21,1,,,,,
5386,25,48,22,1,,,,,
5387,25,49,23,1,,,,,
5388,25,50,24,1,,,,,
5389,25,51,0,2,,,,,
5390,25,52,1,2,,,,,
5391,25,53,2,2,,,,,
5392,25,54,3,2,,,,,
5393,25,55,4,2,,,,,
5394,25,56,5,2,,,,,
5395,25,57,6,2,2,40002,,,
5396,25,58,7,2,1,40001,250012,,
5397,25,59,8,2,23,40023,,,
5398,25,60,9,2,24,40024,,,
5399,25,61,10,2,24,40024,,,
5400,25,62,11,2,25,40025,,,
5401,25,63,12,2,6,40006,,,
5402,25,64,13,2,6,40006,,,
5403,25,65,14,2,5,40005,,,
5404,25,66,15,2,,,,,
5405,25,67,16,2,,,,,
5406,25,68,17,2,,,,,
5407,25,69,18,2,,,,,
5408,25,70,19,2,,,,,
5409,25,71,20,2,,,,,
5410,25,72,21,2,,,,,
5411,25,73,22,2,,,,,
5412,25,74,23,2,,,,,
5413,25,75,24,2,,,,,
5414,25,76,0,3,,,,,
5415,25,77,1,3,,,,,
5416,25,78,2,3,,,,,
5417,25,79,3,3,,,,,
5418,25,80,4,3,,,,,
5419,25,81,5,3,2,40002,,,
5420,25,82,6,3,1,40001,,,
5421,25,83,7,3,1,40001,,,
5422,25,84,8,3,26,40026,,,
5423,25,85,9,3,27,40027,,,
5424,25,86,10,3,28,40028,,,
5425,25,87,11,3,6,40006,,,
5426,25,88,12,3,1,40001,,,
5427,25,89,13,3,5,40005,,,
5428,25,90,14,3,5,40005,,,
5429,25,91,15,3,,,,,
5430,25,92,16,3,,,,,
5431,25,93,17,3,,,,,
5432,25,94,18,3,44,40044,,,
5433,25,95,19,3,41,40041,,,
5434,25,96,20,3,41,40041,250032,,
5435,25,97,21,3,41,40041,250008,,
5436,25,98,22,3,44,40044,,,
5437,25,99,23,3,,,,,
5438,25,100,24,3,,,,,
5439,25,101,0,4,,,,,
5440,25,102,1,4,,,,,
5441,25,103,2,4,,,,,
5442,25,104,3,4,,,,,
5443,25,105,4,4,,,,,
5444,25,106,5,4,,,,,
5445,25,107,6,4,2,40002,,,
5446,25,108,7,4,5,40005,,,
5447,25,109,8,4,1,40001,250011,,
5448,25,110,9,4,1,40001,,,
5449,25,111,10,4,1,40001,250010,,
5450,25,112,11,4,1,40001,,,
5451,25,113,12,4,1,40001,250009,,
5452,25,114,13,4,1,40001,,,
5453,25,115,14,4,5,40005,,,
5454,25,116,15,4,,,,,
5455,25,117,16,4,,,,,
5456,25,118,17,4,,,,,
5457,25,119,18,4,41,40041,,,
5458,25,120,19,4,44,40044,,,
5459,25,121,20,4,42,40042,,,
5460,25,122,21,4,42,40042,,,
5461,25,123,22,4,42,40042,250028,,
5462,25,124,23,4,41,40041,,,
5463,25,125,24,4,,,,,
5464,25,126,0,5,,,,,
5465,25,127,1,5,,,,,
5466,25,128,2,5,,,,,
5467,25,129,3,5,,,,,
5468,25,130,4,5,,,,,
5469,25,131,5,5,,,,,
5470,25,132,6,5,2,40002,,,
5471,25,133,7,5,2,40002,,,
5472,25,134,8,5,1,40001,,,
5473,25,135,9,5,1,40001,,,
5474,25,136,10,5,6,40006,,,
5475,25,137,11,5,6,40006,,,
5476,25,138,12,5,1,40001,,,
5477,25,139,13,5,1,40001,,,
5478,25,140,14,5,,,,,
5479,25,141,15,5,,,,,
5480,25,142,16,5,,,,,
5481,25,143,17,5,41,40041,,,
5482,25,144,18,5,42,40042,,,
5483,25,145,19,5,44,40044,,,
5484,25,146,20,5,44,40044,,,
5485,25,147,21,5,44,40044,,,
5486,25,148,22,5,42,40042,,,
5487,25,149,23,5,41,40041,,,
5488,25,150,24,5,,,,,
5489,25,151,0,6,,,,,
5490,25,152,1,6,,,,,
5491,25,153,2,6,,,,,
5492,25,154,3,6,55,40055,250003,,
5493,25,155,4,6,,,,,
5494,25,156,5,6,,,,,
5495,25,157,6,6,,,,,
5496,25,158,7,6,,,,,
5497,25,159,8,6,2,40002,,,
5498,25,160,9,6,5,40005,,,
5499,25,161,10,6,6,40006,,,
5500,25,162,11,6,5,40005,,,
5501,25,163,12,6,1,40001,,,
5502,25,164,13,6,,,,,
5503,25,165,14,6,,,,,
5504,25,166,15,6,,,,,
5505,25,167,16,6,,,,,
5506,25,168,17,6,41,40041,,,
5507,25,169,18,6,41,40041,,,
5508,25,170,19,6,42,40042,,,
5509,25,171,20,6,42,40042,,,
5510,25,172,21,6,43,40043,,,
5511,25,173,22,6,43,40043,,,
5512,25,174,23,6,42,40042,,,
5513,25,175,24,6,41,40041,,,
5514,25,176,0,7,,,,,
5515,25,177,1,7,41,40041,,,
5516,25,178,2,7,41,40041,,,
5517,25,179,3,7,41,40041,,,
5518,25,180,4,7,41,40041,250032,,
5519,25,181,5,7,,,,,
5520,25,182,6,7,,,,,
5521,25,183,7,7,,,,,
5522,25,184,8,7,6,40006,,,
5523,25,185,9,7,6,40006,,,
5524,25,186,10,7,6,40006,,,
5525,25,187,11,7,1,40001,,,
5526,25,188,12,7,,,,,
5527,25,189,13,7,,,,,
5528,25,190,14,7,,,,,
5529,25,191,15,7,,,,,
5530,25,192,16,7,,,,,
5531,25,193,17,7,42,40042,,,
5532,25,194,18,7,43,40043,,,
5533,25,195,19,7,43,40043,,,
5534,25,196,20,7,42,40042,250024,,
5535,25,197,21,7,42,40042,,,
5536,25,198,22,7,42,40042,,,
5537,25,199,23,7,41,40041,,,
5538,25,200,24,7,,,,,
5539,25,201,0,8,,,,,
5540,25,202,1,8,41,40041,,,
5541,25,203,2,8,43,40043,,,
5542,25,204,3,8,43,40043,,,
5543,25,205,4,8,43,40043,,,
5544,25,206,5,8,43,40043,,,
5545,25,207,6,8,,,,,
5546,25,208,7,8,,,,,
5547,25,209,8,8,,,,,
5548,25,210,9,8,5,40005,,,
5549,25,211,10,8,1,40001,,,
5550,25,212,11,8,1,40001,250026,,
5551,25,213,12,8,,,,,
5552,25,214,13,8,,,,,
5553,25,215,14,8,,,,,
5554,25,216,15,8,,,,,
5555,25,217,16,8,,,,,
5556,25,218,17,8,,,,,
5557,25,219,18,8,42,40042,,,
5558,25,220,19,8,42,40042,,,
5559,25,221,20,8,43,40043,,,
5560,25,222,21,8,43,40043,,,
5561,25,223,22,8,42,40042,,,
5562,25,224,23,8,42,40042,,,
5563,25,225,24,8,,,,,
5564,25,226,0,9,42,40042,,,
5565,25,227,1,9,43,40043,,,
5566,25,228,2,9,42,40042,,,
5567,25,229,3,9,43,40043,,,
5568,25,230,4,9,42,40042,,,
5569,25,231,5,9,41,40041,,,
5570,25,232,6,9,,,,,
5571,25,233,7,9,,,,,
5572,25,234,8,9,,,,,
5573,25,235,9,9,2,40002,,,
5574,25,236,10,9,1,40001,,,
5575,25,237,11,9,1,40001,,,
5576,25,238,12,9,,,,,
5577,25,239,13,9,,,,,
5578,25,240,14,9,,,,,
5579,25,241,15,9,,,,,
5580,25,242,16,9,,,,,
5581,25,243,17,9,,,,,
5582,25,244,18,9,41,40041,,,
5583,25,245,19,9,42,40042,250023,,
5584,25,246,20,9,42,40042,,,
5585,25,247,21,9,43,40043,,,
5586,25,248,22,9,43,40043,,,
5587,25,249,23,9,,,,,
5588,25,250,24,9,,,,,
5589,25,251,0,10,53,40053,250004,,
5590,25,252,1,10,42,40042,,,
5591,25,253,2,10,43,40043,,,
5592,25,254,3,10,43,40043,,,
5593,25,255,4,10,43,40043,,,
5594,25,256,5,10,42,40042,,,
5595,25,257,6,10,49,40049,250005,,
5596,25,258,7,10,,,,,
5597,25,259,8,10,,,,,
5598,25,260,9,10,2,40002,,,
5599,25,261,10,10,1,40001,250030,10035,
5600,25,262,11,10,1,40001,,,
5601,25,263,12,10,,,,,
5602,25,264,13,10,,,,,
5603,25,265,14,10,,,,,
5604,25,266,15,10,,,,,
5605,25,267,16,10,,,,,
5606,25,268,17,10,,,,,
5607,25,269,18,10,,,,,
5608,25,270,19,10,,,,,
5609,25,271,20,10,41,40041,,,
5610,25,272,21,10,42,40042,,,
5611,25,273,22,10,42,40042,,,
5612,25,274,23,10,,,,,
5613,25,275,24,10,,,,,
5614,25,276,0,11,41,40041,,,
5615,25,277,1,11,42,40042,,,
5616,25,278,2,11,43,40043,,,
5617,25,279,3,11,43,40043,,,
5618,25,280,4,11,43,40043,,,
5619,25,281,5,11,42,40042,,,
5620,25,282,6,11,41,40041,,,
5621,25,283,7,11,,,,,
5622,25,284,8,11,,,,,
5623,25,285,9,11,1,40001,,,
5624,25,286,10,11,1,40001,,,
5625,25,287,11,11,5,40005,,,
5626,25,288,12,11,,,,,
5627,25,289,13,11,,,,,
5628,25,290,14,11,,,,,
5629,25,291,15,11,,,,,
5630,25,292,16,11,,,,,
5631,25,293,17,11,,,,,
5632,25,294,18,11,,,,,
5633,25,295,19,11,44,40044,,,
5634,25,296,20,11,42,40042,,,
5635,25,297,21,11,41,40041,,,
5636,25,298,22,11,,,,,
5637,25,299,23,11,,,,,
5638,25,300,24,11,,,,,
5639,25,301,0,12,,,,,
5640,25,302,1,12,42,40042,,,
5641,25,303,2,12,43,40043,,,
5642,25,304,3,12,42,40042,,,
5643,25,305,4,12,42,40042,,,
5644,25,306,5,12,43,40043,,,
5645,25,307,6,12,42,40042,,,
5646,25,308,7,12,43,40043,,,
5647,25,309,8,12,,,,,
5648,25,310,9,12,6,40006,,,
5649,25,311,10,12,1,40001,250001,,
5650,25,312,11,12,1,40001,,,
5651,25,313,12,12,6,40006,,,
5652,25,314,13,12,,,,,
5653,25,315,14,12,,,,,
5654,25,316,15,12,,,,,
5655,25,317,16,12,,,,,
5656,25,318,17,12,,,,,
5657,25,319,18,12,,,,,
5658,25,320,19,12,,,,,
5659,25,321,20,12,44,40044,,,
5660,25,322,21,12,42,40042,,,
5661,25,323,22,12,41,40041,,,
5662,25,324,23,12,,,,,
5663,25,325,24,12,,,,,
5664,25,326,0,13,,,,,
5665,25,327,1,13,42,40042,,,
5666,25,328,2,13,42,40042,,,
5667,25,329,3,13,42,40042,,,
5668,25,330,4,13,42,40042,,,
5669,25,331,5,13,42,40042,,,
5670,25,332,6,13,1,40001,250029,10035,
5671,25,333,7,13,43,40043,,,
5672,25,334,8,13,6,40006,,,
5673,25,335,9,13,5,40005,,,
5674,25,336,10,13,1,40001,250025,,
5675,25,337,11,13,1,40001,,,
5676,25,338,12,13,6,40006,,,
5677,25,339,13,13,,,,,
5678,25,340,14,13,,,,,
5679,25,341,15,13,,,,,
5680,25,342,16,13,,,,,
5681,25,343,17,13,,,,,
5682,25,344,18,13,,,,,
5683,25,345,19,13,44,40044,,,
5684,25,346,20,13,42,40042,,,
5685,25,347,21,13,41,40041,,,
5686,25,348,22,13,,,,,
5687,25,349,23,13,,,,,
5688,25,350,24,13,,,,,
5689,25,351,0,14,,,,,
5690,25,352,1,14,,,,,
5691,25,353,2,14,,,,,
5692,25,354,3,14,51,40051,250006,,
5693,25,355,4,14,,,,,
5694,25,356,5,14,,,,,
5695,25,357,6,14,1,40001,,,
5696,25,358,7,14,1,40001,,,
5697,25,359,8,14,5,40005,,,
5698,25,360,9,14,5,40005,,,
5699,25,361,10,14,1,40001,,,
5700,25,362,11,14,1,40001,,,
5701,25,363,12,14,6,40006,,,
5702,25,364,13,14,5,40005,,,
5703,25,365,14,14,,,,,
5704,25,366,15,14,,,,,
5705,25,367,16,14,,,,,
5706,25,368,17,14,,,,,
5707,25,369,18,14,42,40042,,,
5708,25,370,19,14,44,40044,,,
5709,25,371,20,14,42,40042,250022,,
5710,25,372,21,14,41,40041,,,
5711,25,373,22,14,41,40041,250021,,
5712,25,374,23,14,41,40041,,,
5713,25,375,24,14,,,,,
5714,25,376,0,15,,,,,
5715,25,377,1,15,,,,,
5716,25,378,2,15,,,,,
5717,25,379,3,15,,,,,
5718,25,380,4,15,,,,,
5719,25,381,5,15,,,,,
5720,25,382,6,15,2,40002,,,
5721,25,383,7,15,1,40001,,,
5722,25,384,8,15,1,40001,,,
5723,25,385,9,15,1,40001,,,
5724,25,386,10,15,1,40001,,,
5725,25,387,11,15,1,40001,,,
5726,25,388,12,15,1,40001,,,
5727,25,389,13,15,5,40005,,,
5728,25,390,14,15,,,,,
