id,hint,
0,s==17|Thao tác thất bại,
76100,s==34|Tiêu hao đổi chác phù văn không đủ,
76101,s==40|Phù văn này không cho phép thiết lập lại,
76102,s==32|Vị trí này chưa trang bị phù văn,
76103,s==38|Rèn luyện không thể khóa tất cả vị trí,
76104,s==35|Vị trí này chưa tiến hành rèn luyện,
76105,s==27|Chất lượng phù văn không đủ,
76106,s==26|Lượt đột phá đã đạt tối đa,
76107,s==48|Số lượng phẩm chất thuộc tính rèn luyện không đủ,
76108,s==30|Vật phẩm phù văn không tồn tại,
76109,s==19|Tướng không tồn tại,
76110,s==64|Số lượng loại vật phẩm đặc biệt chọn rèn luyện vượt quá giới hạn,
76111,s==27|Vật phẩm rèn luyện không đủ,
76112,s==43|Vật phẩm kế thừa đá rèn luyện không tồn tại,
76113,s==22|Không cho phép kế thừa,
76114,s==36|Phù văn này không cho phép phân giải,
76115,s==60|Chiến tranh song thành khai mở， không thể giải tán quân đoàn,
8024,s==32|Xin chọn phần thưởng ưng ý trước,
76116,s==21|Trang phục đã mở khóa,
76117,s==24|Quân trận này đã mở khóa,
76118,s==21|Đã chọn quân trận này,
76119,s==34|Số lượng quân trận đã đạt giới hạn,
76120,s==22|Quân trận chưa mở khóa,
76121,s==31|Tướng này đã ở vị trí trận nhãn,
76122,s==24|Xin chọn quân trận trước,
76123,s==25|Trang phục chưa kích hoạt,
76124,s==31|Không phải trang phục thức tỉnh,
76125,s==13|Mệnh lệnh sai,
76126,s==51|Phương pháp trận pháp chứa vật phẩm hộ vệ trùng lặp,
76127,s==47|Không đủ không gian hành trang， không thể tế lễ,
73128,s==39|Thời gian hồi chiêu đổi thưởng chưa đến,
76129,s==54|Người chơi quốc chiến thiết lập không cho phép phái đi,
20018,s==25|Đã nhận gói quà cùng loại,
76134,s==41|Sự kiện hồi quy không có lượt quay thưởng,
76135,s==27|Tiêu hao cần thiết không đủ,
76136,s==50|Chủ công không có quyền mở rộng số lượng quân đoàn,
33024,s==50|Thuyền phẩm chất này không thể mời bạn bè chi viện,
33025,s==30|Lượt mời hộ vệ đã đạt giới hạn,
33026,s==43|Chiến lực bạn bè không đạt yêu cầu chi viện,
76137,s==36|Lượt thuê trong tuần đã đạt giới hạn,
76140,s==37|Chiến lực gia nhập quân đoàn không đủ,
76141,s==74|Người chơi quốc chiến thiết lập chỉ cho phép phái đi người trong quân đoàn,
76142,s==43|KNB mua lệnh công thành quốc chiến không đủ,
76143,s==44|Lượt mua lệnh công thành quốc chiến không đủ,
76144,s==101|Loại bỏ khỏi quân đoàn thất bại trong thời gian sự kiện Song Thành Chiến không thể loại bỏ thành viên,
76138,s==20|Xin phái tướng trước,
76139,s==19|Loại trang phục sai,
61228,s==33|Xin chọn phạm vi chiến lực đầy đủ,
61229,s==71|Quân đoàn hiện tại cấm sửa đổi thông báo， xin liên hệ nhân viên hỗ trợ!,
76145,s==30|Không tìm thấy đạo cụ Linh Thú,
76146,s==39|Cấp bậc Linh Thú đã đạt giới hạn tối đa,
76147,s==33|Linh Thú này không thể chuyển hóa,
76148,s==31|Võ tướng chưa trang bị Linh Thú,
76149,s==25|Xin chọn đạo cụ thăng sao,
76150,s==32|Linh Thú không thể thiết lập lại,
76151,s==22|Điểm tích lũy không đủ,
76152,s==43|Số lượng tiêu hao thăng sao không chính xác,
76153,s==41|Đạo cụ tiêu hao thăng sao không chính xác,
76154,s==49|Tinh châu dự báo Linh Thú đã được mở khóa toàn bộ,
76155,s==44|Vị trí kỹ năng bị động của Linh Thú không đủ,
76156,s==33|Linh Thú này chưa học kỹ năng này,
76157,s==50|Không đủ không gian hành trang， không thể ấp trứng,
76158,s==52|Vị trí kỹ năng thuộc tính Linh Thú chưa được mở khóa,
76159,s==46|Xin chọn kỹ năng thuộc tính Linh Thú chính xác,
9043,s==42|Tên quân đoàn không hợp lệ về số lượng chữ,
9044,s==49|Tuyên ngôn quân đoàn không hợp lệ về số lượng chữ,
76171,s==21|Chủ công không đủ KNB,
76172,s==34|Hôm nay đã đạt giới hạn số lần mua,
76173,s==18|Thưởng lãi dĩ lĩnh,
76174,s==25|Số lần thử thách không đủ,
76175,s==33|Hiện tại không có dữ liệu đối thủ,
76176,s==49|Thời gian hiện tại không phải giai đoạn thách đấu,
76177,s==73|Hiện tại bậc hạng chưa có đối thủ， chủ công hãy chờ lát nữa thử thách lại,
76181,s==80|Đội hình xuất chiến tướng sĩ chưa đủ， chủ công hãy bố trí xong rồi thử thách lại,
76183,s==34|Bộ sưu tập cá nhân đã đạt giới hạn,
76184,s==24|Hệ thống Vô Song chưa mở,
76185,s==44|Loại điểm sao thuộc loại thuộc tính chỉ định,
76186,s==39|Nhóm thuộc tính điểm sao này đã tồn tại,
76197,s==32|Điểm sao này đã đạt cấp cao nhất,
76198,s==28|Tổng cấp bản đồ sao không đủ,
76301,s==36|Không trong khoảng thời gian dự đoán,
76302,s==29|Trận dự đoán không có đội này,
76303,s==10|Đã dự đoán,
76304,s==30|Số lần đổi quà đã đạt giới hạn,
76305,s==41|Trận đấu đã có kết quả， không thể dự đoán,
4129,s==66|Võ tướng trong Quân Chủ Phủ không có truyền thừa không thể ra trận,
54013,s==18|Thưởng lãi dĩ lĩnh,
76161,s==32|Xin chọn Linh Thú cùng phẩm chất,
76162,s==23|Linh Thú này đã bị khóa,
76163,s==34|Xin hoàn thành dự báo Linh Thú Đài,
76401,s==30|Vị trí bày bán đã đạt giới hạn,
76402,s==53|Linh Thú này đang trong thời gian làm mát khi bày bán,
76403,s==56|Mỗi lần  giá phải đạt ngưỡng tối thiểu của phẩm chất này,
76404,s==30|Thần Thú này không thể bày bán,
76405,s==42|Giá đấu giá trùng với giá một lần mua ngay,
76406,s==18|Thưởng lãi dĩ lĩnh,
76407,s==31|Điểm tích lũy hiện tại không đủ,
76408,s==25|Sảnh đấu giá đang bảo trì,
76409,s==26|Hành trang Linh Thú đã đầy,
9045,s==67|Sau khi hợp nhất máy chủ có thể mở rộng giới hạn số lượng quân đoàn,
76210,s==37|Ấn tướng này là Ấn tướng chuyên thuộc,
76211,s==33|Ấn tướng này không thể thăng phẩm,
76212,s==31|Ấn tướng này không thể hồi truy,
761220,s==27|Võ tướng này không thể chọn,
761221,s==16|Đã chọn võ tướng,
76411,s==58|Tình trạng linh thú hiện thay đổi， xin chờ lát nữa thử lại,
76413,s==21|Sao Võ Tướng không đủ,
76415,s==63|Trong thời gian đấu giá bảo vật vật phẩm này không thể gỡ xuống,
76416,s==39|Hoạt động đang trong giai đoạn kết toán,
76500,s==20|Nguyên liệu không đủ,
76501,s==30|Nguyên liệu thăng cấp không đủ,
76235,s==30|Huyễn Vũ chuyên thuộc không đủ,
76236,s==58|Đạo cụ Huyễn Vũ chuyên thuộc đã cường hóa đến cấp cao nhất,
76237,s==58|Đạo cụ Huyễn Vũ chuyên thuộc đã thăng sao đến cấp cao nhất,
76238,s==41|Chưa trang bị Huyễn Vũ chuyên thuộc chính,
76239,s==24|Vị trí chưa được mở khóa,
76240,s==39|Tháo bỏ Huyễn Vũ chuyên thuộc gặp sự cố,
76241,s==28|Kỹ năng Huyễn Linh gặp sự cố,
76242,s==43|Vị trí kỹ năng Huyễn Linh chưa được mở khóa,
76243,s==38|Huyễn Vũ chuyên thuộc này đang bị khóa,
76244,s==63|Phẩm chất Huyễn Vũ chuyên thuộc này quá cao không thể phân giải,
76245,s==72|Phẩm chất Huyễn Vũ chuyên thuộc trước và sau truyền thừa không nhất quán,
76246,s==39|Cấp độ khởi đầu không thể thiết lập lại,
76247,s==36|Sao khởi đầu không thể thiết lập lại,
76248,s==22|Dự báo đã được mở khóa,
76249,s==39|Kỹ năng Huyễn Linh này đã được trang bị,
76502,s==35|Vật phẩm này tạm thời không thể đổi,
76250,s==27|Huyễn Vũ này chưa kích hoạt,
76251,s==56|Hộ Vũ chỉ có thể trang bị Huyễn Vũ phẩm chất Cam trở lên,
76260,s==52|Phần thưởng Thẻ Trọn Đời hôm nay đã được gửi qua thư,
76504,s==21|Võ tướng phi Hư Không,
76505,s==50|Hư Không Võ tướng không thể thực hiện thao tác này,
76506,s==71|Võ tướng bị Hư Không Võ tướng liên kết không thể thực hiện thao tác này,
76507,s==55|Võ tướng liên kết đã bị Hư Không Võ tướng khác liên kết,
76508,s==48|Võ tướng liên kết không đáp ứng yêu cầu liên kết,
76509,s==40|Hư Không Võ tướng chưa liên kết võ tướng,
76510,s==70|Hư Không Võ tướng không thể cùng lúc xuất chiến với đối tượng liên kết,
76511,s==22|Đã sở hữu võ tướng này,
76512,s==38|Võ tướng trải nghiệm không thể phái đi,
76513,s==49|Võ tướng trải nghiệm không thể đơn độc xuất chiến,
76530,s==26|Lịch sử thử thách không đủ,
55,s==31|Không trong thời gian thử thách,
76520,s==33|Không tìm thấy Liệt Hầu tương ứng,
76521,s==37|Nâng cấp Phong Hầu vẫn đang đếm ngược,
76522,s==47|Phong Hầu hiện tại không thể rút ngắn thời gian,
76531,s==45|Phong hầu tiến hành trung， thỉnh chờ một chút,
76532,s==30|Không tìm thấy dữ liệu Nội Đan,
76533,s==27|Xin hãy tháo Nội Đan phụ ra,
76534,s==23|Phẩm chất không phù hợp,
76535,s==25|Đã đạt phẩm chất cao nhất,
76546,s==26|Hợp thành Nội Đan thất bại,
76547,s==15|Loại đạo cụ sai,
76548,s==24|Vị trí này đã có Nội Đan,
76549,s==18|Nội Đan đã bị khóa,
76550,s==23|Xin hãy tháo Nội Đan ra,
76523,s==44|Số lần rèn luyện không đủ điều kiện nâng cấp,
76551,s==43|Không tìm thấy Linh Mạch Tinh Hồn tương ứng,
