id,event-type-1,event-id-1,event-type-2,event-id-2,event-type-3,event-id-3,event-type-4,event-id-4,event-type-5,event-id-5,
350019,7,350711,1,10101,,,,,,,
350020,7,350712,1,10101,9,350903,,,,,
350021,7,350713,1,10101,9,350904,,,,,
350022,7,350714,1,10101,,,,,,,
350023,7,350715,1,10101,,,,,,,
350024,7,350716,1,10101,,,,,,,
350025,7,350717,1,10101,,,,,,,
350026,7,350718,1,10101,,,,,,,
350027,7,350719,1,10101,,,,,,,
350028,7,350720,1,10101,,,,,,,
350029,19,351901,,,,,,,,,
350030,19,351902,,,,,,,,,
350031,19,351903,,,,,,,,,
350032,19,351904,,,,,,,,,
350033,21,352101,10,351002,13,351305,,,,,
350034,10,351001,,,,,,,,,
360001,4,360401,,,,,,,,,
360002,5,360501,,,,,,,,,
360003,5,360502,,,,,,,,,
360004,5,360503,,,,,,,,,
360005,5,360504,,,,,,,,,
360006,5,360505,,,,,,,,,
360007,5,360506,,,,,,,,,
360008,5,360507,,,,,,,,,
360009,7,360701,1,10101,,,,,,,
360010,7,360702,1,10101,,,,,,,
360011,7,360703,1,10101,,,,,,,
360012,7,360704,1,10101,,,,,,,
360013,7,360705,1,10101,,,,,,,
360014,7,360706,1,10101,9,360901,,,,,
360015,7,360707,1,10101,9,360902,,,,,
360016,7,360708,1,10101,,,,,,,
360017,7,360709,1,10101,,,,,,,
360018,7,360710,1,10101,,,,,,,
360019,7,360711,1,10101,,,,,,,
360020,7,360712,1,10101,9,360903,,,,,
360021,7,360713,1,10101,9,360904,,,,,
360022,7,360714,1,10101,,,,,,,
360023,7,360715,1,10101,,,,,,,
360024,7,360716,1,10101,,,,,,,
360025,7,360717,1,10101,,,,,,,
360026,7,360718,1,10101,,,,,,,
360027,7,360719,1,10101,,,,,,,
360028,7,360720,1,10101,,,,,,,
360029,19,361901,,,,,,,,,
360030,19,361902,,,,,,,,,
360031,19,361903,,,,,,,,,
360032,19,361904,,,,,,,,,
360033,21,362101,10,361002,13,361305,,,,,
360034,10,361001,,,,,,,,,
370001,4,370401,,,,,,,,,
370002,5,370501,,,,,,,,,
370003,5,370502,,,,,,,,,
370004,5,370503,,,,,,,,,
370005,5,370504,,,,,,,,,
370006,5,370505,,,,,,,,,
370007,5,370506,,,,,,,,,
370008,5,370507,,,,,,,,,
370009,7,370701,1,10101,,,,,,,
370010,7,370702,1,10101,,,,,,,
370011,7,370703,1,10101,,,,,,,
370012,7,370704,1,10101,,,,,,,
370013,7,370705,1,10101,,,,,,,
370014,7,370706,1,10101,9,370901,,,,,
370015,7,370707,1,10101,9,370902,,,,,
370016,7,370708,1,10101,,,,,,,
370017,7,370709,1,10101,,,,,,,
370018,7,370710,1,10101,,,,,,,
370019,7,370711,1,10101,,,,,,,
370020,7,370712,1,10101,9,370903,,,,,
370021,7,370713,1,10101,9,370904,,,,,
370022,7,370714,1,10101,,,,,,,
370023,7,370715,1,10101,,,,,,,
370024,7,370716,1,10101,,,,,,,
370025,7,370717,1,10101,,,,,,,
370026,7,370718,1,10101,,,,,,,
370027,7,370719,1,10101,,,,,,,
370028,7,370720,1,10101,,,,,,,
370029,19,371901,,,,,,,,,
370030,19,371902,,,,,,,,,
370031,19,371903,,,,,,,,,
370032,19,371904,,,,,,,,,
370033,21,372101,10,371002,13,371305,,,,,
370034,10,371001,,,,,,,,,
