chapterId,freeClick,lowClick,highClick,vipFree%1,vipFree%2,vipFree%3,vipFree%4,vipFree%5,vipFree%6,vipFree%7,vipFree%8,vipFree%9,vipFree%10,vipFree%11,vipFree%12,vipFree%13,vipFree%14,vipFree%15,vipFree%16,vipFree%17,vipFree%18,vipFree%19,vipFree%20,vipLow%1,vipLow%2,vipLow%3,vipLow%4,vipLow%5,vipLow%6,vipLow%7,vipLow%8,vipLow%9,vipLow%10,vipLow%11,vipLow%12,vipLow%13,vipLow%14,vipLow%15,vipLow%16,vipLow%17,vipLow%18,vipLow%19,vipLow%20,vipHigh%1,vipHigh%2,vipHigh%3,vipHigh%4,vipHigh%5,vipHigh%6,vipHigh%7,vipHigh%8,vipHigh%9,vipHigh%10,vipHigh%11,vipHigh%12,vipHigh%13,vipHigh%14,vipHigh%15,vipHigh%16,vipHigh%17,vipHigh%18,vipHigh%19,vipHigh%20,
687,149200,298400,746000,179040,193960,208880,238720,268560,298400,328240,358080,387920,417760,447600,477440,507280,537120,566960,596800,626640,656480,686320,716160,358080,387920,417760,477440,537120,596800,656480,716160,775840,835520,895200,954880,1014560,1074240,1133920,1193600,1253280,1312960,1372640,1432320,895200,969800,1044400,1193600,1342800,1492000,1641200,1790400,1939600,2088800,2238000,2387200,2536400,2685600,2834800,2984000,3133200,3282400,3431600,3580800,
688,149400,298800,747000,179280,194220,209160,239040,268920,298800,328680,358560,388440,418320,448200,478080,507960,537840,567720,597600,627480,657360,687240,717120,358560,388440,418320,478080,537840,597600,657360,717120,776880,836640,896400,956160,1015920,1075680,1135440,1195200,1254960,1314720,1374480,1434240,896400,971100,1045800,1195200,1344600,1494000,1643400,1792800,1942200,2091600,2241000,2390400,2539800,2689200,2838600,2988000,3137400,3286800,3436200,3585600,
689,149600,299200,748000,179520,194480,209440,239360,269280,299200,329120,359040,388960,418880,448800,478720,508640,538560,568480,598400,628320,658240,688160,718080,359040,388960,418880,478720,538560,598400,658240,718080,777920,837760,897600,957440,1017280,1077120,1136960,1196800,1256640,1316480,1376320,1436160,897600,972400,1047200,1196800,1346400,1496000,1645600,1795200,1944800,2094400,2244000,2393600,2543200,2692800,2842400,2992000,3141600,3291200,3440800,3590400,
690,149800,299600,749000,179760,194740,209720,239680,269640,299600,329560,359520,389480,419440,449400,479360,509320,539280,569240,599200,629160,659120,689080,719040,359520,389480,419440,479360,539280,599200,659120,719040,778960,838880,898800,958720,1018640,1078560,1138480,1198400,1258320,1318240,1378160,1438080,898800,973700,1048600,1198400,1348200,1498000,1647800,1797600,1947400,2097200,2247000,2396800,2546600,2696400,2846200,2996000,3145800,3295600,3445400,3595200,
691,150000,300000,750000,180000,195000,210000,240000,270000,300000,330000,360000,390000,420000,450000,480000,510000,540000,570000,600000,630000,660000,690000,720000,360000,390000,420000,480000,540000,600000,660000,720000,780000,840000,900000,960000,1020000,1080000,1140000,1200000,1260000,1320000,1380000,1440000,900000,975000,1050000,1200000,1350000,1500000,1650000,1800000,1950000,2100000,2250000,2400000,2550000,2700000,2850000,3000000,3150000,3300000,3450000,3600000,
692,150200,300400,751000,180240,195260,210280,240320,270360,300400,330440,360480,390520,420560,450600,480640,510680,540720,570760,600800,630840,660880,690920,720960,360480,390520,420560,480640,540720,600800,660880,720960,781040,841120,901200,961280,1021360,1081440,1141520,1201600,1261680,1321760,1381840,1441920,901200,976300,1051400,1201600,1351800,1502000,1652200,1802400,1952600,2102800,2253000,2403200,2553400,2703600,2853800,3004000,3154200,3304400,3454600,3604800,
693,150400,300800,752000,180480,195520,210560,240640,270720,300800,330880,360960,391040,421120,451200,481280,511360,541440,571520,601600,631680,661760,691840,721920,360960,391040,421120,481280,541440,601600,661760,721920,782080,842240,902400,962560,1022720,1082880,1143040,1203200,1263360,1323520,1383680,1443840,902400,977600,1052800,1203200,1353600,1504000,1654400,1804800,1955200,2105600,2256000,2406400,2556800,2707200,2857600,3008000,3158400,3308800,3459200,3609600,
694,150600,301200,753000,180720,195780,210840,240960,271080,301200,331320,361440,391560,421680,451800,481920,512040,542160,572280,602400,632520,662640,692760,722880,361440,391560,421680,481920,542160,602400,662640,722880,783120,843360,903600,963840,1024080,1084320,1144560,1204800,1265040,1325280,1385520,1445760,903600,978900,1054200,1204800,1355400,1506000,1656600,1807200,1957800,2108400,2259000,2409600,2560200,2710800,2861400,3012000,3162600,3313200,3463800,3614400,
695,150800,301600,754000,180960,196040,211120,241280,271440,301600,331760,361920,392080,422240,452400,482560,512720,542880,573040,603200,633360,663520,693680,723840,361920,392080,422240,482560,542880,603200,663520,723840,784160,844480,904800,965120,1025440,1085760,1146080,1206400,1266720,1327040,1387360,1447680,904800,980200,1055600,1206400,1357200,1508000,1658800,1809600,1960400,2111200,2262000,2412800,2563600,2714400,2865200,3016000,3166800,3317600,3468400,3619200,
696,151000,302000,755000,181200,196300,211400,241600,271800,302000,332200,362400,392600,422800,453000,483200,513400,543600,573800,604000,634200,664400,694600,724800,362400,392600,422800,483200,543600,604000,664400,724800,785200,845600,906000,966400,1026800,1087200,1147600,1208000,1268400,1328800,1389200,1449600,906000,981500,1057000,1208000,1359000,1510000,1661000,1812000,1963000,2114000,2265000,2416000,2567000,2718000,2869000,3020000,3171000,3322000,3473000,3624000,
697,151200,302400,756000,181440,196560,211680,241920,272160,302400,332640,362880,393120,423360,453600,483840,514080,544320,574560,604800,635040,665280,695520,725760,362880,393120,423360,483840,544320,604800,665280,725760,786240,846720,907200,967680,1028160,1088640,1149120,1209600,1270080,1330560,1391040,1451520,907200,982800,1058400,1209600,1360800,1512000,1663200,1814400,1965600,2116800,2268000,2419200,2570400,2721600,2872800,3024000,3175200,3326400,3477600,3628800,
698,151400,302800,757000,181680,196820,211960,242240,272520,302800,333080,363360,393640,423920,454200,484480,514760,545040,575320,605600,635880,666160,696440,726720,363360,393640,423920,484480,545040,605600,666160,726720,787280,847840,908400,968960,1029520,1090080,1150640,1211200,1271760,1332320,1392880,1453440,908400,984100,1059800,1211200,1362600,1514000,1665400,1816800,1968200,2119600,2271000,2422400,2573800,2725200,2876600,3028000,3179400,3330800,3482200,3633600,
699,151600,303200,758000,181920,197080,212240,242560,272880,303200,333520,363840,394160,424480,454800,485120,515440,545760,576080,606400,636720,667040,697360,727680,363840,394160,424480,485120,545760,606400,667040,727680,788320,848960,909600,970240,1030880,1091520,1152160,1212800,1273440,1334080,1394720,1455360,909600,985400,1061200,1212800,1364400,1516000,1667600,1819200,1970800,2122400,2274000,2425600,2577200,2728800,2880400,3032000,3183600,3335200,3486800,3638400,
700,151800,303600,759000,182160,197340,212520,242880,273240,303600,333960,364320,394680,425040,455400,485760,516120,546480,576840,607200,637560,667920,698280,728640,364320,394680,425040,485760,546480,607200,667920,728640,789360,850080,910800,971520,1032240,1092960,1153680,1214400,1275120,1335840,1396560,1457280,910800,986700,1062600,1214400,1366200,1518000,1669800,1821600,1973400,2125200,2277000,2428800,2580600,2732400,2884200,3036000,3187800,3339600,3491400,3643200,
701,152000,304000,760000,182400,197600,212800,243200,273600,304000,334400,364800,395200,425600,456000,486400,516800,547200,577600,608000,638400,668800,699200,729600,364800,395200,425600,486400,547200,608000,668800,729600,790400,851200,912000,972800,1033600,1094400,1155200,1216000,1276800,1337600,1398400,1459200,912000,988000,1064000,1216000,1368000,1520000,1672000,1824000,1976000,2128000,2280000,2432000,2584000,2736000,2888000,3040000,3192000,3344000,3496000,3648000,
702,152200,304400,761000,182640,197860,213080,243520,273960,304400,334840,365280,395720,426160,456600,487040,517480,547920,578360,608800,639240,669680,700120,730560,365280,395720,426160,487040,547920,608800,669680,730560,791440,852320,913200,974080,1034960,1095840,1156720,1217600,1278480,1339360,1400240,1461120,913200,989300,1065400,1217600,1369800,1522000,1674200,1826400,1978600,2130800,2283000,2435200,2587400,2739600,2891800,3044000,3196200,3348400,3500600,3652800,
703,152400,304800,762000,182880,198120,213360,243840,274320,304800,335280,365760,396240,426720,457200,487680,518160,548640,579120,609600,640080,670560,701040,731520,365760,396240,426720,487680,548640,609600,670560,731520,792480,853440,914400,975360,1036320,1097280,1158240,1219200,1280160,1341120,1402080,1463040,914400,990600,1066800,1219200,1371600,1524000,1676400,1828800,1981200,2133600,2286000,2438400,2590800,2743200,2895600,3048000,3200400,3352800,3505200,3657600,
704,152600,305200,763000,183120,198380,213640,244160,274680,305200,335720,366240,396760,427280,457800,488320,518840,549360,579880,610400,640920,671440,701960,732480,366240,396760,427280,488320,549360,610400,671440,732480,793520,854560,915600,976640,1037680,1098720,1159760,1220800,1281840,1342880,1403920,1464960,915600,991900,1068200,1220800,1373400,1526000,1678600,1831200,1983800,2136400,2289000,2441600,2594200,2746800,2899400,3052000,3204600,3357200,3509800,3662400,
705,152800,305600,764000,183360,198640,213920,244480,275040,305600,336160,366720,397280,427840,458400,488960,519520,550080,580640,611200,641760,672320,702880,733440,366720,397280,427840,488960,550080,611200,672320,733440,794560,855680,916800,977920,1039040,1100160,1161280,1222400,1283520,1344640,1405760,1466880,916800,993200,1069600,1222400,1375200,1528000,1680800,1833600,1986400,2139200,2292000,2444800,2597600,2750400,2903200,3056000,3208800,3361600,3514400,3667200,
706,153000,306000,765000,183600,198900,214200,244800,275400,306000,336600,367200,397800,428400,459000,489600,520200,550800,581400,612000,642600,673200,703800,734400,367200,397800,428400,489600,550800,612000,673200,734400,795600,856800,918000,979200,1040400,1101600,1162800,1224000,1285200,1346400,1407600,1468800,918000,994500,1071000,1224000,1377000,1530000,1683000,1836000,1989000,2142000,2295000,2448000,2601000,2754000,2907000,3060000,3213000,3366000,3519000,3672000,
707,153200,306400,766000,183840,199160,214480,245120,275760,306400,337040,367680,398320,428960,459600,490240,520880,551520,582160,612800,643440,674080,704720,735360,367680,398320,428960,490240,551520,612800,674080,735360,796640,857920,919200,980480,1041760,1103040,1164320,1225600,1286880,1348160,1409440,1470720,919200,995800,1072400,1225600,1378800,1532000,1685200,1838400,1991600,2144800,2298000,2451200,2604400,2757600,2910800,3064000,3217200,3370400,3523600,3676800,
708,153400,306800,767000,184080,199420,214760,245440,276120,306800,337480,368160,398840,429520,460200,490880,521560,552240,582920,613600,644280,674960,705640,736320,368160,398840,429520,490880,552240,613600,674960,736320,797680,859040,920400,981760,1043120,1104480,1165840,1227200,1288560,1349920,1411280,1472640,920400,997100,1073800,1227200,1380600,1534000,1687400,1840800,1994200,2147600,2301000,2454400,2607800,2761200,2914600,3068000,3221400,3374800,3528200,3681600,
709,153600,307200,768000,184320,199680,215040,245760,276480,307200,337920,368640,399360,430080,460800,491520,522240,552960,583680,614400,645120,675840,706560,737280,368640,399360,430080,491520,552960,614400,675840,737280,798720,860160,921600,983040,1044480,1105920,1167360,1228800,1290240,1351680,1413120,1474560,921600,998400,1075200,1228800,1382400,1536000,1689600,1843200,1996800,2150400,2304000,2457600,2611200,2764800,2918400,3072000,3225600,3379200,3532800,3686400,
710,153800,307600,769000,184560,199940,215320,246080,276840,307600,338360,369120,399880,430640,461400,492160,522920,553680,584440,615200,645960,676720,707480,738240,369120,399880,430640,492160,553680,615200,676720,738240,799760,861280,922800,984320,1045840,1107360,1168880,1230400,1291920,1353440,1414960,1476480,922800,999700,1076600,1230400,1384200,1538000,1691800,1845600,1999400,2153200,2307000,2460800,2614600,2768400,2922200,3076000,3229800,3383600,3537400,3691200,
711,154000,308000,770000,184800,200200,215600,246400,277200,308000,338800,369600,400400,431200,462000,492800,523600,554400,585200,616000,646800,677600,708400,739200,369600,400400,431200,492800,554400,616000,677600,739200,800800,862400,924000,985600,1047200,1108800,1170400,1232000,1293600,1355200,1416800,1478400,924000,1001000,1078000,1232000,1386000,1540000,1694000,1848000,2002000,2156000,2310000,2464000,2618000,2772000,2926000,3080000,3234000,3388000,3542000,3696000,
712,154200,308400,771000,185040,200460,215880,246720,277560,308400,339240,370080,400920,431760,462600,493440,524280,555120,585960,616800,647640,678480,709320,740160,370080,400920,431760,493440,555120,616800,678480,740160,801840,863520,925200,986880,1048560,1110240,1171920,1233600,1295280,1356960,1418640,1480320,925200,1002300,1079400,1233600,1387800,1542000,1696200,1850400,2004600,2158800,2313000,2467200,2621400,2775600,2929800,3084000,3238200,3392400,3546600,3700800,
713,154400,308800,772000,185280,200720,216160,247040,277920,308800,339680,370560,401440,432320,463200,494080,524960,555840,586720,617600,648480,679360,710240,741120,370560,401440,432320,494080,555840,617600,679360,741120,802880,864640,926400,988160,1049920,1111680,1173440,1235200,1296960,1358720,1420480,1482240,926400,1003600,1080800,1235200,1389600,1544000,1698400,1852800,2007200,2161600,2316000,2470400,2624800,2779200,2933600,3088000,3242400,3396800,3551200,3705600,
714,154600,309200,773000,185520,200980,216440,247360,278280,309200,340120,371040,401960,432880,463800,494720,525640,556560,587480,618400,649320,680240,711160,742080,371040,401960,432880,494720,556560,618400,680240,742080,803920,865760,927600,989440,1051280,1113120,1174960,1236800,1298640,1360480,1422320,1484160,927600,1004900,1082200,1236800,1391400,1546000,1700600,1855200,2009800,2164400,2319000,2473600,2628200,2782800,2937400,3092000,3246600,3401200,3555800,3710400,
715,154800,309600,774000,185760,201240,216720,247680,278640,309600,340560,371520,402480,433440,464400,495360,526320,557280,588240,619200,650160,681120,712080,743040,371520,402480,433440,495360,557280,619200,681120,743040,804960,866880,928800,990720,1052640,1114560,1176480,1238400,1300320,1362240,1424160,1486080,928800,1006200,1083600,1238400,1393200,1548000,1702800,1857600,2012400,2167200,2322000,2476800,2631600,2786400,2941200,3096000,3250800,3405600,3560400,3715200,
716,155000,310000,775000,186000,201500,217000,248000,279000,310000,341000,372000,403000,434000,465000,496000,527000,558000,589000,620000,651000,682000,713000,744000,372000,403000,434000,496000,558000,620000,682000,744000,806000,868000,930000,992000,1054000,1116000,1178000,1240000,1302000,1364000,1426000,1488000,930000,1007500,1085000,1240000,1395000,1550000,1705000,1860000,2015000,2170000,2325000,2480000,2635000,2790000,2945000,3100000,3255000,3410000,3565000,3720000,
717,155200,310400,776000,186240,201760,217280,248320,279360,310400,341440,372480,403520,434560,465600,496640,527680,558720,589760,620800,651840,682880,713920,744960,372480,403520,434560,496640,558720,620800,682880,744960,807040,869120,931200,993280,1055360,1117440,1179520,1241600,1303680,1365760,1427840,1489920,931200,1008800,1086400,1241600,1396800,1552000,1707200,1862400,2017600,2172800,2328000,2483200,2638400,2793600,2948800,3104000,3259200,3414400,3569600,3724800,
718,155400,310800,777000,186480,202020,217560,248640,279720,310800,341880,372960,404040,435120,466200,497280,528360,559440,590520,621600,652680,683760,714840,745920,372960,404040,435120,497280,559440,621600,683760,745920,808080,870240,932400,994560,1056720,1118880,1181040,1243200,1305360,1367520,1429680,1491840,932400,1010100,1087800,1243200,1398600,1554000,1709400,1864800,2020200,2175600,2331000,2486400,2641800,2797200,2952600,3108000,3263400,3418800,3574200,3729600,
719,155600,311200,778000,186720,202280,217840,248960,280080,311200,342320,373440,404560,435680,466800,497920,529040,560160,591280,622400,653520,684640,715760,746880,373440,404560,435680,497920,560160,622400,684640,746880,809120,871360,933600,995840,1058080,1120320,1182560,1244800,1307040,1369280,1431520,1493760,933600,1011400,1089200,1244800,1400400,1556000,1711600,1867200,2022800,2178400,2334000,2489600,2645200,2800800,2956400,3112000,3267600,3423200,3578800,3734400,
720,155800,311600,779000,186960,202540,218120,249280,280440,311600,342760,373920,405080,436240,467400,498560,529720,560880,592040,623200,654360,685520,716680,747840,373920,405080,436240,498560,560880,623200,685520,747840,810160,872480,934800,997120,1059440,1121760,1184080,1246400,1308720,1371040,1433360,1495680,934800,1012700,1090600,1246400,1402200,1558000,1713800,1869600,2025400,2181200,2337000,2492800,2648600,2804400,2960200,3116000,3271800,3427600,3583400,3739200,
721,156000,312000,780000,187200,202800,218400,249600,280800,312000,343200,374400,405600,436800,468000,499200,530400,561600,592800,624000,655200,686400,717600,748800,374400,405600,436800,499200,561600,624000,686400,748800,811200,873600,936000,998400,1060800,1123200,1185600,1248000,1310400,1372800,1435200,1497600,936000,1014000,1092000,1248000,1404000,1560000,1716000,1872000,2028000,2184000,2340000,2496000,2652000,2808000,2964000,3120000,3276000,3432000,3588000,3744000,
722,156200,312400,781000,187440,203060,218680,249920,281160,312400,343640,374880,406120,437360,468600,499840,531080,562320,593560,624800,656040,687280,718520,749760,374880,406120,437360,499840,562320,624800,687280,749760,812240,874720,937200,999680,1062160,1124640,1187120,1249600,1312080,1374560,1437040,1499520,937200,1015300,1093400,1249600,1405800,1562000,1718200,1874400,2030600,2186800,2343000,2499200,2655400,2811600,2967800,3124000,3280200,3436400,3592600,3748800,
723,156400,312800,782000,187680,203320,218960,250240,281520,312800,344080,375360,406640,437920,469200,500480,531760,563040,594320,625600,656880,688160,719440,750720,375360,406640,437920,500480,563040,625600,688160,750720,813280,875840,938400,1000960,1063520,1126080,1188640,1251200,1313760,1376320,1438880,1501440,938400,1016600,1094800,1251200,1407600,1564000,1720400,1876800,2033200,2189600,2346000,2502400,2658800,2815200,2971600,3128000,3284400,3440800,3597200,3753600,
724,156600,313200,783000,187920,203580,219240,250560,281880,313200,344520,375840,407160,438480,469800,501120,532440,563760,595080,626400,657720,689040,720360,751680,375840,407160,438480,501120,563760,626400,689040,751680,814320,876960,939600,1002240,1064880,1127520,1190160,1252800,1315440,1378080,1440720,1503360,939600,1017900,1096200,1252800,1409400,1566000,1722600,1879200,2035800,2192400,2349000,2505600,2662200,2818800,2975400,3132000,3288600,3445200,3601800,3758400,
725,156800,313600,784000,188160,203840,219520,250880,282240,313600,344960,376320,407680,439040,470400,501760,533120,564480,595840,627200,658560,689920,721280,752640,376320,407680,439040,501760,564480,627200,689920,752640,815360,878080,940800,1003520,1066240,1128960,1191680,1254400,1317120,1379840,1442560,1505280,940800,1019200,1097600,1254400,1411200,1568000,1724800,1881600,2038400,2195200,2352000,2508800,2665600,2822400,2979200,3136000,3292800,3449600,3606400,3763200,
726,157000,314000,785000,188400,204100,219800,251200,282600,314000,345400,376800,408200,439600,471000,502400,533800,565200,596600,628000,659400,690800,722200,753600,376800,408200,439600,502400,565200,628000,690800,753600,816400,879200,942000,1004800,1067600,1130400,1193200,1256000,1318800,1381600,1444400,1507200,942000,1020500,1099000,1256000,1413000,1570000,1727000,1884000,2041000,2198000,2355000,2512000,2669000,2826000,2983000,3140000,3297000,3454000,3611000,3768000,
727,157200,314400,786000,188640,204360,220080,251520,282960,314400,345840,377280,408720,440160,471600,503040,534480,565920,597360,628800,660240,691680,723120,754560,377280,408720,440160,503040,565920,628800,691680,754560,817440,880320,943200,1006080,1068960,1131840,1194720,1257600,1320480,1383360,1446240,1509120,943200,1021800,1100400,1257600,1414800,1572000,1729200,1886400,2043600,2200800,2358000,2515200,2672400,2829600,2986800,3144000,3301200,3458400,3615600,3772800,
728,157400,314800,787000,188880,204620,220360,251840,283320,314800,346280,377760,409240,440720,472200,503680,535160,566640,598120,629600,661080,692560,724040,755520,377760,409240,440720,503680,566640,629600,692560,755520,818480,881440,944400,1007360,1070320,1133280,1196240,1259200,1322160,1385120,1448080,1511040,944400,1023100,1101800,1259200,1416600,1574000,1731400,1888800,2046200,2203600,2361000,2518400,2675800,2833200,2990600,3148000,3305400,3462800,3620200,3777600,
729,157600,315200,788000,189120,204880,220640,252160,283680,315200,346720,378240,409760,441280,472800,504320,535840,567360,598880,630400,661920,693440,724960,756480,378240,409760,441280,504320,567360,630400,693440,756480,819520,882560,945600,1008640,1071680,1134720,1197760,1260800,1323840,1386880,1449920,1512960,945600,1024400,1103200,1260800,1418400,1576000,1733600,1891200,2048800,2206400,2364000,2521600,2679200,2836800,2994400,3152000,3309600,3467200,3624800,3782400,
730,157800,315600,789000,189360,205140,220920,252480,284040,315600,347160,378720,410280,441840,473400,504960,536520,568080,599640,631200,662760,694320,725880,757440,378720,410280,441840,504960,568080,631200,694320,757440,820560,883680,946800,1009920,1073040,1136160,1199280,1262400,1325520,1388640,1451760,1514880,946800,1025700,1104600,1262400,1420200,1578000,1735800,1893600,2051400,2209200,2367000,2524800,2682600,2840400,2998200,3156000,3313800,3471600,3629400,3787200,
731,158000,316000,790000,189600,205400,221200,252800,284400,316000,347600,379200,410800,442400,474000,505600,537200,568800,600400,632000,663600,695200,726800,758400,379200,410800,442400,505600,568800,632000,695200,758400,821600,884800,948000,1011200,1074400,1137600,1200800,1264000,1327200,1390400,1453600,1516800,948000,1027000,1106000,1264000,1422000,1580000,1738000,1896000,2054000,2212000,2370000,2528000,2686000,2844000,3002000,3160000,3318000,3476000,3634000,3792000,
732,158200,316400,791000,189840,205660,221480,253120,284760,316400,348040,379680,411320,442960,474600,506240,537880,569520,601160,632800,664440,696080,727720,759360,379680,411320,442960,506240,569520,632800,696080,759360,822640,885920,949200,1012480,1075760,1139040,1202320,1265600,1328880,1392160,1455440,1518720,949200,1028300,1107400,1265600,1423800,1582000,1740200,1898400,2056600,2214800,2373000,2531200,2689400,2847600,3005800,3164000,3322200,3480400,3638600,3796800,
733,158400,316800,792000,190080,205920,221760,253440,285120,316800,348480,380160,411840,443520,475200,506880,538560,570240,601920,633600,665280,696960,728640,760320,380160,411840,443520,506880,570240,633600,696960,760320,823680,887040,950400,1013760,1077120,1140480,1203840,1267200,1330560,1393920,1457280,1520640,950400,1029600,1108800,1267200,1425600,1584000,1742400,1900800,2059200,2217600,2376000,2534400,2692800,2851200,3009600,3168000,3326400,3484800,3643200,3801600,
734,158600,317200,793000,190320,206180,222040,253760,285480,317200,348920,380640,412360,444080,475800,507520,539240,570960,602680,634400,666120,697840,729560,761280,380640,412360,444080,507520,570960,634400,697840,761280,824720,888160,951600,1015040,1078480,1141920,1205360,1268800,1332240,1395680,1459120,1522560,951600,1030900,1110200,1268800,1427400,1586000,1744600,1903200,2061800,2220400,2379000,2537600,2696200,2854800,3013400,3172000,3330600,3489200,3647800,3806400,
735,158800,317600,794000,190560,206440,222320,254080,285840,317600,349360,381120,412880,444640,476400,508160,539920,571680,603440,635200,666960,698720,730480,762240,381120,412880,444640,508160,571680,635200,698720,762240,825760,889280,952800,1016320,1079840,1143360,1206880,1270400,1333920,1397440,1460960,1524480,952800,1032200,1111600,1270400,1429200,1588000,1746800,1905600,2064400,2223200,2382000,2540800,2699600,2858400,3017200,3176000,3334800,3493600,3652400,3811200,
736,159000,318000,795000,190800,206700,222600,254400,286200,318000,349800,381600,413400,445200,477000,508800,540600,572400,604200,636000,667800,699600,731400,763200,381600,413400,445200,508800,572400,636000,699600,763200,826800,890400,954000,1017600,1081200,1144800,1208400,1272000,1335600,1399200,1462800,1526400,954000,1033500,1113000,1272000,1431000,1590000,1749000,1908000,2067000,2226000,2385000,2544000,2703000,2862000,3021000,3180000,3339000,3498000,3657000,3816000,
737,159200,318400,796000,191040,206960,222880,254720,286560,318400,350240,382080,413920,445760,477600,509440,541280,573120,604960,636800,668640,700480,732320,764160,382080,413920,445760,509440,573120,636800,700480,764160,827840,891520,955200,1018880,1082560,1146240,1209920,1273600,1337280,1400960,1464640,1528320,955200,1034800,1114400,1273600,1432800,1592000,1751200,1910400,2069600,2228800,2388000,2547200,2706400,2865600,3024800,3184000,3343200,3502400,3661600,3820800,
738,159400,318800,797000,191280,207220,223160,255040,286920,318800,350680,382560,414440,446320,478200,510080,541960,573840,605720,637600,669480,701360,733240,765120,382560,414440,446320,510080,573840,637600,701360,765120,828880,892640,956400,1020160,1083920,1147680,1211440,1275200,1338960,1402720,1466480,1530240,956400,1036100,1115800,1275200,1434600,1594000,1753400,1912800,2072200,2231600,2391000,2550400,2709800,2869200,3028600,3188000,3347400,3506800,3666200,3825600,
739,159600,319200,798000,191520,207480,223440,255360,287280,319200,351120,383040,414960,446880,478800,510720,542640,574560,606480,638400,670320,702240,734160,766080,383040,414960,446880,510720,574560,638400,702240,766080,829920,893760,957600,1021440,1085280,1149120,1212960,1276800,1340640,1404480,1468320,1532160,957600,1037400,1117200,1276800,1436400,1596000,1755600,1915200,2074800,2234400,2394000,2553600,2713200,2872800,3032400,3192000,3351600,3511200,3670800,3830400,
740,159800,319600,799000,191760,207740,223720,255680,287640,319600,351560,383520,415480,447440,479400,511360,543320,575280,607240,639200,671160,703120,735080,767040,383520,415480,447440,511360,575280,639200,703120,767040,830960,894880,958800,1022720,1086640,1150560,1214480,1278400,1342320,1406240,1470160,1534080,958800,1038700,1118600,1278400,1438200,1598000,1757800,1917600,2077400,2237200,2397000,2556800,2716600,2876400,3036200,3196000,3355800,3515600,3675400,3835200,
741,160000,320000,800000,192000,208000,224000,256000,288000,320000,352000,384000,416000,448000,480000,512000,544000,576000,608000,640000,672000,704000,736000,768000,384000,416000,448000,512000,576000,640000,704000,768000,832000,896000,960000,1024000,1088000,1152000,1216000,1280000,1344000,1408000,1472000,1536000,960000,1040000,1120000,1280000,1440000,1600000,1760000,1920000,2080000,2240000,2400000,2560000,2720000,2880000,3040000,3200000,3360000,3520000,3680000,3840000,
742,160200,320400,801000,192240,208260,224280,256320,288360,320400,352440,384480,416520,448560,480600,512640,544680,576720,608760,640800,672840,704880,736920,768960,384480,416520,448560,512640,576720,640800,704880,768960,833040,897120,961200,1025280,1089360,1153440,1217520,1281600,1345680,1409760,1473840,1537920,961200,1041300,1121400,1281600,1441800,1602000,1762200,1922400,2082600,2242800,2403000,2563200,2723400,2883600,3043800,3204000,3364200,3524400,3684600,3844800,
743,160400,320800,802000,192480,208520,224560,256640,288720,320800,352880,384960,417040,449120,481200,513280,545360,577440,609520,641600,673680,705760,737840,769920,384960,417040,449120,513280,577440,641600,705760,769920,834080,898240,962400,1026560,1090720,1154880,1219040,1283200,1347360,1411520,1475680,1539840,962400,1042600,1122800,1283200,1443600,1604000,1764400,1924800,2085200,2245600,2406000,2566400,2726800,2887200,3047600,3208000,3368400,3528800,3689200,3849600,
744,160600,321200,803000,192720,208780,224840,256960,289080,321200,353320,385440,417560,449680,481800,513920,546040,578160,610280,642400,674520,706640,738760,770880,385440,417560,449680,513920,578160,642400,706640,770880,835120,899360,963600,1027840,1092080,1156320,1220560,1284800,1349040,1413280,1477520,1541760,963600,1043900,1124200,1284800,1445400,1606000,1766600,1927200,2087800,2248400,2409000,2569600,2730200,2890800,3051400,3212000,3372600,3533200,3693800,3854400,
745,160800,321600,804000,192960,209040,225120,257280,289440,321600,353760,385920,418080,450240,482400,514560,546720,578880,611040,643200,675360,707520,739680,771840,385920,418080,450240,514560,578880,643200,707520,771840,836160,900480,964800,1029120,1093440,1157760,1222080,1286400,1350720,1415040,1479360,1543680,964800,1045200,1125600,1286400,1447200,1608000,1768800,1929600,2090400,2251200,2412000,2572800,2733600,2894400,3055200,3216000,3376800,3537600,3698400,3859200,
746,161000,322000,805000,193200,209300,225400,257600,289800,322000,354200,386400,418600,450800,483000,515200,547400,579600,611800,644000,676200,708400,740600,772800,386400,418600,450800,515200,579600,644000,708400,772800,837200,901600,966000,1030400,1094800,1159200,1223600,1288000,1352400,1416800,1481200,1545600,966000,1046500,1127000,1288000,1449000,1610000,1771000,1932000,2093000,2254000,2415000,2576000,2737000,2898000,3059000,3220000,3381000,3542000,3703000,3864000,
747,161200,322400,806000,193440,209560,225680,257920,290160,322400,354640,386880,419120,451360,483600,515840,548080,580320,612560,644800,677040,709280,741520,773760,386880,419120,451360,515840,580320,644800,709280,773760,838240,902720,967200,1031680,1096160,1160640,1225120,1289600,1354080,1418560,1483040,1547520,967200,1047800,1128400,1289600,1450800,1612000,1773200,1934400,2095600,2256800,2418000,2579200,2740400,2901600,3062800,3224000,3385200,3546400,3707600,3868800,
