id,icon,path,Uisound,tips,name,isShow,desc,appearLevel,openLevel,worldLevel,lvLimitEx,heroStarLevel,heroLvRequest,chapterId,needVipLv,openUI,subSheetUIId,areanShow,isShield,afterMergeVersionsOpen,openDay,activityId,
3260,,,,s==4|踏浪东征,s==4|踏浪东征,,,15,15,,,,,,,s==15|ActEastWarLayer,0,,,,,3060,
3261,3400057,,,s==4|远航备战,s==4|远航备战,,,15,15,,,,,,,s==15|ActEastWarLayer,1,,,,,3060,
3262,6280020,,,s==4|踏浪寻珍,s==4|踏浪寻珍,,,15,15,,,,,,,s==15|ActEastWarLayer,2,,,,,3060,
3263,3000518,,,s==4|东征礼包,s==4|东征礼包,,,15,15,,,,,,,s==15|ActEastWarLayer,3,,,,,3060,
3264,6280040,,,s==4|海韵风味,s==4|海韵风味,,,15,15,,,,,,,s==15|ActEastWarLayer,4,,,,,3060,
3265,6280050,,,s==4|欢宴时分,s==4|欢宴时分,,,15,15,,,,,,,s==15|ActEastWarLayer,5,,,,,3060,
3266,3400062,,,s==4|超值周卡,s==4|超值周卡,,,15,15,,,,,,,s==15|ActEastWarLayer,6,,,,,3060,
3267,,,,s==4|重九辞青,s==4|重九辞青,,,15,15,,,,,,,s==16|ActChongYangView,1,,,,,,
3268,,,,s==4|绿意盎然,s==4|绿意盎然,,,15,15,,,,,,,s==14|chuntianLayer2,,,,,,3080,
3269,960012,,,s==4|雨萌青葱,s==4|雨萌青葱,,,15,15,,,,,,,s==14|chuntianLayer2,1,,,,,3080,
3270,960013,,,s==4|绿树成荫,s==4|绿树成荫,,,15,15,,,,,,,s==14|chuntianLayer2,2,,,,,3080,
3271,960011,,,s==4|丽日驰行,s==4|丽日驰行,,,15,15,,,,,,,s==14|chuntianLayer2,3,,,,,3080,
3272,960010,,,s==4|清风锦愿,s==4|清风锦愿,,,15,15,,,,,,,s==14|chuntianLayer2,5,,,,,3080,
3273,960014,,,s==4|花鸟集市,s==4|花鸟集市,,,15,15,,,,,,,s==14|chuntianLayer2,4,,,,,3080,
3280,,,,s==4|封魔活动,s==4|封魔昭世,,,15,15,,,,,,,s==15|ActFengMoLayer2,0,,,,,3100,
3281,3400094,,,s==4|伏魔委托,s==4|伏魔委托,,,15,15,,,,,,,s==15|ActFengMoLayer2,1,,,,,3100,
3282,3400095,,,s==4|妖王降临,s==4|妖王降临,,,15,15,,,,,,,s==15|ActFengMoLayer2,2,,,,,3100,
3283,3400096,,,s==4|封魔秘宝,s==4|封魔秘宝,,,15,15,,,,,,,s==15|ActFengMoLayer2,3,,,,,3100,
3284,3400097,,,s==4|天命赐福,s==4|天命赐符,,,15,15,,,,,,,s==15|ActFengMoLayer2,6,,,,,3100,
3285,3400098,,,s==4|封魔商城,s==4|封魔商城,,,15,15,,,,,,,s==15|ActFengMoLayer2,4,,,,,3100,
3286,3400062,,,s==4|超值周卡,s==4|超值周卡,,,15,15,,,,,,,s==15|ActFengMoLayer2,5,,,,,3100,
3300,,,,s==4|宴请八方,s==4|喜迎新春,,,15,15,,,,,,,s==25|FestivitiesScheduleLayer1,,,,,,3110,
3301,,,,s==4|宴请八方,s==4|新年来信,,,10,10,,,,,,,s==25|FestivitiesScheduleLayer1,,,,,,3110,
3302,960047,,,s==4|宴请八方,s==4|酒兴掷骰,,,10,10,,,,,,,s==25|FestivitiesScheduleLayer1,,,,,,3110,
3303,960048,,,s==4|宴请八方,s==4|云垂海立,,,10,10,,,,,,,s==25|FestivitiesScheduleLayer1,,,,,,3110,
3304,960049,,,s==4|宴请八方,s==4|宴席礼盒,,,10,10,,,,,,,s==25|FestivitiesScheduleLayer1,,,,,,3110,
3305,960050,,,s==4|宴请八方,s==4|九酝春酒,,,10,10,,,,,,,s==25|FestivitiesScheduleLayer1,,,,,,3110,
3306,,,,s==4|重九辞青,s==4|域外探宝,,,15,15,,,,,,,s==23|ActCYSearchTreasureView,,,,,,,
3307,,,,s==4|重九辞青,s==4|限时礼包,,,15,15,,,,,,,s==16|ActChongYangView,2,,,,,,
3308,3400062,,,s==4|超值周卡,s==4|超值周卡,,,15,15,,,,,,,s==25|FestivitiesScheduleLayer1,,,,,,,
3350,,,,s==4|踏浪东征,s==4|踏浪东征,,,15,15,,,,,,,s==22|ActEastWarRotateLayer ,0,,,,,3120,
3351,3400057,,,s==4|远航备战,s==4|远航备战,,,15,15,,,,,,,s==22|ActEastWarRotateLayer ,1,,,,,3120,
3352,6280020,,,s==4|踏浪寻珍,s==4|踏浪寻珍,,,15,15,,,,,,,s==22|ActEastWarRotateLayer ,2,,,,,3120,
3353,3000518,,,s==4|东征礼包,s==4|东征礼包,,,15,15,,,,,,,s==22|ActEastWarRotateLayer ,3,,,,,3120,
3354,6280040,,,s==4|海韵风味,s==4|海韵风味,,,15,15,,,,,,,s==22|ActEastWarRotateLayer ,4,,,,,3120,
3355,6280050,,,s==4|欢宴时分,s==4|欢宴时分,,,15,15,,,,,,,s==22|ActEastWarRotateLayer ,5,,,,,3120,
3356,3400062,,,s==4|超值周卡,s==4|超值周卡,,,15,15,,,,,,,s==22|ActEastWarRotateLayer ,6,,,,,3120,
3400,,,,s==4|铜钱计划,s==4|铜钱计划,,,15,15,,,,,,,s==23|ActCopperWeeklyCardView,,,,,,,
3500,,,,s==6|愿起星辰入口,s==4|愿起星辰,,,15,15,,,,,,,s==13|ActStarsLayer,,,,,,3170,
3501,,,,s==4|星盘抽奖,s==4|祈星逐愿,,,,,,,,,,,s==13|ActStarsLayer,1,,,,,3170,
3502,,,,s==4|星盘锦囊,s==4|锦囊妙计,,,,,,,,,,,s==13|ActStarsLayer,2,,,,,3170,
3503,,,,s==4|星盘商城,s==4|星瀚商城,,,,,,,,,,,s==13|ActStarsLayer,3,,,,,3170,
3504,,,,s==4|星盘连充,s==4|星辰祝福,,,,,,,,,,,s==13|ActStarsLayer,4,,,,,3170,
3505,,,,s==4|星盘累充,s==4|孔明天灯,,,,,,,,,,,s==13|ActStarsLayer,5,,,,,3170,
3550,,,,s==6|游园惊梦入口,s==4|游园惊梦,,,,,,,,,,,s==12|ActYyjmLayer,,,,,,3180,
3551,,,,s==4|游园抽奖,s==4|锦龙戏珠,,,,,,,,,,,s==12|ActYyjmLayer,1,,,,,3180,
3552,,,,s==4|游园投壶,s==4|投壶射礼,,,,,,,,,,,s==12|ActYyjmLayer,2,,,,,3180,
3553,,,,s==4|游园商城,s==4|云间商栈,,,,,,,,,,,s==12|ActYyjmLayer,3,,,,,3180,
3554,,,,s==4|游园连充,s==4|饮酒行令,,,,,,,,,,,s==12|ActYyjmLayer,4,,,,,3180,
3555,,,,s==4|游园累充,s==4|文虎灯谜,,,,,,,,,,,s==12|ActYyjmLayer,5,,,,,3180,
3570,,,,s==4|千灯集市,s==4|千灯集市,,,15,15,,,,,,,s==17|ActFullMinusLayer,1,,,,,,
3580,,,,s==4|专属管家,s==4|专属管家,,,,70,,,,,,,s==19|HouseKeeperMainView,1,,,,,,
3600,,,,s==4|芜绿桑田,s==4|芜绿桑田,,,,,,,,,,,s==19|ActWuLvSangTianView,1,,,,,3200,
3610,,,,s==4|芜绿桑田,s==2|预览,,,,,,,,,,,s==19|ActWuLvSangTianView,1,,,,,3200,
3620,,,,s==4|田间野趣,s==4|田间野趣,,,,,,,,,,,s==19|ActWuLvSangTianView,3,,,,,3200,
3630,,,,s==4|萍语轻唱,s==4|萍语轻唱,,,,,,,,,,,s==19|ActWuLvSangTianView,2,,,,,3200,
3640,,,,s==4|限时礼包,s==4|限时礼包,,,,,,,,,,,s==19|ActWuLvSangTianView,4,,,,,3200,
3650,,,,s==6|花火千树入口,s==4|花火千树,1,,,,,,,,,,s==18|ActFlowerFireLayer,,,,,,3210,
3651,,,,s==4|花火抽奖,s==4|火树银花,1,,,,,,,,,,s==18|ActFlowerFireLayer,1,,,,,3210,
3652,,,,s==4|花火任务,s==4|点上花火,1,,,,,,,,,,s==18|ActFlowerFireLayer,2,,,,,3210,
3653,,,,s==4|花火打怪,s==4|平乱除恶,1,,,,,,,,,,s==18|ActFlowerFireLayer,3,,,,,3210,
3654,,,,s==4|花火商城,s==4|星雨商栈,1,,,,,,,,,,s==18|ActFlowerFireLayer,5,,,,,3210,
3655,,,,s==4|花火连充,s==4|焰色醉人,1,,,,,,,,,,s==18|ActFlowerFireLayer,6,,,,,3210,
3656,,,,s==4|花火累充,s==4|花签寄语,1,,,,,,,,,,s==18|ActFlowerFireLayer,7,,,,,3210,
3657,,,,s==4|花火限购,s==4|花火献礼,1,,,,,,,,,,s==18|ActFlowerFireLayer,4,,,,,3210,
3660,,,,s==6|清明活动入口,s==4|仲春踏青,,,,,,,,,,,s==24|ActSplendidCityMainLayer,,,,,,3230,
3661,,,,s==4|清明游戏,s==4|踏青寻春,,,,,,,,,,,s==24|ActSplendidCityMainLayer,1,,,,,3230,
3662,,,,s==4|清明抽奖,s==4|惊喜佳味,,,,,,,,,,,s==24|ActSplendidCityMainLayer,2,,,,,3230,
3663,,,,s==4|清明商城,s==4|踏青礼包,,,,,,,,,,,s==24|ActSplendidCityMainLayer,3,,,,,3230,
3664,,,,s==4|清明签到,s==4|假期相约,,,,,,,,,,,s==24|ActSplendidCityMainLayer,4,,,,,3230,
3665,,,,s==4|清明累充,s==4|甘露予赠,,,,,,,,,,,s==24|ActSplendidCityMainLayer,5,,,,,3230,
3700,,,,s==4|金刚轰临,s==4|金刚轰临,,,,,,,,,,,s==16|ActZhangFeiLayer,,,,,,3240,
3701,2600035,,,s==6|主题武将活动,s==4|金刚挑战,,,15,15,,,,,,,s==16|ActZhangFeiLayer,1,,,,,3240,
3702,2600033,,,s==6|主题武将活动,s==4|金刚轰临,,,15,15,,,,,,,s==16|ActZhangFeiLayer,2,,,,,3240,
3703,2600039,,,s==6|主题武将活动,s==4|金刚秘录,,,15,15,,,,,,,s==16|ActZhangFeiLayer,3,,,,,3240,
3704,2600037,,,s==6|主题武将活动,s==4|金刚商城,,,15,15,,,,,,,s==16|ActZhangFeiLayer,4,,,,,3240,
3705,2600041,,,s==6|主题武将活动,s==4|金刚传说,,,15,15,,,,,,,s==16|ActZhangFeiLayer,5,,,,,3240,
3706,2600043,,,s==6|主题武将活动,s==4|七宝护法,,,15,15,,,,,,,s==16|ActZhangFeiLayer,6,,,,,3240,
3750,,,,s==4|分享礼遇,s==4|分享礼遇,,,5,5,,,,,,,s==21|actwecatfenxiangLayer,,,,,,,
3751,3400125,,,s==7|武将预告神张飞,s==4|武将预告,,,15,15,,,,,,,s==20|HeroIntroducePopView,,,,,,,
3752,,,,s==4|超值周卡,s==4|超值周卡,,,15,15,,,,,,,s==20|ActNewWeeklyCardView,,,,,,,
3753,,,,s==4|元旦红包,s==4|新禧红包,,,15,15,,,,,,,s==20|NewYearRewardPopView,,,,,,,
3800,,,,s==4|乾坤探宝,s==4|乾坤探宝,,,15,15,,,,,,,s==21|actQianKunRewardLayer,,,,,,,
3810,,,,s==4|战旗合成,s==4|战旗合成,,,82,82,,,,,,,s==17|WarFlagrongheView,,,,,,,
3850,,,,s==4|诡诳妖策,s==4|诡诳妖策,,,,,,,,,,,s==14|ActSiMaYiLayer,,,,,,3290,
3851,2600035,,,s==6|主题武将活动,s==4|妖策挑战,,,,,,,,,,,s==14|ActSiMaYiLayer,1,,,,,3290,
3852,2600033,,,s==6|主题武将活动,s==4|妖策权现,,,,,,,,,,,s==14|ActSiMaYiLayer,2,,,,,3290,
3853,2600039,,,s==6|主题武将活动,s==5|妖策密录 ,,,,,,,,,,,s==14|ActSiMaYiLayer,3,,,,,3290,
3854,2600037,,,s==6|主题武将活动,s==4|妖策商城,,,,,,,,,,,s==14|ActSiMaYiLayer,4,,,,,3290,
3855,2600041,,,s==6|主题武将活动,s==4|妖策传说,,,,,,,,,,,s==14|ActSiMaYiLayer,5,,,,,3290,
3856,2600043,,,s==6|主题武将活动,s==4|技定天下,,,,,,,,,,,s==14|ActSiMaYiLayer,6,,,,,3290,
3900,2600050,,,s==6|等级突破系统,s==4|等级突破,,s==50|解锁等级突破，超越极限，天下无双。\n挑战守卫可突破等级上限，同步提升神兵、宝物强化等级，属性大增。,200,200,,,,,,,s==21|LevelPromoteMainLayer,,,,,,,
3901,3400128,,,s==8|武将预告魔司马懿,s==4|武将预告,,,15,15,,,,,,,s==20|HeroIntroducePopView,,,,,,,
1891,538,,,s==6|神兵技能等级,s==6|神兵技能等级,,,,,,,,,,,,,,,,,,
1511,525,,,s==7|养成模块-武将,s==4|宝物进阶,,,,,,,,,,,,,,,,,,
3910,,,,s==4|限购商城,s==4|限购商城,,,15,15,,,,,,,s==22|ActChunJieBuyShopLayer,,,,,,,
3920,,,,s==4|喜迎新春,s==4|喜迎新春,,,15,15,,,,,,,s==15|actNewYearLayer,,,,,,3310,
3921,,,,s==4|吉运日常,s==4|吉运日常,,,15,15,,,,,,,s==15|actNewYearLayer,1,,,,,3310,
3922,,,,s==4|金玉日常,s==4|金玉日常,,,15,15,,,,,,,s==15|actNewYearLayer,2,,,,,3310,
3923,,,,s==4|吉运兑换,s==4|吉运兑换,,,15,15,,,,,,,s==15|actNewYearLayer,3,,,,,3310,
3924,,,,s==4|金玉兑换,s==4|金玉兑换,,,15,15,,,,,,,s==15|actNewYearLayer,4,,,,,3310,
3930,,,,s==6|上元明宵入口,s==4|上元明宵,,,,,,,,,,,s==17|ActYuanXiaoLayout,,,,,,3320,
3931,,,,s==4|制作甜品,s==4|宵宴甘饴,1,,,,,,,,,,s==17|ActYuanXiaoLayout,1,,,,,3320,
3932,,,,s==4|送花活跃,s==4|巧笑嫣然,1,,,,,,,,,,s==17|ActYuanXiaoLayout,2,,,,,3320,
3933,,,,s==2|抽奖,s==4|元宵宴会,1,,,,,,,,,,s==17|ActYuanXiaoLayout,3,,,,,3320,
3934,,,,s==4|明宵商城,s==4|明宵商城,1,,,,,,,,,,s==17|ActYuanXiaoLayout,4,,,,,3320,
3935,,,,s==4|累充福利,s==4|累充福利,1,,,,,,,,,,s==17|ActYuanXiaoLayout,5,,,,,3320,
3940,,,,s==4|装备精炼,s==4|装备精炼,,,160,160,,,,,,,s==19| intensifyMainLayer,2,,,,120,,
3950,,,,s==6|无暇宝石熔炼,s==4|宝石熔炼,,,,,,,,,,,s==16|zsbw_mainPopView,,,,,,,
3960,,,,s==3|君主府,s==3|轩辕府,,,160,160,,,,,,,,0,,,,,,
3961,,,,s==3|君主府,s==4|帝王传承,,,160,160,,,,,,,s==13|junzhufuLayer,3961,,,,,,
3962,,,,s==3|君主府,s==4|帝王技能,,,160,160,,,,,,,s==13|junzhufuLayer,3962,,,,,,
3963,,,,s==3|君主府,s==4|技能演练,,,160,160,,,,,,,s==13|junzhufuLayer,3963,,,,,,
3964,,,,s==3|君主府,s==4|帝王头衔,,,160,160,,,,,,,s==13|junzhufuLayer,3964,,,,,,
3965,,,,s==3|君主府,s==4|帝王战法,,,160,160,,,,,,,s==13|junzhufuLayer,3965,,,,,,
3966,,,,s==3|君主府,s==4|帝王商城,,,160,160,,,,,,,s==16|JunZhuFuShopView,,,,,,,
3967,,,,s==3|君主府,s==4|帝王形象,,,160,160,,,,,,,s==13|junzhufuLayer,3967,,,,,,
3968,,,,s==3|君主府,s==4|等级突破,,,160,160,,,,,,,s==13|junzhufuLayer,3968,,,,,,
3970,2600067,,,s==5|君主府预告,s==5|君主府预告,,,155,155,,,,,,,s==19|actjunzhuyugaoLayer,,,,,,,
4000,,,,s==4|呼朋唤友,s==4|呼朋唤友,,,1,1,,,,,,,s==18|actqqfenxiangLayer,1,,,,,,
3902,3400131,,,s==6|武将预告刘备,s==4|武将预告,,,15,15,,,,,,,s==20|HeroIntroducePopView,,,,,,,
4010,,,,s==4|真龙现世,s==4|真龙现世,,,,,,,,,,,s==15|ActLiuBeiLayer ,,,,,,3330,
4020,2600035,,,s==6|主题武将活动,s==4|真龙挑战,,,,,,,,,,,s==15|ActLiuBeiLayer ,1,,,,,3330,
4030,2600033,,,s==6|主题武将活动,s==4|真龙降临,,,,,,,,,,,s==15|ActLiuBeiLayer ,2,,,,,3330,
4040,2600039,,,s==6|主题武将活动,s==4|真龙宝典,,,,,,,,,,,s==15|ActLiuBeiLayer ,3,,,,,3330,
4050,2600037,,,s==6|主题武将活动,s==4|真龙宝库,,,,,,,,,,,s==15|ActLiuBeiLayer ,4,,,,,3330,
4060,2600041,,,s==6|主题武将活动,s==4|真龙传说,,,,,,,,,,,s==15|ActLiuBeiLayer ,5,,,,,3330,
4070,2600043,,,s==6|主题武将活动,s==4|德厚流光,,,,,,,,,,,s==15|ActLiuBeiLayer ,6,,,,,3330,
4080,,,,s==4|玩家改名,s==4|玩家改名,,,,,,,,,,,s==17| PlayerTipPopView,,,,,,,
4090,,,,s==4|军团改名,s==4|军团改名,,,,,,,,,,,s==23| LegionAlterNamePopView,,,,,,,
4200,,,,s==5|合服大活动,s==4|合服狂欢,,,15,15,,,,,,,s==12|ActHeFuLayer,,,,,,,
4201,,,,s==4|合服签到,s==4|合战名帖,,,15,15,,,,,,,s==12|ActHeFuLayer,6,,,,,,
4202,,,,s==4|合服冲榜,s==4|会武金榜,,,15,15,,,,,,,s==12|ActHeFuLayer,1,,,,,,
4203,,,,s==4|合服抽奖,s==4|易邦献宝,,,15,15,,,,,,,s==12|ActHeFuLayer,3,,,,,,
4204,,,,s==4|合服商城,s==4|合服商城,,,15,15,,,,,,,s==12|ActHeFuLayer,5,,,,,,
4205,,,,s==4|合服周卡,s==4|元宝计划,,,15,15,,,,,,,s==12|ActHeFuLayer,4,,,,,,
4206,,,,s==4|合服限购,s==4|合服礼遇,,,15,15,,,,,,,s==12|ActHeFuLayer,2,,,,,,
4207,,,,s==4|合服争霸,s==4|合服争霸,,,15,15,,,,,,,s==12|ActHeFuLayer,7,,,,,,
4208,,,,s==7|合服争霸二阶段,s==4|合服争霸,,,15,15,,,,,,,s==16|HFFightMainLayer,,,,,,,
4250,,,,s==5|合服小活动,s==4|龙虎庆典,,,,,,,,,,,s==11|ActD2TLayer,,,,,,,
4251,,,,s==4|虎啸日常,s==4|虎啸日常,,,,,,,,,,,s==11|ActD2TLayer,1,,,,,,
4252,,,,s==4|龙骧日常,s==4|龙骧日常,,,,,,,,,,,s==11|ActD2TLayer,2,,,,,,
4253,,,,s==4|虎啸兑换,s==4|虎啸兑换,,,,,,,,,,,s==11|ActD2TLayer,3,,,,,,
4254,,,,s==4|龙骧兑换,s==4|龙骧兑换,,,,,,,,,,,s==11|ActD2TLayer,4,,,,,,
4255,,,,s==4|合服预告,s==4|合服预告,,,,,,,,,,,s==17|ActHeFuYuGaoLayer,1,,,,,,
4400,,,,s==7|新神兵活动1号,s==7|新神兵活动1号,,,15,15,,,,,,,s==21|ActShenBingStageLayer,,,,,,,
4401,960038,,,s==4|神兵激活,s==3|神兵谱,,,15,15,,,,,,,s==21|ActShenBingStageLayer,1,,,,,,
4402,960039,,,s==4|神兵抽奖,s==4|神兵探宝,,,15,15,,,,,,,s==21|ActShenBingStageLayer,2,,,,,,
4403,960040,,,s==5|神兵走格子,s==4|兵无常势,,,15,15,,,,,,,s==21|ActShenBingStageLayer,3,,,,,,
4404,960041,,,s==4|神兵翻牌,s==4|五魂之阵,,,15,15,,,,,,,s==21|ActShenBingStageLayer,4,,,,,,
4405,960042,,,s==4|神兵直购,s==4|神兵配饰,,,15,15,,,,,,,s==21|ActShenBingStageLayer,5,,,,,,
4410,,,,s==7|新神兵活动2号,s==7|新神兵活动2号,,,15,15,,,,,,,s==21|ActShenBingStageLayer,,,,,,,
4411,960038,,,s==4|神兵激活,s==3|神兵谱,,,15,15,,,,,,,s==21|ActShenBingStageLayer,1,,,,,,
4412,960039,,,s==4|神兵抽奖,s==4|神兵探宝,,,15,15,,,,,,,s==21|ActShenBingStageLayer,2,,,,,,
4413,960040,,,s==5|神兵走格子,s==4|兵无常势,,,15,15,,,,,,,s==21|ActShenBingStageLayer,3,,,,,,
4414,960041,,,s==4|神兵翻牌,s==4|五魂之阵,,,15,15,,,,,,,s==21|ActShenBingStageLayer,4,,,,,,
4415,960042,,,s==4|神兵直购,s==4|神兵配饰,,,15,15,,,,,,,s==21|ActShenBingStageLayer,5,,,,,,
4450,2600081,,,s==6|台服分享活动,s==4|FB分享,,,13,13,,,,,,,s==14|fbSharePopView,,s==8|tw|vn|th,,,,,
4451,2600082,,,s==6|台服社群活动,s==4|FB社群,,,13,13,,,,,,,s==11|fbCommunity,,s==8|tw|vn|th,,,,,
4452,2600083,,,s==8|台服建议反馈活动,s==4|建议反馈,,,10,10,,,,,,,s==14|SuggestPopView,,s==5|tw|jp,,,,,
4453,2600084,,,s==8|台服账号绑定活动,s==4|账号绑定,,,18,18,,,,,,,s==18|BindAccoundPopView,,s==2|tw,,,,,
4500,521,,,s==4|周末活动,s==4|周末活动,,,7,7,,,,,,,s==15|ActWeekendLayer,,,,,,,
1378,3300018,,,s==4|轮换活动,s==4|周末锦鲤,,,0,,,,,,,,s==15|ActWeekendLayer,,,,,,,
1379,3000518,,,s==4|轮换活动,s==4|周末福利,,,0,,,,,,,,s==15|ActWeekendLayer,,,,,,,
4600,,,,s==4|节日红包,s==4|节日红包,,,15,15,,,,,,,s==20|NewYearRewardPopView,,,,,,,
4610,,,,s==4|开服礼包,s==4|开服礼包,,,15,15,,,,,,,s==13|ActKFGiftView,,,,,,,
3801,,,,s==5|新乾坤探宝,s==4|乾坤探宝,,,15,15,,,,,,,s==16|actQKRotateLayer,,,,,,,
4700,3000066,,,s==7|渠道服升级有礼,s==7|渠道服升级有礼,,,0,0,,,,,,,s==21|ActManLingRewardLayer,,,,,,,
4300,,,,s==4|五一活动,s==4|砥兵砺伍,,,,,,,,,,,s==19|ActWorkersMainLayer,,,,,,3380,
4301,,,,s==4|五一射箭,s==4|弓兵特训,,,,,,,,,,,s==19|ActWorkersMainLayer,1,,,,,3380,
4302,,,,s==4|五一抽奖,s==4|千锤百炼,,,,,,,,,,,s==19|ActWorkersMainLayer,2,,,,,3380,
4303,,,,s==4|五一签到,s==4|广积粮草,,,,,,,,,,,s==19|ActWorkersMainLayer,3,,,,,3380,
4304,,,,s==4|五一商城,s==4|军备购置,,,,,,,,,,,s==19|ActWorkersMainLayer,4,,,,,3380,
4305,,,,s==4|五一累充,s==4|论功行赏,,,,,,,,,,,s==19|ActWorkersMainLayer,5,,,,,3380,
4440,3300002,,,s==2|美人,s==4|铜雀游园,,,40,40,,,,,,,s==23|TheAssassinsRotateLayer,0,,,,,2004,
4441,4000008,,,s==4|铜雀游园,s==3|玉龙台,,,40,40,,,,,,,s==23|TheAssassinsRotateLayer,2,,,,,2004,
4442,4000009,,,s==4|铜雀游园,s==4|玲珑绘棋,,,40,40,,,,,,,s==23|TheAssassinsRotateLayer,3,,,,,2004,
4443,4000010,,,s==4|铜雀游园,s==3|金凤台,,,40,40,,,,,,,s==23|TheAssassinsRotateLayer,0,,,,,2004,
4444,2600117,,,s==4|铜雀游园,s==3|铜雀台,,,40,40,,,,,,,s==23|TheAssassinsRotateLayer,1,,,,,2004,
4445,4000012,,,s==4|铜雀游园,s==4|每日任务,,,40,40,,,,,,,s==23|TheAssassinsRotateLayer,4,,,,,2004,
4800,,,,s==4|神威煌雷,s==4|神威煌雷,,,,,,,,,,,s==15|ActMaChaoLayer ,,,,,,3390,
4810,3400136,,,s==6|主题武将活动,s==4|神威挑战,,,,,,,,,,,s==15|ActMaChaoLayer ,1,,,,,3390,
4820,3400138,,,s==6|主题武将活动,s==4|神威天将,,,,,,,,,,,s==15|ActMaChaoLayer ,2,,,,,3390,
4830,3400140,,,s==6|主题武将活动,s==4|神威秘录,,,,,,,,,,,s==15|ActMaChaoLayer ,3,,,,,3390,
4840,3400142,,,s==6|主题武将活动,s==4|神威商城,,,,,,,,,,,s==15|ActMaChaoLayer ,4,,,,,3390,
4850,2600044,,,s==6|主题武将活动,s==4|神威传说,,,,,,,,,,,s==15|ActMaChaoLayer ,5,,,,,3390,
4860,2600046,,,s==6|主题武将活动,s==4|疾风迅雷,,,,,,,,,,,s==15|ActMaChaoLayer ,6,,,,,3390,
4900,3000069,,,s==4|双城之战,s==4|双城之战,,,15,15,,,,,,,s==17|ActHeFuFightLayer,7,,,,,,
3903,3400134,,,s==7|武将预告神马超,s==4|武将预告,,,15,15,,,,,,,s==20|HeroIntroducePopView,,,,,,,
5010,,,,s==4|PVE5,s==4|龙门斗阵,,s==66|解锁龙门斗阵，龙争虎斗，过关斩将。\n采用公平竞技模式，只生效武将自身星级属性，等级默认为该星级下最高等级，不包含其他任何养成属性。,150,150,,,,,,,s==13|LmdzMainLayer,,,,,110,,
5011,,,,s==4|PVE5,s==4|龙门斗阵,,,170,170,,,,,,,s==13|LmdzMainLayer,,,,,,,
5012,,,,s==4|PVE5,s==4|龙门斗阵,,,170,170,,,,,,,s==13|LmdzMainLayer,,,,,,,
5100,,,,s==4|端午活动,s==4|粽情九州,,,,,,,,,,,s==20|ActBoatFestivalLayer,,,,,,3410,
5101,,,,s==4|端午游戏,s==4|指点粽横,,,,,,,,,,,s==20|ActBoatFestivalLayer,1,,,,,3410,
5102,,,,s==4|端午抽奖,s==4|天纵佳宝,,,,,,,,,,,s==20|ActBoatFestivalLayer,2,,,,,3410,
5103,,,,s==4|端午签到,s==4|醉漾轻舟,,,,,,,,,,,s==20|ActBoatFestivalLayer,3,,,,,3410,
5104,,,,s==6|端午商城直购,s==4|九州商会,,,,,,,,,,,s==11|ActBoatShop,2,,,,,3410,
5105,,,,s==4|端午累充,s==4|浴兰沐芳,,,,,,,,,,,s==27|ActBoatFestivalRechargeView,2,,,,,3410,
5106,,,,s==4|端午兑换,s==4|九州商会,,,,,,,,,,,s==11|ActBoatShop,1,,,,,3410,
5107,,,,s==4|端午连充,s==4|浴兰沐芳,,,,,,,,,,,s==27|ActBoatFestivalRechargeView,1,,,,,3410,
5200,,,,s==4|节日累充,s==4|良缘天赐,,,,,,,,,,,s==23|ActFestivalRechargeView,,,,,,,
4454,,,,s==6|越南FB活动,s==8|越南FB活动相关,,,16,16,,,,,,,,,s==5|vn|en,,,,,
4455,,,,s==6|越南FB社群,s==6|越南FB社群,,,16,16,,,,,,,,,s==2|vn,,,,,
4456,,,,s==6|越南0元活动,s==6|越南0元活动,,,1,1,,,,,,,,,s==5|vn|en,,,,,
5000,,,,s==4|符文抽奖,s==4|青龙祭坛,,,150,150,,,,,,,s==15|RunesPrizeLayer,,,,,110,,
5020,,,,s==4|符文系统,s==5|符文主界面,,,150,150,,,,,,,s==14|RunesLayerView,1,,,,110,,
5021,,,,s==4|符文系统,s==5|符文-升级,,,150,150,,,,,,,s==14|RunesLayerView,2,,,,110,,
5022,,,,s==4|符文系统,s==5|符文-洗炼,,,150,150,,,,,,,s==14|RunesLayerView,3,,,,110,,
5023,,,,s==3|锻造台,s==4|符文合成,,,150,150,,,,,,,s==19|StrengthenMainLayer,7,,,,110,,
5030,,,,s==3|将星台,s==3|将星台,,,110,110,,,,,,,,1,,,,,,
5210,,,,s==4|神兵轮循,s==4|神兵活动,,,45,45,,,,,,,s==19|ActNewShenBingLayer,,,,,,3440,
5211,960038,,,s==4|神兵激活,s==3|神兵谱,,,45,45,,,,,,,s==19|ActNewShenBingLayer,1,,,,,3440,
5212,960039,,,s==4|神兵抽奖,s==4|神兵探宝,,,45,45,,,,,,,s==19|ActNewShenBingLayer,2,,,,,3440,
5213,960040,,,s==4|神兵直购,s==4|神兵配饰,,,45,45,,,,,,,s==19|ActNewShenBingLayer,3,,,,,3440,
5214,960041,,,s==4|神兵翻牌,s==4|五魂之阵,,,45,45,,,,,,,s==19|ActNewShenBingLayer,4,,,,,3440,
5215,960042,,,s==5|神兵走格子,s==4|兵无常势,,,45,45,,,,,,,s==19|ActNewShenBingLayer,5,,,,,3440,
