id,name,monsterGroupId,boutCount,rewards-type-1,rewards-id-1,rewards-value-1,rewards-type-2,rewards-id-2,rewards-value-2,rewards-type-3,rewards-id-3,rewards-value-3,
1,s==11|Tầng 1 trận,40001,11,,,,,,,,,,
863,s==13|Tầng 863 trận,40863,11,,,,,,,,,,
864,s==13|Tầng 864 trận,40864,11,,,,,,,,,,
865,s==13|Tầng 865 trận,40865,11,1,10,1444000,,,,,,,
866,s==13|Tầng 866 trận,40866,11,,,,,,,,,,
867,s==13|Tầng 867 trận,40867,11,,,,,,,,,,
868,s==13|Tầng 868 trận,40868,11,,,,,,,,,,
869,s==13|Tầng 869 trận,40869,11,,,,,,,,,,
870,s==13|Tầng 870 trận,40870,11,2,1003,1,,,,,,,
871,s==13|Tầng 871 trận,40871,11,,,,,,,,,,
872,s==13|Tầng 872 trận,40872,11,,,,,,,,,,
873,s==13|Tầng 873 trận,40873,11,,,,,,,,,,
874,s==13|Tầng 874 trận,40874,11,,,,,,,,,,
875,s==13|Tầng 875 trận,40875,11,1,10,1444000,,,,,,,
876,s==13|Tầng 876 trận,40876,11,,,,,,,,,,
877,s==13|Tầng 877 trận,40877,11,,,,,,,,,,
878,s==13|Tầng 878 trận,40878,11,,,,,,,,,,
879,s==13|Tầng 879 trận,40879,11,,,,,,,,,,
880,s==13|Tầng 880 trận,40880,11,1,10,1444000,,,,,,,
881,s==12|Tầng 881 đợt,40881,11,,,,,,,,,,
882,s==12|Tầng 882 đợt,40882,11,,,,,,,,,,
883,s==12|Tầng 883 đợt,40883,11,,,,,,,,,,
884,s==12|Tầng 884 đợt,40884,11,,,,,,,,,,
885,s==12|Tầng 885 đợt,40885,11,2,1003,1,,,,,,,
886,s==12|Tầng 886 đợt,40886,11,,,,,,,,,,
887,s==12|Tầng 887 đợt,40887,11,,,,,,,,,,
888,s==12|Tầng 888 đợt,40888,11,,,,,,,,,,
889,s==12|Tầng 889 đợt,40889,11,,,,,,,,,,
890,s==12|Tầng 890 đợt,40890,11,1,10,1444000,,,,,,,
891,s==12|Tầng 891 đợt,40891,11,,,,,,,,,,
892,s==12|Tầng 892 đợt,40892,11,,,,,,,,,,
893,s==12|Tầng 893 đợt,40893,11,,,,,,,,,,
894,s==12|Tầng 894 đợt,40894,11,,,,,,,,,,
895,s==12|Tầng 895 đợt,40895,11,1,10,1444000,,,,,,,
896,s==12|Tầng 896 đợt,40896,11,,,,,,,,,,
897,s==12|Tầng 897 đợt,40897,11,,,,,,,,,,
898,s==12|Tầng 898 đợt,40898,11,,,,,,,,,,
899,s==12|Tầng 899 đợt,40899,11,,,,,,,,,,
900,s==12|Tầng 900 đợt,40900,11,2,1003,1,,,,,,,
901,s==12|Tầng 901 đợt,40901,11,,,,,,,,,,
902,s==12|Tầng 902 đợt,40902,11,,,,,,,,,,
903,s==12|Tầng 903 đợt,40903,11,,,,,,,,,,
904,s==12|Tầng 904 đợt,40904,11,,,,,,,,,,
905,s==12|Tầng 905 đợt,40905,11,1,10,1444000,,,,,,,
906,s==12|Tầng 906 đợt,40906,11,,,,,,,,,,
907,s==12|Tầng 907 đợt,40907,11,,,,,,,,,,
908,s==12|Tầng 908 đợt,40908,11,,,,,,,,,,
909,s==12|Tầng 909 đợt,40909,11,,,,,,,,,,
910,s==12|Tầng 910 đợt,40910,11,1,10,1444000,,,,,,,
911,s==12|Tầng 911 đợt,40911,11,,,,,,,,,,
912,s==12|Tầng 912 đợt,40912,11,,,,,,,,,,
913,s==12|Tầng 913 đợt,40913,11,,,,,,,,,,
914,s==12|Tầng 914 đợt,40914,11,,,,,,,,,,
915,s==12|Tầng 915 đợt,40915,11,2,1003,1,,,,,,,
916,s==12|Tầng 916 đợt,40916,11,,,,,,,,,,
917,s==12|Tầng 917 đợt,40917,11,,,,,,,,,,
918,s==12|Tầng 918 đợt,40918,11,,,,,,,,,,
919,s==12|Tầng 919 đợt,40919,11,,,,,,,,,,
920,s==12|Tầng 920 đợt,40920,11,1,10,1444000,,,,,,,
921,s==12|Tầng 921 đợt,40921,11,,,,,,,,,,
922,s==12|Tầng 922 đợt,40922,11,,,,,,,,,,
923,s==12|Tầng 923 đợt,40923,11,,,,,,,,,,
924,s==12|Tầng 924 đợt,40924,11,,,,,,,,,,
925,s==12|Tầng 925 đợt,40925,11,1,10,1444000,,,,,,,
926,s==12|Tầng 926 đợt,40926,11,,,,,,,,,,
927,s==12|Tầng 927 đợt,40927,11,,,,,,,,,,
928,s==12|Tầng 928 đợt,40928,11,,,,,,,,,,
929,s==12|Tầng 929 đợt,40929,11,,,,,,,,,,
930,s==12|Tầng 930 đợt,40930,11,2,1003,1,,,,,,,
931,s==12|Tầng 931 đợt,40931,11,,,,,,,,,,
932,s==12|Tầng 932 đợt,40932,11,,,,,,,,,,
933,s==12|Tầng 933 đợt,40933,11,,,,,,,,,,
934,s==12|Tầng 934 đợt,40934,11,,,,,,,,,,
935,s==12|Tầng 935 đợt,40935,11,1,10,1444000,,,,,,,
936,s==12|Tầng 936 đợt,40936,11,,,,,,,,,,
937,s==12|Tầng 937 đợt,40937,11,,,,,,,,,,
938,s==12|Tầng 938 đợt,40938,11,,,,,,,,,,
939,s==12|Tầng 939 đợt,40939,11,,,,,,,,,,
940,s==12|Tầng 940 đợt,40940,11,1,10,1444000,,,,,,,
941,s==12|Tầng 941 đợt,40941,11,,,,,,,,,,
942,s==12|Tầng 942 đợt,40942,11,,,,,,,,,,
943,s==12|Tầng 943 đợt,40943,11,,,,,,,,,,
944,s==12|Tầng 944 đợt,40944,11,,,,,,,,,,
945,s==12|Tầng 945 đợt,40945,11,2,1003,1,,,,,,,
946,s==12|Tầng 946 đợt,40946,11,,,,,,,,,,
947,s==12|Tầng 947 đợt,40947,11,,,,,,,,,,
948,s==12|Tầng 948 đợt,40948,11,,,,,,,,,,
949,s==12|Tầng 949 đợt,40949,11,,,,,,,,,,
950,s==12|Tầng 950 đợt,40950,11,1,10,1444000,,,,,,,
951,s==12|Tầng 951 đợt,40951,11,,,,,,,,,,
952,s==12|Tầng 952 đợt,40952,11,,,,,,,,,,
953,s==12|Tầng 953 đợt,40953,11,,,,,,,,,,
954,s==12|Tầng 954 đợt,40954,11,,,,,,,,,,
955,s==12|Tầng 955 đợt,40955,11,1,10,1444000,,,,,,,
956,s==12|Tầng 956 đợt,40956,11,,,,,,,,,,
957,s==12|Tầng 957 đợt,40957,11,,,,,,,,,,
958,s==12|Tầng 958 đợt,40958,11,,,,,,,,,,
959,s==12|Tầng 959 đợt,40959,11,,,,,,,,,,
960,s==12|Tầng 960 đợt,40960,11,2,1003,1,,,,,,,
961,s==13|Tầng 961 trận,40961,11,,,,,,,,,,
962,s==13|Tầng 962 trận,40962,11,,,,,,,,,,
963,s==13|Tầng 963 trận,40963,11,,,,,,,,,,
964,s==13|Tầng 964 trận,40964,11,,,,,,,,,,
965,s==13|Tầng 965 trận,40965,11,1,10,1444000,,,,,,,
966,s==13|Tầng 966 trận,40966,11,,,,,,,,,,
967,s==13|Tầng 967 trận,40967,11,,,,,,,,,,
968,s==13|Tầng 968 trận,40968,11,,,,,,,,,,
969,s==13|Tầng 969 trận,40969,11,,,,,,,,,,
970,s==13|Tầng 970 trận,40970,11,1,10,1444000,,,,,,,
971,s==13|Tầng 971 trận,40971,11,,,,,,,,,,
972,s==13|Tầng 972 trận,40972,11,,,,,,,,,,
973,s==13|Tầng 973 trận,40973,11,,,,,,,,,,
974,s==13|Tầng 974 trận,40974,11,,,,,,,,,,
975,s==13|Tầng 975 trận,40975,11,2,1003,1,,,,,,,
976,s==13|Tầng 976 trận,40976,11,,,,,,,,,,
977,s==13|Tầng 977 trận,40977,11,,,,,,,,,,
978,s==13|Tầng 978 trận,40978,11,,,,,,,,,,
979,s==13|Tầng 979 trận,40979,11,,,,,,,,,,
980,s==13|Tầng 980 trận,40980,11,1,10,1444000,,,,,,,
981,s==13|Tầng 981 trận,40981,11,,,,,,,,,,
982,s==13|Tầng 982 trận,40982,11,,,,,,,,,,
983,s==13|Tầng 983 trận,40983,11,,,,,,,,,,
984,s==13|Tầng 984 trận,40984,11,,,,,,,,,,
985,s==13|Tầng 985 trận,40985,11,1,10,1444000,,,,,,,
986,s==13|Tầng 986 trận,40986,11,,,,,,,,,,
987,s==13|Tầng 987 trận,40987,11,,,,,,,,,,
988,s==13|Tầng 988 trận,40988,11,,,,,,,,,,
989,s==13|Tầng 989 trận,40989,11,,,,,,,,,,
990,s==13|Tầng 990 trận,40990,11,2,1003,1,,,,,,,
991,s==13|Tầng 991 trận,40991,11,,,,,,,,,,
992,s==13|Tầng 992 trận,40992,11,,,,,,,,,,
993,s==13|Tầng 993 trận,40993,11,,,,,,,,,,
994,s==13|Tầng 994 trận,40994,11,,,,,,,,,,
995,s==13|Tầng 995 trận,40995,11,1,10,1444000,,,,,,,
996,s==13|Tầng 996 trận,40996,11,,,,,,,,,,
997,s==13|Tầng 997 trận,40997,11,,,,,,,,,,
998,s==13|Tầng 998 trận,40998,11,,,,,,,,,,
999,s==13|Tầng 999 trận,40999,11,,,,,,,,,,
1000,s==14|Tầng 1000 trận,41000,11,1,10,1444000,,,,,,,
1001,s==14|Tầng 1001 trận,41001,11,,,,,,,,,,
1002,s==14|Tầng 1002 trận,41002,11,,,,,,,,,,
1003,s==14|Tầng 1003 trận,41003,11,,,,,,,,,,
1004,s==14|Tầng 1004 trận,41004,11,,,,,,,,,,
1005,s==14|Tầng 1005 trận,41005,11,2,1003,1,,,,,,,
1006,s==14|Tầng 1006 trận,41006,11,,,,,,,,,,
1007,s==14|Tầng 1007 trận,41007,11,,,,,,,,,,
1008,s==14|Tầng 1008 trận,41008,11,,,,,,,,,,
1009,s==14|Tầng 1009 trận,41009,11,,,,,,,,,,
1010,s==14|Tầng 1010 trận,41010,11,2,1027,50,,,,,,,
1011,s==14|Tầng 1011 trận,41011,11,,,,,,,,,,
1012,s==14|Tầng 1012 trận,41012,11,,,,,,,,,,
1013,s==14|Tầng 1013 trận,41013,11,,,,,,,,,,
1014,s==14|Tầng 1014 trận,41014,11,,,,,,,,,,
1015,s==14|Tầng 1015 trận,41015,11,2,1007,1,,,,,,,
1016,s==14|Tầng 1016 trận,41016,11,,,,,,,,,,
1017,s==14|Tầng 1017 trận,41017,11,,,,,,,,,,
1018,s==14|Tầng 1018 trận,41018,11,,,,,,,,,,
1019,s==14|Tầng 1019 trận,41019,11,,,,,,,,,,
1020,s==14|Tầng 1020 trận,41020,11,2,1003,1,,,,,,,
1021,s==14|Tầng 1021 trận,41021,11,,,,,,,,,,
1022,s==14|Tầng 1022 trận,41022,11,,,,,,,,,,
1023,s==14|Tầng 1023 trận,41023,11,,,,,,,,,,
1024,s==14|Tầng 1024 trận,41024,11,,,,,,,,,,
1025,s==14|Tầng 1025 trận,41025,11,2,1027,50,,,,,,,
1026,s==14|Tầng 1026 trận,41026,11,,,,,,,,,,
1027,s==14|Tầng 1027 trận,41027,11,,,,,,,,,,
1028,s==14|Tầng 1028 trận,41028,11,,,,,,,,,,
1029,s==14|Tầng 1029 trận,41029,11,,,,,,,,,,
1030,s==14|Tầng 1030 trận,41030,11,2,1007,1,,,,,,,
1031,s==14|Tầng 1031 trận,41031,11,,,,,,,,,,
1032,s==14|Tầng 1032 trận,41032,11,,,,,,,,,,
1033,s==14|Tầng 1033 trận,41033,11,,,,,,,,,,
1034,s==14|Tầng 1034 trận,41034,11,,,,,,,,,,
1035,s==14|Tầng 1035 trận,41035,11,2,1003,1,,,,,,,
1036,s==14|Tầng 1036 trận,41036,11,,,,,,,,,,
1037,s==14|Tầng 1037 trận,41037,11,,,,,,,,,,
1038,s==14|Tầng 1038 trận,41038,11,,,,,,,,,,
1039,s==14|Tầng 1039 trận,41039,11,,,,,,,,,,
1040,s==14|Tầng 1040 trận,41040,11,2,1027,50,,,,,,,
1041,s==14|Tầng 1041 trận,41041,11,,,,,,,,,,
1042,s==14|Tầng 1042 trận,41042,11,,,,,,,,,,
1043,s==14|Tầng 1043 trận,41043,11,,,,,,,,,,
1044,s==14|Tầng 1044 trận,41044,11,,,,,,,,,,
1045,s==14|Tầng 1045 trận,41045,11,2,1007,1,,,,,,,
1046,s==14|Tầng 1046 trận,41046,11,,,,,,,,,,
1047,s==14|Tầng 1047 trận,41047,11,,,,,,,,,,
1048,s==14|Tầng 1048 trận,41048,11,,,,,,,,,,
1049,s==14|Tầng 1049 trận,41049,11,,,,,,,,,,
1050,s==14|Tầng 1050 trận,41050,11,2,1003,1,,,,,,,
1051,s==14|Tầng 1051 trận,41051,11,,,,,,,,,,
1052,s==14|Tầng 1052 trận,41052,11,,,,,,,,,,
1053,s==14|Tầng 1053 trận,41053,11,,,,,,,,,,
1054,s==14|Tầng 1054 trận,41054,11,,,,,,,,,,
1055,s==14|Tầng 1055 trận,41055,11,2,1027,50,,,,,,,
1056,s==14|Tầng 1056 trận,41056,11,,,,,,,,,,
1057,s==14|Tầng 1057 trận,41057,11,,,,,,,,,,
1058,s==14|Tầng 1058 trận,41058,11,,,,,,,,,,
1059,s==14|Tầng 1059 trận,41059,11,,,,,,,,,,
1060,s==14|Tầng 1060 trận,41060,11,2,1007,1,,,,,,,
1061,s==14|Tầng 1061 trận,41061,11,,,,,,,,,,
1062,s==14|Tầng 1062 trận,41062,11,,,,,,,,,,
1063,s==14|Tầng 1063 trận,41063,11,,,,,,,,,,
1064,s==14|Tầng 1064 trận,41064,11,,,,,,,,,,
1065,s==14|Tầng 1065 trận,41065,11,2,1003,1,,,,,,,
1066,s==14|Tầng 1066 trận,41066,11,,,,,,,,,,
1067,s==14|Tầng 1067 trận,41067,11,,,,,,,,,,
1068,s==14|Tầng 1068 trận,41068,11,,,,,,,,,,
1069,s==14|Tầng 1069 trận,41069,11,,,,,,,,,,
1070,s==14|Tầng 1070 trận,41070,11,2,1027,50,,,,,,,
1071,s==14|Tầng 1071 trận,41071,11,,,,,,,,,,
1072,s==14|Tầng 1072 trận,41072,11,,,,,,,,,,
1073,s==14|Tầng 1073 trận,41073,11,,,,,,,,,,
1074,s==14|Tầng 1074 trận,41074,11,,,,,,,,,,
1075,s==14|Tầng 1075 trận,41075,11,2,1007,1,,,,,,,
1076,s==14|Tầng 1076 trận,41076,11,,,,,,,,,,
1077,s==14|Tầng 1077 trận,41077,11,,,,,,,,,,
1078,s==14|Tầng 1078 trận,41078,11,,,,,,,,,,
1079,s==14|Tầng 1079 trận,41079,11,,,,,,,,,,
1080,s==14|Tầng 1080 trận,41080,11,2,1003,1,,,,,,,
1081,s==14|Tầng 1081 trận,41081,11,,,,,,,,,,
1082,s==14|Tầng 1082 trận,41082,11,,,,,,,,,,
1083,s==14|Tầng 1083 trận,41083,11,,,,,,,,,,
1084,s==14|Tầng 1084 trận,41084,11,,,,,,,,,,
1085,s==14|Tầng 1085 trận,41085,11,2,1027,50,,,,,,,
1086,s==14|Tầng 1086 trận,41086,11,,,,,,,,,,
1087,s==14|Tầng 1087 trận,41087,11,,,,,,,,,,
1088,s==14|Tầng 1088 trận,41088,11,,,,,,,,,,
1089,s==14|Tầng 1089 trận,41089,11,,,,,,,,,,
1090,s==14|Tầng 1090 trận,41090,11,2,1007,1,,,,,,,
1091,s==14|Tầng 1091 trận,41091,11,,,,,,,,,,
1092,s==14|Tầng 1092 trận,41092,11,,,,,,,,,,
1093,s==14|Tầng 1093 trận,41093,11,,,,,,,,,,
1094,s==14|Tầng 1094 trận,41094,11,,,,,,,,,,
1095,s==14|Tầng 1095 trận,41095,11,2,1003,1,,,,,,,
1096,s==14|Tầng 1096 trận,41096,11,,,,,,,,,,
1097,s==14|Tầng 1097 trận,41097,11,,,,,,,,,,
1098,s==14|Tầng 1098 trận,41098,11,,,,,,,,,,
1099,s==14|Tầng 1099 trận,41099,11,,,,,,,,,,
1100,s==14|Tầng 1100 trận,41100,11,2,1027,50,,,,,,,
1101,s==14|Tầng 1101 trận,41101,11,,,,,,,,,,
1102,s==14|Tầng 1102 trận,41102,11,,,,,,,,,,
1103,s==14|Tầng 1103 trận,41103,11,,,,,,,,,,
1104,s==14|Tầng 1104 trận,41104,11,,,,,,,,,,
1105,s==14|Tầng 1105 trận,41105,11,2,1007,1,,,,,,,
1106,s==14|Tầng 1106 trận,41106,11,,,,,,,,,,
1107,s==14|Tầng 1107 trận,41107,11,,,,,,,,,,
1108,s==14|Tầng 1108 trận,41108,11,,,,,,,,,,
1109,s==14|Tầng 1109 trận,41109,11,,,,,,,,,,
1110,s==14|Tầng 1110 trận,41110,11,2,1003,1,,,,,,,
1111,s==14|Tầng 1111 trận,41111,11,,,,,,,,,,
1112,s==14|Tầng 1112 trận,41112,11,,,,,,,,,,
1113,s==14|Tầng 1113 trận,41113,11,,,,,,,,,,
1114,s==14|Tầng 1114 trận,41114,11,,,,,,,,,,
1115,s==14|Tầng 1115 trận,41115,11,2,1027,50,,,,,,,
1116,s==14|Tầng 1116 trận,41116,11,,,,,,,,,,
1117,s==14|Tầng 1117 trận,41117,11,,,,,,,,,,
1118,s==14|Tầng 1118 trận,41118,11,,,,,,,,,,
1119,s==14|Tầng 1119 trận,41119,11,,,,,,,,,,
1120,s==14|Tầng 1120 trận,41120,11,2,1007,1,,,,,,,
1121,s==14|Tầng 1121 trận,41121,11,,,,,,,,,,
1122,s==14|Tầng 1122 trận,41122,11,,,,,,,,,,
1123,s==14|Tầng 1123 trận,41123,11,,,,,,,,,,
1124,s==14|Tầng 1124 trận,41124,11,,,,,,,,,,
1125,s==14|Tầng 1125 trận,41125,11,2,1003,1,,,,,,,
1126,s==14|Tầng 1126 trận,41126,11,,,,,,,,,,
1127,s==14|Tầng 1127 trận,41127,11,,,,,,,,,,
1128,s==14|Tầng 1128 trận,41128,11,,,,,,,,,,
1129,s==14|Tầng 1129 trận,41129,11,,,,,,,,,,
1130,s==14|Tầng 1130 trận,41130,11,2,1027,50,,,,,,,
1131,s==14|Tầng 1131 trận,41131,11,,,,,,,,,,
1132,s==14|Tầng 1132 trận,41132,11,,,,,,,,,,
1133,s==14|Tầng 1133 trận,41133,11,,,,,,,,,,
1134,s==14|Tầng 1134 trận,41134,11,,,,,,,,,,
1135,s==14|Tầng 1135 trận,41135,11,2,1007,1,,,,,,,
1136,s==14|Tầng 1136 trận,41136,11,,,,,,,,,,
1137,s==14|Tầng 1137 trận,41137,11,,,,,,,,,,
1138,s==14|Tầng 1138 trận,41138,11,,,,,,,,,,
1139,s==14|Tầng 1139 trận,41139,11,,,,,,,,,,
1140,s==14|Tầng 1140 trận,41140,11,2,1003,1,,,,,,,
1141,s==14|Tầng 1141 trận,41141,11,,,,,,,,,,
1142,s==14|Tầng 1142 trận,41142,11,,,,,,,,,,
1143,s==14|Tầng 1143 trận,41143,11,,,,,,,,,,
1144,s==14|Tầng 1144 trận,41144,11,,,,,,,,,,
1145,s==14|Tầng 1145 trận,41145,11,2,1027,50,,,,,,,
1146,s==14|Tầng 1146 trận,41146,11,,,,,,,,,,
1147,s==14|Tầng 1147 trận,41147,11,,,,,,,,,,
1148,s==14|Tầng 1148 trận,41148,11,,,,,,,,,,
1149,s==14|Tầng 1149 trận,41149,11,,,,,,,,,,
1150,s==14|Tầng 1150 trận,41150,11,2,1007,1,,,,,,,
1151,s==14|Tầng 1151 trận,41151,11,,,,,,,,,,
1152,s==14|Tầng 1152 trận,41152,11,,,,,,,,,,
1153,s==14|Tầng 1153 trận,41153,11,,,,,,,,,,
1154,s==14|Tầng 1154 trận,41154,11,,,,,,,,,,
1155,s==14|Tầng 1155 trận,41155,11,2,1003,1,,,,,,,
1156,s==14|Tầng 1156 trận,41156,11,,,,,,,,,,
1157,s==14|Tầng 1157 trận,41157,11,,,,,,,,,,
1158,s==14|Tầng 1158 trận,41158,11,,,,,,,,,,
1159,s==14|Tầng 1159 trận,41159,11,,,,,,,,,,
1160,s==14|Tầng 1160 trận,41160,11,2,1027,50,,,,,,,
1161,s==14|Tầng 1161 trận,41161,11,,,,,,,,,,
1162,s==14|Tầng 1162 trận,41162,11,,,,,,,,,,
1163,s==14|Tầng 1163 trận,41163,11,,,,,,,,,,
1164,s==14|Tầng 1164 trận,41164,11,,,,,,,,,,
1165,s==14|Tầng 1165 trận,41165,11,2,1007,1,,,,,,,
1166,s==14|Tầng 1166 trận,41166,11,,,,,,,,,,
1167,s==14|Tầng 1167 trận,41167,11,,,,,,,,,,
1168,s==14|Tầng 1168 trận,41168,11,,,,,,,,,,
1169,s==14|Tầng 1169 trận,41169,11,,,,,,,,,,
1170,s==14|Tầng 1170 trận,41170,11,2,1003,1,,,,,,,
1171,s==14|Tầng 1171 trận,41171,11,,,,,,,,,,
1172,s==14|Tầng 1172 trận,41172,11,,,,,,,,,,
1173,s==14|Tầng 1173 trận,41173,11,,,,,,,,,,
1174,s==14|Tầng 1174 trận,41174,11,,,,,,,,,,
1175,s==14|Tầng 1175 trận,41175,11,2,1027,50,,,,,,,
1176,s==14|Tầng 1176 trận,41176,11,,,,,,,,,,
1177,s==14|Tầng 1177 trận,41177,11,,,,,,,,,,
1178,s==14|Tầng 1178 trận,41178,11,,,,,,,,,,
1179,s==14|Tầng 1179 trận,41179,11,,,,,,,,,,
1180,s==14|Tầng 1180 trận,41180,11,2,1007,1,,,,,,,
1181,s==14|Tầng 1181 trận,41181,11,,,,,,,,,,
1182,s==14|Tầng 1182 trận,41182,11,,,,,,,,,,
1183,s==14|Tầng 1183 trận,41183,11,,,,,,,,,,
1184,s==14|Tầng 1184 trận,41184,11,,,,,,,,,,
1185,s==14|Tầng 1185 trận,41185,11,2,1003,1,,,,,,,
1186,s==14|Tầng 1186 trận,41186,11,,,,,,,,,,
1187,s==14|Tầng 1187 trận,41187,11,,,,,,,,,,
1188,s==14|Tầng 1188 trận,41188,11,,,,,,,,,,
1189,s==14|Tầng 1189 trận,41189,11,,,,,,,,,,
1190,s==14|Tầng 1190 trận,41190,11,2,1027,50,,,,,,,
1191,s==14|Tầng 1191 trận,41191,11,,,,,,,,,,
1192,s==14|Tầng 1192 trận,41192,11,,,,,,,,,,
1193,s==14|Tầng 1193 trận,41193,11,,,,,,,,,,
1194,s==14|Tầng 1194 trận,41194,11,,,,,,,,,,
1195,s==14|Tầng 1195 trận,41195,11,2,1007,1,,,,,,,
1196,s==14|Tầng 1196 trận,41196,11,,,,,,,,,,
1197,s==14|Tầng 1197 trận,41197,11,,,,,,,,,,
1198,s==14|Tầng 1198 trận,41198,11,,,,,,,,,,
1199,s==14|Tầng 1199 trận,41199,11,,,,,,,,,,
1200,s==14|Tầng 1200 trận,41200,11,2,1003,1,,,,,,,
1201,s==14|Tầng 1201 trận,41201,11,,,,,,,,,,
1202,s==14|Tầng 1202 trận,41202,11,,,,,,,,,,
1203,s==14|Tầng 1203 trận,41203,11,,,,,,,,,,
1204,s==14|Tầng 1204 trận,41204,11,,,,,,,,,,
1205,s==14|Tầng 1205 trận,41205,11,2,1027,50,,,,,,,
1206,s==14|Tầng 1206 trận,41206,11,,,,,,,,,,
1207,s==14|Tầng 1207 trận,41207,11,,,,,,,,,,
1208,s==14|Tầng 1208 trận,41208,11,,,,,,,,,,
1209,s==14|Tầng 1209 trận,41209,11,,,,,,,,,,
1210,s==14|Tầng 1210 trận,41210,11,2,1007,1,,,,,,,
1211,s==14|Tầng 1211 trận,41211,11,,,,,,,,,,
1212,s==14|Tầng 1212 trận,41212,11,,,,,,,,,,
1213,s==14|Tầng 1213 trận,41213,11,,,,,,,,,,
1214,s==14|Tầng 1214 trận,41214,11,,,,,,,,,,
1215,s==14|Tầng 1215 trận,41215,11,2,1003,1,,,,,,,
1216,s==14|Tầng 1216 trận,41216,11,,,,,,,,,,
1217,s==14|Tầng 1217 trận,41217,11,,,,,,,,,,
1218,s==14|Tầng 1218 trận,41218,11,,,,,,,,,,
1219,s==14|Tầng 1219 trận,41219,11,,,,,,,,,,
1220,s==14|Tầng 1220 trận,41220,11,2,1027,50,,,,,,,
1221,s==14|Tầng 1221 trận,41221,11,,,,,,,,,,
1222,s==14|Tầng 1222 trận,41222,11,,,,,,,,,,
1223,s==14|Tầng 1223 trận,41223,11,,,,,,,,,,
1224,s==14|Tầng 1224 trận,41224,11,,,,,,,,,,
1225,s==14|Tầng 1225 trận,41225,11,2,1007,1,,,,,,,
1226,s==14|Tầng 1226 trận,41226,11,,,,,,,,,,
1227,s==14|Tầng 1227 trận,41227,11,,,,,,,,,,
1228,s==14|Tầng 1228 trận,41228,11,,,,,,,,,,
1229,s==14|Tầng 1229 trận,41229,11,,,,,,,,,,
1230,s==14|Tầng 1230 trận,41230,11,2,1003,1,,,,,,,
1231,s==14|Tầng 1231 trận,41231,11,,,,,,,,,,
1232,s==14|Tầng 1232 trận,41232,11,,,,,,,,,,
1233,s==14|Tầng 1233 trận,41233,11,,,,,,,,,,
1234,s==14|Tầng 1234 trận,41234,11,,,,,,,,,,
1235,s==14|Tầng 1235 trận,41235,11,2,1027,50,,,,,,,
1236,s==14|Tầng 1236 trận,41236,11,,,,,,,,,,
1237,s==14|Tầng 1237 trận,41237,11,,,,,,,,,,
1238,s==14|Tầng 1238 trận,41238,11,,,,,,,,,,
1239,s==14|Tầng 1239 trận,41239,11,,,,,,,,,,
1240,s==14|Tầng 1240 trận,41240,11,2,1007,1,,,,,,,
1241,s==14|Tầng 1241 trận,41241,11,,,,,,,,,,
1242,s==14|Tầng 1242 trận,41242,11,,,,,,,,,,
1243,s==14|Tầng 1243 trận,41243,11,,,,,,,,,,
1244,s==14|Tầng 1244 trận,41244,11,,,,,,,,,,
1245,s==14|Tầng 1245 trận,41245,11,2,1003,1,,,,,,,
1246,s==14|Tầng 1246 trận,41246,11,,,,,,,,,,
1247,s==14|Tầng 1247 trận,41247,11,,,,,,,,,,
1248,s==14|Tầng 1248 trận,41248,11,,,,,,,,,,
1249,s==14|Tầng 1249 trận,41249,11,,,,,,,,,,
1250,s==14|Tầng 1250 trận,41250,11,2,1027,50,,,,,,,
1251,s==14|Tầng 1251 trận,41251,11,,,,,,,,,,
1252,s==14|Tầng 1252 trận,41252,11,,,,,,,,,,
1253,s==14|Tầng 1253 trận,41253,11,,,,,,,,,,
1254,s==14|Tầng 1254 trận,41254,11,,,,,,,,,,
1255,s==14|Tầng 1255 trận,41255,11,2,1007,1,,,,,,,
1256,s==14|Tầng 1256 trận,41256,11,,,,,,,,,,
1257,s==14|Tầng 1257 trận,41257,11,,,,,,,,,,
1258,s==14|Tầng 1258 trận,41258,11,,,,,,,,,,
1259,s==14|Tầng 1259 trận,41259,11,,,,,,,,,,
1260,s==14|Tầng 1260 trận,41260,11,2,1003,1,,,,,,,
1261,s==14|Tầng 1261 trận,41261,11,,,,,,,,,,
1262,s==14|Tầng 1262 trận,41262,11,,,,,,,,,,
1263,s==14|Tầng 1263 trận,41263,11,,,,,,,,,,
1264,s==14|Tầng 1264 trận,41264,11,,,,,,,,,,
1265,s==14|Tầng 1265 trận,41265,11,2,1027,50,,,,,,,
1266,s==14|Tầng 1266 trận,41266,11,,,,,,,,,,
1267,s==14|Tầng 1267 trận,41267,11,,,,,,,,,,
1268,s==14|Tầng 1268 trận,41268,11,,,,,,,,,,
1269,s==14|Tầng 1269 trận,41269,11,,,,,,,,,,
1270,s==14|Tầng 1270 trận,41270,11,2,1007,1,,,,,,,
1271,s==14|Tầng 1271 trận,41271,11,,,,,,,,,,
1272,s==14|Tầng 1272 trận,41272,11,,,,,,,,,,
1273,s==14|Tầng 1273 trận,41273,11,,,,,,,,,,
1274,s==14|Tầng 1274 trận,41274,11,,,,,,,,,,
1275,s==14|Tầng 1275 trận,41275,11,2,1003,1,,,,,,,
1276,s==14|Tầng 1276 trận,41276,11,,,,,,,,,,
1277,s==14|Tầng 1277 trận,41277,11,,,,,,,,,,
