id,next,desc,starLevel,playerLevel,worldLevel,levelMax,skillSlot,newSkill,hpAward,atkAward,resistAward,defAward,spdAward,itemNum,NeedItemsFun-type-1,NeedItemsFun-star-1,NeedItemsFun-num-1,NeedItemsFun-type-2,NeedItemsFun-star-2,NeedItemsFun-num-2,NeedItemsFun-type-3,NeedItemsFun-star-3,NeedItemsFun-num-3,NeedItemsFun-type-4,NeedItemsFun-star-4,NeedItemsFun-num-4,NeedItemsFun-type-5,NeedItemsFun-star-5,NeedItemsFun-num-5,specialItem,specialItemNum,specialItem2,specialItemNum2,herostar,heroNum,
255094,255095,s==24|Ma·Trương Xuân Hoa 9 sao,9,1,1,205,3,2550943,5000,4000,0,20,10,5000,25509,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
255095,255096,s==25|Ma·Trương Xuân Hoa 10 sao,10,1,1,255,4,2550953,3000,2000,0,20,10,10000,25509,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
255096,255097,s==25|Ma·Trương Xuân Hoa 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25509,6,1,1,9,1,,,,,,,,,,,,,,,,
255097,255098,s==25|Ma·Trương Xuân Hoa 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25509,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
255098,255099,s==25|Ma·Trương Xuân Hoa 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25509,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
255099,,s==25|Ma·Trương Xuân Hoa 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25509,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
25509011,25509012,s==24|Ma·Trương Xuân Hoa 6 sao,6,1,1,145,5,255090122|255090132|255090142|255090152,5000,4000,0,20,10,0,25509,5,1,25404,5,1,2,5,3,,,,,,,,,,,,,
25509012,25509013,s==24|Ma·Trương Xuân Hoa 7 sao,7,1,1,165,1,255090123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
25509013,25509014,s==24|Ma·Trương Xuân Hoa 8 sao,8,1,1,185,2,255090133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
25509014,25509015,s==24|Ma·Trương Xuân Hoa 9 sao,9,1,1,205,3,255090143,5000,4000,0,20,10,5000,25509,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
25509015,25509016,s==25|Ma·Trương Xuân Hoa 10 sao,10,1,1,255,4,255090153,3000,2000,0,20,10,10000,25509,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
25509016,25509017,s==25|Ma·Trương Xuân Hoa 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25509,6,1,1,9,1,,,,,,,,,,,,,,,,
25509017,25509018,s==25|Ma·Trương Xuân Hoa 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25509,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
25509018,25509019,s==25|Ma·Trương Xuân Hoa 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25509,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
25509019,,s==25|Ma·Trương Xuân Hoa 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25509,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
25509021,25509022,s==24|Ma·Trương Xuân Hoa 6 sao,6,1,1,145,5,255090222|255090232|255090242|255090252,5000,4000,0,20,10,0,25509,5,1,25404,5,1,2,5,3,,,,,,,,,,,,,
25509022,25509023,s==24|Ma·Trương Xuân Hoa 7 sao,7,1,1,165,1,255090223,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
25509023,25509024,s==24|Ma·Trương Xuân Hoa 8 sao,8,1,1,185,2,255090233,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
25509024,25509025,s==24|Ma·Trương Xuân Hoa 9 sao,9,1,1,205,3,255090243,5000,4000,0,20,10,5000,25509,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
25509025,25509026,s==25|Ma·Trương Xuân Hoa 10 sao,10,1,1,255,4,255090253,3000,2000,0,20,10,10000,25509,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
25509026,25509027,s==25|Ma·Trương Xuân Hoa 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25509,6,1,1,9,1,,,,,,,,,,,,,,,,
25509027,25509028,s==25|Ma·Trương Xuân Hoa 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25509,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
25509028,25509029,s==25|Ma·Trương Xuân Hoa 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25509,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
25509029,,s==25|Ma·Trương Xuân Hoa 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25509,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
255101,255102,s==29|Ma·Trần Cung 6 sao (Tào Tháo),6,1,1,145,5,2551022|2551032|2551042|2551052,5000,4000,0,20,10,0,25510,5,1,25403,5,1,2,5,3,,,,,,,,,,,,,
255102,255103,s==18|Ma·Trần Cung 7 sao,7,1,1,165,1,2551023,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
255103,255104,s==18|Ma·Trần Cung 8 sao,8,1,1,185,2,2551033,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
255104,255105,s==18|Ma·Trần Cung 9 sao,9,1,1,205,3,2551043,5000,4000,0,20,10,5000,25510,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
255105,255106,s==19|Ma·Trần Cung 10 sao,10,1,1,255,4,2551053,3000,2000,0,20,10,10000,25510,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
255106,255107,s==19|Ma·Trần Cung 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25510,6,1,1,9,1,,,,,,,,,,,,,,,,
255107,255108,s==19|Ma·Trần Cung 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25510,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
255108,255109,s==19|Ma·Trần Cung 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25510,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
255109,,s==19|Ma·Trần Cung 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25510,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
25510011,25510012,s==29|Ma·Trần Cung 6 sao (Tào Tháo),6,1,1,145,5,255100122|255100132|255100142|255100152,5000,4000,0,20,10,0,25510,5,1,25403,5,1,2,5,3,,,,,,,,,,,,,
25510012,25510013,s==18|Ma·Trần Cung 7 sao,7,1,1,165,1,255100123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
25510013,25510014,s==18|Ma·Trần Cung 8 sao,8,1,1,185,2,255100133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
25510014,25510015,s==18|Ma·Trần Cung 9 sao,9,1,1,205,3,255100143,5000,4000,0,20,10,5000,25510,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
25510015,25510016,s==19|Ma·Trần Cung 10 sao,10,1,1,255,4,255100153,3000,2000,0,20,10,10000,25510,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
25510016,25510017,s==19|Ma·Trần Cung 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25510,6,1,1,9,1,,,,,,,,,,,,,,,,
25510017,25510018,s==19|Ma·Trần Cung 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25510,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
25510018,25510019,s==19|Ma·Trần Cung 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25510,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
25510019,,s==19|Ma·Trần Cung 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25510,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
255111,255112,s==17|Ma·Tôn Sách 6 sao,6,1,1,145,5,2550722|2550732|2550742|2550752,5000,4000,0,20,10,0,25511,5,1,25403,5,1,2,5,3,,,,,,,,,,,,,
255112,255113,s==17|Ma·Tôn Sách 7 sao,7,1,1,165,1,2550723,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
255113,255114,s==17|Ma·Tôn Sách 8 sao,8,1,1,185,2,2550733,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
255114,255115,s==17|Ma·Tôn Sách 9 sao,9,1,1,205,3,2550743,5000,4000,0,20,10,5000,25511,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
255115,255116,s==18|Ma·Tôn Sách 10 sao,10,1,1,255,4,2550753,3000,2000,0,20,10,10000,25511,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
255116,255117,s==18|Ma·Tôn Sách 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25511,6,1,1,9,1,,,,,,,,,,,,,,,,
255117,255118,s==18|Ma·Tôn Sách 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25511,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
255118,255119,s==18|Ma·Tôn Sách 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25511,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
255119,,s==18|Ma·Tôn Sách 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25511,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
255121,255122,s==18|Ma·Tôn Quyền 6 sao,6,1,1,145,5,2550722|2550732|2550742|2550752,5000,4000,0,20,10,0,25512,5,1,25403,5,1,2,5,3,,,,,,,,,,,,,
255122,255123,s==18|Ma·Tôn Quyền 7 sao,7,1,1,165,1,2550723,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
255123,255124,s==18|Ma·Tôn Quyền 8 sao,8,1,1,185,2,2550733,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
255124,255125,s==18|Ma·Tôn Quyền 9 sao,9,1,1,205,3,2550743,5000,4000,0,20,10,5000,25512,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
255125,255126,s==19|Ma·Tôn Quyền 10 sao,10,1,1,255,4,2550753,3000,2000,0,20,10,10000,25512,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
255126,255127,s==19|Ma·Tôn Quyền 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25512,6,1,1,9,1,,,,,,,,,,,,,,,,
255127,255128,s==19|Ma·Tôn Quyền 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25512,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
255128,255129,s==19|Ma·Tôn Quyền 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25512,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
255129,,s==19|Ma·Tôn Quyền 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25512,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
255131,255132,s==18|Ma·Đổng Trác 6 sao,6,1,1,145,5,2551322|2551332|2551342|2551352,5000,4000,0,20,10,0,25513,5,1,25403,5,1,2,5,3,,,,,,,,,,,,,
255132,255133,s==18|Ma·Đổng Trác 7 sao,7,1,1,165,1,2551323,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
255133,255134,s==18|Ma·Đổng Trác 8 sao,8,1,1,185,2,2551333,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
255134,255135,s==18|Ma·Đổng Trác 9 sao,9,1,1,205,3,2551343,5000,4000,0,20,10,5000,25513,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
255135,255136,s==19|Ma·Đổng Trác 10 sao,10,1,1,255,4,2551353,3000,2000,0,20,10,10000,25513,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
255136,255137,s==19|Ma·Đổng Trác 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25513,6,1,1,9,1,,,,,,,,,,,,,,,,
255137,255138,s==19|Ma·Đổng Trác 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25513,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
255138,255139,s==19|Ma·Đổng Trác 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25513,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
255139,,s==19|Ma·Đổng Trác 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25513,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
255141,255142,s==15|Ma·Hoa Đà 6 sao,6,1,1,145,5,2551422|2551432|2551442|2551452,5000,4000,0,20,10,0,25514,5,1,25402,5,1,2,5,3,,,,,,,,,,,,,
255142,255143,s==15|Ma·Hoa Đà 7 sao,7,1,1,165,1,2551423,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
255143,255144,s==15|Ma·Hoa Đà 8 sao,8,1,1,185,2,2551433,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
255144,255145,s==15|Ma·Hoa Đà 9 sao,9,1,1,205,3,2551443,5000,4000,0,20,10,5000,25514,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
255145,255146,s==16|Ma·Hoa Đà 10 sao,10,1,1,255,4,2551453,3000,2000,0,20,10,10000,25514,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
255146,255147,s==16|Ma·Hoa Đà 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25514,6,1,1,9,1,,,,,,,,,,,,,,,,
255147,255148,s==16|Ma·Hoa Đà 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25514,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
255148,255149,s==16|Ma·Hoa Đà 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25514,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
255149,,s==16|Ma·Hoa Đà 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25514,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
25514011,25514012,s==15|Ma·Hoa Đà 6 sao,6,1,1,145,5,255140122|255140132|255140142|255140152,5000,4000,0,20,10,0,25514,5,1,25402,5,1,2,5,3,,,,,,,,,,,,,
25514012,25514013,s==15|Ma·Hoa Đà 7 sao,7,1,1,165,1,255140123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
25514013,25514014,s==15|Ma·Hoa Đà 8 sao,8,1,1,185,2,255140133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
25514014,25514015,s==15|Ma·Hoa Đà 9 sao,9,1,1,205,3,255140143,5000,4000,0,20,10,5000,25514,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
25514015,25514016,s==16|Ma·Hoa Đà 10 sao,10,1,1,255,4,255140153,3000,2000,0,20,10,10000,25514,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
25514016,25514017,s==16|Ma·Hoa Đà 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25514,6,1,1,9,1,,,,,,,,,,,,,,,,
25514017,25514018,s==16|Ma·Hoa Đà 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25514,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
25514018,25514019,s==16|Ma·Hoa Đà 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25514,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
25514019,,s==16|Ma·Hoa Đà 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25514,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
255151,255152,s==18|Ma·Triệu Vân 6 sao,6,1,1,145,5,2551522|2551532|2551542|2551552,5000,4000,0,20,10,0,25515,5,1,25403,5,1,2,5,3,,,,,,,,,,,,,
255152,255153,s==18|Ma·Triệu Vân 7 sao,7,1,1,165,1,2551523,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
255153,255154,s==18|Ma·Triệu Vân 8 sao,8,1,1,185,2,2551533,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
255154,255155,s==18|Ma·Triệu Vân 9 sao,9,1,1,205,3,2551543,5000,4000,0,20,10,5000,25515,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
255155,255156,s==19|Ma·Triệu Vân 10 sao,10,1,1,255,4,2551553,3000,2000,0,20,10,10000,25515,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
255156,255157,s==19|Ma·Triệu Vân 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25515,6,1,1,9,1,,,,,,,,,,,,,,,,
255157,255158,s==19|Ma·Triệu Vân 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25515,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
255158,255159,s==19|Ma·Triệu Vân 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25515,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
255159,,s==19|Ma·Triệu Vân 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25515,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
25515011,25515012,s==18|Ma·Triệu Vân 6 sao,6,1,1,145,5,255150122|255150132|255150142|255150152,5000,4000,0,20,10,0,25515,5,1,25403,5,1,2,5,3,,,,,,,,,,,,,
25515012,25515013,s==18|Ma·Triệu Vân 7 sao,7,1,1,165,1,255150123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
25515013,25515014,s==18|Ma·Triệu Vân 8 sao,8,1,1,185,2,255150133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
25515014,25515015,s==18|Ma·Triệu Vân 9 sao,9,1,1,205,3,255150143,5000,4000,0,20,10,5000,25515,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
25515015,25515016,s==19|Ma·Triệu Vân 10 sao,10,1,1,255,4,255150153,3000,2000,0,20,10,10000,25515,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
25515016,25515017,s==19|Ma·Triệu Vân 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25515,6,1,1,9,1,,,,,,,,,,,,,,,,
25515017,25515018,s==19|Ma·Triệu Vân 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25515,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
25515018,25515019,s==19|Ma·Triệu Vân 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25515,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
25515019,,s==19|Ma·Triệu Vân 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25515,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
25515051,25515052,s==18|Ma·Triệu Vân 6 sao,6,1,1,145,5,255150222|255150232|255150242|255150252,5000,4000,0,20,10,0,25515,5,1,25403,5,1,2,5,3,,,,,,,,,,,,,
25515052,25515053,s==18|Ma·Triệu Vân 7 sao,7,1,1,165,1,255150223,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
25515053,25515054,s==18|Ma·Triệu Vân 8 sao,8,1,1,185,2,255150233,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
25515054,25515055,s==18|Ma·Triệu Vân 9 sao,9,1,1,205,3,255150243,5000,4000,0,20,10,5000,25515,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
25515055,25515056,s==19|Ma·Triệu Vân 10 sao,10,1,1,255,4,255150253,3000,2000,0,20,10,10000,25515,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
25515056,25515057,s==19|Ma·Triệu Vân 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25515,6,1,1,9,1,,,,,,,,,,,,,,,,
25515057,25515058,s==19|Ma·Triệu Vân 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25515,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
25515058,25515059,s==19|Ma·Triệu Vân 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25515,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
25515059,,s==19|Ma·Triệu Vân 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25515,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
255161,255162,s==16|Ma·Tư Mã Ý 6 sao,6,1,1,145,5,2551622|2551632|2551642|2551652,5000,4000,0,20,10,0,25516,5,1,25403,5,1,2,5,3,,,,,,,,,,,,,
255162,255163,s==16|Ma·Tư Mã Ý 7 sao,7,1,1,165,1,2551623,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
255163,255164,s==16|Ma·Tư Mã Ý 8 sao,8,1,1,185,2,2551633,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
255164,255165,s==16|Ma·Tư Mã Ý 9 sao,9,1,1,205,3,2551643,5000,4000,0,20,10,5000,25516,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
255165,255166,s==17|Ma·Tư Mã Ý 10 sao,10,1,1,255,4,2551653,3000,2000,0,20,10,10000,25516,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
255166,255167,s==17|Ma·Tư Mã Ý 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25516,6,1,1,9,1,,,,,,,,,,,,,,,,
255167,255168,s==17|Ma·Tư Mã Ý 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25516,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
255168,255169,s==17|Ma·Tư Mã Ý 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25516,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
255169,,s==17|Ma·Tư Mã Ý 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25516,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
25516011,25516012,s==16|Ma·Tư Mã Ý 6 sao,6,1,1,145,5,255160122|255160132|255160142|255160152,5000,4000,0,20,10,0,25516,5,1,25403,5,1,2,5,3,,,,,,,,,,,,,
25516012,25516013,s==16|Ma·Tư Mã Ý 7 sao,7,1,1,165,1,255160123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
25516013,25516014,s==16|Ma·Tư Mã Ý 8 sao,8,1,1,185,2,255160133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
25516014,25516015,s==16|Ma·Tư Mã Ý 9 sao,9,1,1,205,3,255160143,5000,4000,0,20,10,5000,25516,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
25516015,25516016,s==17|Ma·Tư Mã Ý 10 sao,10,1,1,255,4,255160153,3000,2000,0,20,10,10000,25516,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
25516016,25516017,s==17|Ma·Tư Mã Ý 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25516,6,1,1,9,1,,,,,,,,,,,,,,,,
25516017,25516018,s==17|Ma·Tư Mã Ý 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25516,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
25516018,25516019,s==17|Ma·Tư Mã Ý 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25516,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
25516019,,s==17|Ma·Tư Mã Ý 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25516,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
255171,255172,s==23|Ma·Quan Ngân Bình 6 sao,6,1,1,145,5,2551722|2551732|2551742|2551752,5000,4000,0,20,10,0,25517,5,1,25403,5,1,2,5,3,,,,,,,,,,,,,
255172,255173,s==23|Ma·Quan Ngân Bình 7 sao,7,1,1,165,1,2551723,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
255173,255174,s==23|Ma·Quan Ngân Bình 8 sao,8,1,1,185,2,2551733,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
255174,255175,s==23|Ma·Quan Ngân Bình 9 sao,9,1,1,205,3,2551743,5000,4000,0,20,10,5000,25517,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
255175,255176,s==24|Ma·Quan Ngân Bình 10 sao,10,1,1,255,4,2551753,3000,2000,0,20,10,10000,25517,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
255176,255177,s==24|Ma·Quan Ngân Bình 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25517,6,1,1,9,1,,,,,,,,,,,,,,,,
255177,255178,s==24|Ma·Quan Ngân Bình 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25517,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
255178,255179,s==24|Ma·Quan Ngân Bình 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25517,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
255179,,s==24|Ma·Quan Ngân Bình 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25517,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
25517011,25517012,s==23|Ma·Quan Ngân Bình 6 sao,6,1,1,145,5,255170122|255170132|255170142|255170152,5000,4000,0,20,10,0,25517,5,1,25403,5,1,2,5,3,,,,,,,,,,,,,
25517012,25517013,s==23|Ma·Quan Ngân Bình 7 sao,7,1,1,165,1,255170123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
25517013,25517014,s==23|Ma·Quan Ngân Bình 8 sao,8,1,1,185,2,255170133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
25517014,25517015,s==23|Ma·Quan Ngân Bình 9 sao,9,1,1,205,3,255170143,5000,4000,0,20,10,5000,25517,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
25517015,25517016,s==24|Ma·Quan Ngân Bình 10 sao,10,1,1,255,4,255170153,3000,2000,0,20,10,10000,25517,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
25517016,25517017,s==24|Ma·Quan Ngân Bình 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25517,6,1,1,9,1,,,,,,,,,,,,,,,,
25517017,25517018,s==24|Ma·Quan Ngân Bình 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25517,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
25517018,25517019,s==24|Ma·Quan Ngân Bình 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25517,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
25517019,,s==24|Ma·Quan Ngân Bình 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25517,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
255181,255182,s==16|Ma·Hạng Vũ 6 sao,6,1,1,145,5,2551822|2551832|2551842|2551852,5000,4000,0,20,10,0,25518,5,1,25403,5,1,2,5,3,,,,,,,,,,,,,
255182,255183,s==16|Ma·Hạng Vũ 7 sao,7,1,1,165,1,2551823,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
