id,taskName,taskDesc,icon,activityId,toSystemFunId,lowLevel,maxLevel,targetType,targetId,targetNum,mustTask,sysfuncationID,time,labelType,rewards-type-1,rewards-id-1,rewards-value-1,rewards-type-2,rewards-id-2,rewards-value-2,rewards-type-3,rewards-id-3,rewards-value-3,rewards-type-4,rewards-id-4,rewards-value-4,
25669,,s==8|当天充值任意金额,,2500,1930,,,510,0,1,,,7,,2,1156,50,1,8,50000,1,10,20000,,,,
28000,,s==8|参与高级夺宝1次,,3006,1090,,,344,2,1,,,1,,2,1137,1,2,1001,200,,,,,,,
28001,,s==8|升级军团科技3次,,3006,1490,,,502,0,3,,,1,,2,1137,1,2,1006,50,,,,,,,
28002,,s==14|接取4次紫色及以上的奇遇任务,,3006,2091,,,212,4,4,,,1,,2,1137,1,2,1077,30,,,,,,,
28003,,s==7|累计点金20次,,3006,1012,,,509,0,20,,,1,,2,1137,1,2,1005,5,,,,,,,
28004,,s==8|道具商城购买2次,,3006,1660,,,402,1,2,,,1,,2,1137,1,2,1003,1,,,,,,,
28005,,s==9|挑战校场比武3次 ,,3006,1110,,,104,0,3,,,1,,2,1137,1,2,1002,10,,,,,,,
28006,,s==8|进行5次神兵升级,,3006,1890,,,512,0,5,,,1,,2,1137,1,2,1007,5,,,,,,,
28007,,s==8|合成1个五星武将,,3006,1630,,,519,5,1,,,1,,2,1137,1,2,3008,10,,,,,,,
28008,,s==9|挑战20次日常副本,,3006,1240,,,111,0,20,,,1,,2,1137,1,2,3002,30,,,,,,,
28009,,s==8|赠送40次友情点,,3006,1020,,,205,0,40,,1,2,,2,1137,1,2,4010,1,,,,,,,
28010,,s==10|参与高级寻访30次 ,,3006,1640,,,403,3,30,,2,2,,2,1137,1,2,1003,1,,,,,,,
28011,,s==8|合成1个六星武将,,3006,1630,,,519,6,1,,3,2,,2,1137,1,1,8,300000,,,,,,,
28012,,s==8|参与军团贡献2次,,3006,1460,,,108,0,2,,4,2,,2,1137,1,1,10,150000,,,,,,,
28013,,s==9|挑战10次军团敌将,,3006,1470,,,107,0,10,,5,2,,2,1137,1,2,1001,200,,,,,,,
28014,,s==10|神秘商店购买6件商品,,3006,1810,,,402,2,6,,6,2,,2,1137,1,2,1006,50,,,,,,,
28015,,s==9|参与普通夺宝20次,,3006,1090,,,344,1,20,,7,2,,2,1137,1,2,1077,30,,,,,,,
28016,,s==8|参与高级夺宝5次,,3006,1090,,,344,2,5,,8,2,,2,1137,1,2,1005,5,,,,,,,
28017,,s==9|进行30次神兵升级,,3006,1890,,,512,0,30,,,2,,2,1137,1,2,1003,1,,,,,,,
28018,,s==12|挑战及扫荡荆州之战20次,,3006,1970,,,515,0,20,,,3,,2,1137,1,2,1002,10,,,,,,,
28019,,s==7|下野40个武将,,3006,1120,,,213,0,40,,,3,,2,1137,1,2,1007,5,,,,,,,
28020,,s==8|与美人幽会30次,,3006,2300,,,518,0,30,,,3,,2,1137,1,2,3008,10,,,,,,,
28021,,s==7|累计点金50次,,3006,1012,,,509,0,50,,,3,,2,1137,1,2,1004,1,,,,,,,
28022,,s==8|漕运运输成功两次,,3006,1991,,,609,0,2,,,3,,2,1137,1,2,4010,1,,,,,,,
28023,,s==12|神秘商店购买12件商品 ,,3006,1810,,,402,2,12,,,3,,2,1137,1,2,1003,1,,,,,,,
28024,,s==8|合成3个紫色将印,,3006,1104,,,210,4,3,,,3,,2,1137,1,1,8,300000,,,,,,,
28025,,s==9|挑战20次军团敌将,,3006,1470,,,107,0,20,,,3,,2,1137,1,1,10,150000,,,,,,,
28026,,s==14|挑战或扫荡通天塔任意层15次,,3006,1130,,,106,0,15,,,3,,2,1137,1,2,1001,200,,,,,,,
28027,,s==7|参与聚贤阁8次,,3006,1140,,,211,0,8,,,4,,2,1137,1,2,1006,50,,,,,,,
28028,,s==9|合成4个五星武将 ,,3006,1630,,,519,5,4,,,4,,2,1137,1,2,1077,30,,,,,,,
28029,,s==8|参与高级夺宝8次,,3006,1090,,,344,2,8,,,4,,2,1137,1,2,1005,5,,,,,,,
28030,,s==9|进行40次神兵升级,,3006,1890,,,512,0,40,,,4,,2,1137,1,2,1030,1,,,,,,,
28031,,s==8|合成3个六星武将,,3006,1630,,,519,6,3,,,4,,2,1137,1,2,1002,10,,,,,,,
28032,,s==7|累计点金80次,,3006,1012,,,509,0,80,,,4,,2,1137,1,2,1007,5,,,,,,,
28033,,s==10|接取5次红色奇遇任务,,3006,2091,,,212,6,5,,,4,,2,1137,1,2,3008,10,,,,,,,
28034,,s==9|参与高级寻访50次,,3006,1640,,,403,3,50,,,4,,2,1137,1,2,3002,30,,,,,,,
28035,,s==12|挑战及扫荡荆州之战40次,,3006,1970,,,515,0,40,,,4,,2,1137,1,2,4010,1,,,,,,,
28036,,s==10|在道具商城购买10次,,3006,1660,,,402,1,10,,,5,,2,1137,1,2,1003,1,,,,,,,
28037,,s==9|参与高级夺宝10次,,3006,1090,,,344,2,10,,,5,,2,1137,1,1,8,300000,,,,,,,
28038,,s==9|进行50次神兵升级,,3006,1890,,,512,0,50,,,5,,2,1137,1,1,10,150000,,,,,,,
28039,,s==8|合成4个六星武将,,3006,1630,,,519,6,4,,,5,,2,1137,1,2,1001,200,,,,,,,
28040,,s==8|累计点金100次,,3006,1012,,,509,0,100,,,5,,2,1137,1,2,1006,50,,,,,,,
28041,,s==8|合成4件红色装备,,3006,1100,,,604,6,4,,,5,,2,1137,1,2,1077,30,,,,,,,
28042,,s==11|神秘商店购买20件商品,,3006,1810,,,402,2,20,,,5,,2,1137,1,2,3008,10,,,,,,,
28043,,s==9|挑战25次军团敌将,,3006,1470,,,107,0,25,,,5,,2,1137,1,2,1003,1,,,,,,,
28044,,s==14|活动期间累计充值达到60元宝,,3006,1930,,,510,0,6,,,5,,2,1137,1,2,1044,2,,,,,,,
28045,,s==8|参与聚贤阁12次,,3006,1140,,,211,0,12,,,6,,2,1137,1,2,1003,1,,,,,,,
28046,,s==15|接取30次紫色及以上的奇遇任务,,3006,2091,,,212,4,30,,,6,,2,1137,1,2,1007,6,,,,,,,
28047,,s==11|神秘商店购买24件商品,,3006,1810,,,402,2,24,,,6,,2,1137,1,2,3008,10,,,,,,,
28048,,s==9|夺取1次武神殿神位,,3006,1270,,,345,0,1,,,6,,2,1137,1,2,4010,2,,,,,,,
28049,,s==8|与美人幽会60次,,3006,2300,,,518,0,60,,,6,,2,1137,1,2,1003,1,,,,,,,
28050,,s==15|活动期间累计充值达到120元宝,,3006,1930,,,510,0,12,,,6,,2,1137,1,2,1004,1,,,,,,,
28051,,s==9|参与快速作战24次,,3006,2092,,,105,0,24,,,6,,2,1137,1,2,1001,300,,,,,,,
28052,,s==7|下野80个武将,,3006,1120,,,213,0,80,,,6,,2,1137,1,2,1002,15,,,,,,,
28053,,s==9|赠送100次友情点,,3006,1020,,,205,0,100,,,6,,2,1137,1,2,1077,45,,,,,,,
28054,,s==9|参与高级寻访70次,,3006,1640,,,403,3,70,,,7,,2,1137,1,2,1005,10,,,,,,,
28055,,s==8|参与聚贤阁14次,,3006,1140,,,211,0,14,,,7,,2,1137,1,2,3002,30,,,,,,,
28056,,s==8|与美人幽会70次,,3006,2300,,,518,0,70,,,7,,2,1137,1,2,1027,50,,,,,,,
28057,,s==9|参与20次麒麟祭祀,,3006,1992,,,359,0,20,,,7,,2,1137,1,1,9,200,,,,,,,
28058,,s==15|活动期间累计充值达到180元宝,,3006,1930,,,510,0,18,,,7,,2,1137,1,2,1014,1,,,,,,,
28059,,s==9|参与高级夺宝14次,,3006,1090,,,344,2,14,,,7,,2,1137,1,2,1014,1,,,,,,,
28060,,s==15|接取40次紫色及以上的奇遇任务,,3006,2091,,,212,4,40,,,7,,2,1137,1,2,1019,15,,,,,,,
28061,,s==9|参与快速作战30次,,3006,2092,,,105,0,30,,,7,,2,1137,1,1,9,200,,,,,,,
28062,,s==10|合成10个五星武将 ,,3006,1630,,,519,5,10,,,7,,2,1137,1,2,3008,20,,,,,,,
28064,,s==14|在兵无常势中投掷任意骰子1次,,3010,3031,,,610,0,1,,,1,,1,8,100000,,,,,,,,,,
28065,,s==14|在兵无常势中投掷任意骰子2次,,3010,3031,,,610,0,2,,,1,,1,8,100000,,,,,,,,,,
28066,,s==14|在兵无常势中投掷任意骰子3次,,3010,3031,,,610,0,3,,,1,,1,8,100000,,,,,,,,,,
28068,,s==13|挑战1次兵无常势的任意据点,,3010,3031,,,611,0,1,,,1,,1,8,100000,,,,,,,,,,
28069,,s==13|挑战2次兵无常势的任意据点,,3010,3031,,,611,0,2,,,1,,1,8,100000,,,,,,,,,,
28070,,s==8|每日累充60元宝,,3010,1930,,,510,0,6,,,1,,1,8,100000,,,,,,,,,,
28072,,s==6|累计点金5次,,3010,1012,,,509,0,5,,,1,,1,8,100000,,,,,,,,,,
28073,,s==7|累计点金10次,,3010,1012,,,509,0,10,,,1,,1,8,100000,,,,,,,,,,
28075,,s==7|累计点金20次,,3010,1012,,,509,0,20,,,1,,1,8,100000,,,,,,,,,,
28076,,s==14|在兵无常势中投掷任意骰子1次,,3010,3031,,,610,0,1,,,2,,1,8,100000,,,,,,,,,,
28077,,s==14|在兵无常势中投掷任意骰子2次,,3010,3031,,,610,0,2,,,2,,1,8,100000,,,,,,,,,,
28078,,s==14|在兵无常势中投掷任意骰子3次,,3010,3031,,,610,0,3,,,2,,1,8,100000,,,,,,,,,,
28079,,s==13|挑战1次兵无常势的任意据点,,3010,3031,,,611,0,1,,,2,,1,8,100000,,,,,,,,,,
28080,,s==13|挑战2次兵无常势的任意据点,,3010,3031,,,611,0,2,,,2,,1,8,100000,,,,,,,,,,
28081,,s==8|当天充值任意金额,,3010,1930,,,510,0,1,,,2,,1,8,100000,,,,,,,,,,
28082,,s==7|参与聚贤阁1次,,3010,1140,,,211,0,1,,,2,,1,8,100000,,,,,,,,,,
28083,,s==7|参与聚贤阁2次,,3010,1140,,,211,0,2,,,2,,1,8,100000,,,,,,,,,,
28084,,s==7|参与聚贤阁4次,,3010,1140,,,211,0,4,,,2,,1,8,100000,,,,,,,,,,
28085,,s==14|在兵无常势中投掷任意骰子1次,,3010,3031,,,610,0,1,,,3,,1,8,100000,,,,,,,,,,
28086,,s==14|在兵无常势中投掷任意骰子2次,,3010,3031,,,610,0,2,,,3,,1,8,100000,,,,,,,,,,
28087,,s==14|在兵无常势中投掷任意骰子3次,,3010,3031,,,610,0,3,,,3,,1,8,100000,,,,,,,,,,
28088,,s==13|挑战1次兵无常势的任意据点,,3010,3031,,,611,0,1,,,3,,1,8,100000,,,,,,,,,,
28089,,s==13|挑战2次兵无常势的任意据点,,3010,3031,,,611,0,2,,,3,,1,8,100000,,,,,,,,,,
28090,,s==8|当天充值任意金额,,3010,1930,,,510,0,1,,,3,,1,8,100000,,,,,,,,,,
28091,,s==8|道具商城消费3次,,3010,1660,,,402,1,3,,,3,,1,8,100000,,,,,,,,,,
28092,,s==8|道具商城消费8次,,3010,1660,,,402,1,8,,,3,,1,8,100000,,,,,,,,,,
28093,,s==8|神秘商店消费8次,,3010,1810,,,402,2,8,,,3,,1,8,100000,,,,,,,,,,
28094,,s==14|在兵无常势中投掷任意骰子1次,,3010,3031,,,610,0,1,,,4,,1,8,100000,,,,,,,,,,
28095,,s==14|在兵无常势中投掷任意骰子2次,,3010,3031,,,610,0,2,,,4,,1,8,100000,,,,,,,,,,
28096,,s==14|在兵无常势中投掷任意骰子3次,,3010,3031,,,610,0,3,,,4,,1,8,100000,,,,,,,,,,
28097,,s==13|挑战1次兵无常势的任意据点,,3010,3031,,,611,0,1,,,4,,1,8,100000,,,,,,,,,,
28098,,s==13|挑战2次兵无常势的任意据点,,3010,3031,,,611,0,2,,,4,,1,8,100000,,,,,,,,,,
28099,,s==8|当天充值任意金额,,3010,1930,,,510,0,1,,,4,,1,8,100000,,,,,,,,,,
28100,,s==6|快速作战3次,,3010,2092,,,105,0,3,,,4,,1,8,100000,,,,,,,,,,
28101,,s==6|快速作战4次,,3010,2092,,,105,0,4,,,4,,1,8,100000,,,,,,,,,,
28102,,s==6|快速作战6次,,3010,2092,,,105,0,6,,,4,,1,8,100000,,,,,,,,,,
28103,,s==14|在兵无常势中投掷任意骰子1次,,3010,3031,,,610,0,1,,,5,,1,8,100000,,,,,,,,,,
28104,,s==14|在兵无常势中投掷任意骰子2次,,3010,3031,,,610,0,2,,,5,,1,8,100000,,,,,,,,,,
28105,,s==14|在兵无常势中投掷任意骰子3次,,3010,3031,,,610,0,3,,,5,,1,8,100000,,,,,,,,,,
28106,,s==13|挑战1次兵无常势的任意据点,,3010,3031,,,611,0,1,,,5,,1,8,100000,,,,,,,,,,
28107,,s==13|挑战2次兵无常势的任意据点,,3010,3031,,,611,0,2,,,5,,1,8,100000,,,,,,,,,,
28108,,s==8|当天充值任意金额,,3010,1930,,,510,0,1,,,5,,1,8,100000,,,,,,,,,,
28109,,s==9|夺取1次武神殿神位,,3010,1270,,,345,0,1,,,5,,1,8,100000,,,,,,,,,,
28110,,s==9|参与高级寻访10次,,3010,1640,,,403,3,10,,,5,,1,8,100000,,,,,,,,,,
28111,,s==10|参与高级寻访20次 ,,3010,1640,,,403,3,20,,,5,,1,8,100000,,,,,,,,,,
28112,,s==14|在兵无常势中投掷任意骰子1次,,3010,3031,,,610,0,1,,,6,,1,8,100000,,,,,,,,,,
28113,,s==14|在兵无常势中投掷任意骰子2次,,3010,3031,,,610,0,2,,,6,,1,8,100000,,,,,,,,,,
28114,,s==14|在兵无常势中投掷任意骰子3次,,3010,3031,,,610,0,3,,,6,,1,8,100000,,,,,,,,,,
28115,,s==13|挑战1次兵无常势的任意据点,,3010,3031,,,611,0,1,,,6,,1,8,100000,,,,,,,,,,
28116,,s==13|挑战2次兵无常势的任意据点,,3010,3031,,,611,0,2,,,6,,1,8,100000,,,,,,,,,,
28117,,s==8|当天充值任意金额,,3010,1930,,,510,0,1,,,6,,1,8,100000,,,,,,,,,,
28118,,s==9|参与普通夺宝10次,,3010,1090,,,344,1,10,,,6,,1,8,100000,,,,,,,,,,
28119,,s==8|参与高级夺宝1次,,3010,1090,,,344,2,1,,,6,,1,8,100000,,,,,,,,,,
28120,,s==8|参与高级夺宝3次,,3010,1090,,,344,2,3,,,6,,1,8,100000,,,,,,,,,,
28121,,s==14|在兵无常势中投掷任意骰子1次,,3010,3031,,,610,0,1,,,7,,1,8,100000,,,,,,,,,,
28122,,s==14|在兵无常势中投掷任意骰子2次,,3010,3031,,,610,0,2,,,7,,1,8,100000,,,,,,,,,,
28123,,s==14|在兵无常势中投掷任意骰子3次,,3010,3031,,,610,0,3,,,7,,1,8,100000,,,,,,,,,,
28124,,s==13|挑战1次兵无常势的任意据点,,3010,3031,,,611,0,1,,,7,,1,8,100000,,,,,,,,,,
28125,,s==13|挑战2次兵无常势的任意据点,,3010,3031,,,611,0,2,,,7,,1,8,100000,,,,,,,,,,
28126,,s==8|当天充值任意金额,,3010,1930,,,510,0,1,,,7,,1,8,100000,,,,,,,,,,
28127,,s==9|挑战1次军团敌将 ,,3010,1470,,,107,0,1,,,7,,1,8,100000,,,,,,,,,,
28128,,s==8|挑战2次军团敌将,,3010,1470,,,107,0,2,,,7,,1,8,100000,,,,,,,,,,
28129,,s==8|挑战3次军团敌将,,3010,1470,,,107,0,3,,,7,,1,8,100000,,,,,,,,,,
29000,,s==11|累计获得200封魔积分,,3013,3083,,,620,0,200,,,,,2,1142,50,2,1001,50,,,,,,,
29001,,s==11|累计获得200封魔积分,,3013,3083,,,620,0,200,,,,,2,1142,100,2,1006,200,,,,,,,
29002,,s==11|累计获得450封魔积分,,3013,3083,,,620,0,450,,,,,2,1142,150,2,1007,5,,,,,,,
29003,,s==11|累计获得750封魔积分,,3013,3083,,,620,0,750,,,,,2,1142,200,2,1003,1,,,,,,,
29004,,s==12|累计获得1200封魔积分,,3013,3083,,,620,0,1200,,,,,2,1142,250,2,1077,100,,,,,,,
29005,,s==12|累计获得1800封魔积分,,3013,3083,,,620,0,1800,,,,,2,1142,300,2,1003,2,,,,,,,
30000,,s==8|参与高级夺宝1次,,3025,1090,,,344,2,1,,,1,,2,1001,50,1,8,50000,,,,,,,
30001,,s==8|升级军团科技3次,,3025,1490,,,502,0,3,,,1,,2,1002,2,1,8,50000,,,,,,,
30002,,s==14|接取4次紫色及以上的奇遇任务,,3025,2091,,,212,4,4,,,1,,2,1005,1,1,8,50000,,,,,,,
30003,,s==7|累计点金20次,,3025,1012,,,509,0,20,,,1,,2,1007,1,1,8,50000,,,,,,,
30004,,s==8|道具商城购买2次,,3025,1660,,,402,1,2,,,1,,2,1171,1,1,8,50000,,,,,,,
30005,,s==9|挑战校场比武3次 ,,3025,1110,,,104,0,3,,,1,,2,1014,1,1,8,50000,,,,,,,
30006,,s==8|进行5次神兵升级,,3025,1890,,,512,0,5,,,1,,2,1006,50,1,8,50000,,,,,,,
30007,,s==8|合成1个五星武将,,3025,1630,,,519,5,1,,,1,,2,1003,1,1,8,50000,,,,,,,
30008,,s==9|挑战20次日常副本,,3025,1240,,,111,0,20,,,1,,2,1027,10,1,8,50000,,,,,,,
30009,,s==8|赠送40次友情点,,3025,1020,,,205,0,40,,,2,,2,1171,1,1,8,50000,,,,,,,
30010,,s==10|参与高级寻访30次 ,,3025,1640,,,403,3,30,,,2,,2,1001,50,1,8,50000,,,,,,,
30011,,s==8|合成1个六星武将,,3025,1630,,,519,6,1,,,2,,2,1002,2,1,8,50000,,,,,,,
30012,,s==8|参与军团贡献2次,,3025,1460,,,108,0,2,,,2,,2,1005,1,1,8,50000,,,,,,,
30013,,s==9|挑战10次军团敌将,,3025,1470,,,107,0,10,,,2,,2,1007,1,1,8,50000,,,,,,,
30014,,s==10|神秘商店购买6件商品,,3025,1810,,,402,2,6,,,2,,2,1006,50,1,8,50000,,,,,,,
30015,,s==9|参与普通夺宝20次,,3025,1090,,,344,1,20,,,2,,2,1014,1,1,8,50000,,,,,,,
30016,,s==8|参与高级夺宝5次,,3025,1090,,,344,2,5,,,2,,2,1006,50,1,8,50000,,,,,,,
30017,,s==9|进行30次神兵升级,,3025,1890,,,512,0,30,,,2,,2,1003,1,1,8,50000,,,,,,,
30018,,s==12|挑战及扫荡荆州之战20次,,3025,1970,,,515,0,20,,,3,,2,1027,10,1,8,50000,,,,,,,
30019,,s==7|下野40个武将,,3025,1120,,,213,0,40,,,3,,2,1171,1,1,8,50000,,,,,,,
30020,,s==8|与美人幽会30次,,3025,2300,,,518,0,30,,,3,,2,1001,50,1,8,50000,,,,,,,
30021,,s==7|累计点金50次,,3025,1012,,,509,0,50,,,3,,2,1002,2,1,8,50000,,,,,,,
30022,,s==8|漕运运输成功两次,,3025,1991,,,609,0,2,,,3,,2,1005,1,1,8,50000,,,,,,,
30023,,s==12|神秘商店购买12件商品 ,,3025,1810,,,402,2,12,,,3,,2,1007,1,1,8,50000,,,,,,,
30024,,s==8|合成3个紫色将印,,3025,1104,,,210,4,3,,,3,,1,9,50,1,8,50000,,,,,,,
30025,,s==9|挑战20次军团敌将,,3025,1470,,,107,0,20,,,3,,2,1014,1,1,8,50000,,,,,,,
30026,,s==14|挑战或扫荡通天塔任意层15次,,3025,1130,,,106,0,15,,,3,,2,1006,50,1,8,50000,,,,,,,
30027,,s==7|参与聚贤阁8次,,3025,1140,,,211,0,8,,,4,,2,1003,1,1,8,50000,,,,,,,
30028,,s==9|合成4个五星武将 ,,3025,1630,,,519,5,4,,,4,,2,1027,10,1,8,50000,,,,,,,
30029,,s==8|参与高级夺宝8次,,3025,1090,,,344,2,8,,,4,,2,1171,1,1,8,50000,,,,,,,
30030,,s==9|进行40次神兵升级,,3025,1890,,,512,0,40,,,4,,2,1001,50,1,8,50000,,,,,,,
30031,,s==8|合成3个六星武将,,3025,1630,,,519,6,3,,,4,,2,1002,2,1,8,50000,,,,,,,
30032,,s==7|累计点金80次,,3025,1012,,,509,0,80,,,4,,2,1005,1,1,8,50000,,,,,,,
30033,,s==10|接取5次红色奇遇任务,,3025,2091,,,212,6,5,,,4,,2,1007,1,1,8,50000,,,,,,,
30034,,s==9|参与高级寻访50次,,3025,1640,,,403,3,50,,,4,,1,9,50,1,8,50000,,,,,,,
30035,,s==12|挑战及扫荡荆州之战40次,,3025,1970,,,515,0,40,,,4,,2,1014,1,1,8,50000,,,,,,,
30036,,s==10|在道具商城购买10次,,3025,1660,,,402,1,10,,,5,,2,1006,50,1,8,50000,,,,,,,
30037,,s==9|参与高级夺宝10次,,3025,1090,,,344,2,10,,,5,,2,1003,1,1,8,50000,,,,,,,
30038,,s==9|进行50次神兵升级,,3025,1890,,,512,0,50,,,5,,2,1027,10,1,8,50000,,,,,,,
30039,,s==8|合成4个六星武将,,3025,1630,,,519,6,4,,,5,,2,1171,1,1,8,50000,,,,,,,
30040,,s==8|累计点金100次,,3025,1012,,,509,0,100,,,5,,2,1001,50,1,8,50000,,,,,,,
30041,,s==8|合成4件红色装备,,3025,1100,,,604,6,4,,,5,,2,1002,2,1,8,50000,,,,,,,
30042,,s==11|神秘商店购买20件商品,,3025,1810,,,402,2,20,,,5,,2,1005,1,1,8,50000,,,,,,,
30043,,s==9|挑战25次军团敌将,,3025,1470,,,107,0,25,,,5,,2,1007,1,1,8,50000,,,,,,,
30044,,s==14|活动期间累计充值达到60元宝,,3025,1930,,,510,0,6,,,5,,1,9,50,1,8,50000,,,,,,,
30045,,s==8|参与聚贤阁12次,,3025,1140,,,211,0,12,,,6,,2,1014,1,1,8,50000,,,,,,,
30046,,s==15|接取30次紫色及以上的奇遇任务,,3025,2091,,,212,4,30,,,6,,2,1006,50,1,8,50000,,,,,,,
30047,,s==11|神秘商店购买24件商品,,3025,1810,,,402,2,24,,,6,,2,1003,1,1,8,50000,,,,,,,
30048,,s==9|夺取1次武神殿神位,,3025,1270,,,345,0,1,,,6,,2,1027,10,1,8,50000,,,,,,,
30049,,s==8|与美人幽会60次,,3025,2300,,,518,0,60,,,6,,2,1171,1,1,8,50000,,,,,,,
30050,,s==15|活动期间累计充值达到120元宝,,3025,1930,,,510,0,12,,,6,,2,1001,50,1,8,50000,,,,,,,
30051,,s==9|参与快速作战24次,,3025,2092,,,105,0,24,,,6,,2,1002,2,1,8,50000,,,,,,,
30052,,s==7|下野80个武将,,3025,1120,,,213,0,80,,,6,,2,1005,1,1,8,50000,,,,,,,
30053,,s==9|赠送100次友情点,,3025,1020,,,205,0,100,,,6,,2,1007,1,1,8,50000,,,,,,,
30054,,s==9|参与高级寻访70次,,3025,1640,,,403,3,70,,,7,,2,1171,1,1,8,50000,,,,,,,
30055,,s==8|参与聚贤阁14次,,3025,1140,,,211,0,14,,,7,,2,1014,1,1,8,50000,,,,,,,
30056,,s==8|与美人幽会70次,,3025,2300,,,518,0,70,,,7,,2,1006,50,1,8,50000,,,,,,,
30057,,s==9|参与20次麒麟祭祀,,3025,1992,,,359,0,20,,,7,,2,1003,1,1,8,50000,,,,,,,
30058,,s==15|活动期间累计充值达到180元宝,,3025,1930,,,510,0,18,,,7,,2,1027,10,1,8,50000,,,,,,,
30059,,s==9|参与高级夺宝14次,,3025,1090,,,344,2,14,,,7,,1,9,50,1,8,50000,,,,,,,
30060,,s==15|接取40次紫色及以上的奇遇任务,,3025,2091,,,212,4,40,,,7,,2,1001,50,1,8,50000,,,,,,,
30061,,s==9|参与快速作战30次,,3025,2092,,,105,0,30,,,7,,2,1002,2,1,8,50000,,,,,,,
30062,,s==10|合成10个五星武将 ,,3025,1630,,,519,5,10,,,7,,2,1005,1,1,8,50000,,,,,,,
30063,,s==8|参与聚贤阁16次,,3025,1140,,,211,0,16,,,8,,2,1014,1,1,8,50000,,,,,,,
30064,,s==15|接取50次紫色及以上的奇遇任务,,3025,2091,,,212,4,50,,,8,,2,1006,100,1,8,50000,,,,,,,
30065,,s==11|神秘商店购买26件商品,,3025,1810,,,402,2,26,,,8,,2,1002,2,1,8,50000,,,,,,,
30066,,s==8|与美人幽会80次,,3025,2300,,,518,0,80,,,8,,2,1019,2,1,8,50000,,,,,,,
30067,,s==9|参与快速作战35次,,3025,2092,,,105,0,35,,,8,,2,1003,1,1,8,50000,,,,,,,
30068,,s==10|合成13个五星武将 ,,3025,1630,,,519,5,13,,,8,,2,1005,2,1,8,50000,,,,,,,
30069,,s==9|赠送110次友情点,,3025,1020,,,205,0,110,,,8,,2,1007,1,1,8,50000,,,,,,,
30070,,s==15|活动期间累计充值达到300元宝,,3025,1930,,,510,0,30,,,8,,1,9,50,1,8,50000,,,,,,,
30071,,s==9|合成15个五星武将,,3025,1630,,,519,5,15,,,8,,2,1171,1,1,8,50000,,,,,,,
30072,,s==8|参与聚贤阁18次,,3025,1140,,,211,0,18,,,9,,2,1014,1,1,8,50000,,,,,,,
30073,,s==15|接取60次紫色及以上的奇遇任务,,3025,2091,,,212,4,60,,,9,,2,1006,100,1,8,50000,,,,,,,
30074,,s==9|参与高级寻访80次,,3025,1640,,,403,3,80,,,9,,2,1014,1,1,8,50000,,,,,,,
30075,,s==8|累计点金120次,,3025,1012,,,509,0,120,,,9,,2,1001,50,1,8,50000,,,,,,,
30076,,s==11|神秘商店购买30件商品,,3025,1810,,,402,2,30,,,9,,2,1002,2,1,8,50000,,,,,,,
30077,,s==9|与美人幽会100次,,3025,2300,,,518,0,100,,,9,,2,1019,2,1,8,50000,,,,,,,
30078,,s==9|参与快速作战40次,,3025,2092,,,105,0,40,,,9,,2,1003,1,1,8,50000,,,,,,,
30079,,s==15|活动期间累计充值达到500元宝,,3025,1930,,,510,0,50,,,9,,1,9,50,1,8,50000,,,,,,,
30080,,s==9|合成20个五星武将,,3025,1630,,,519,5,20,,,9,,2,1171,1,1,8,50000,,,,,,,
31111,,s==4|日常登录,,,0,,,101,0,1,,,1,,2,1171,1,,,,,,,,,,
31112,,s==10|本日活跃度达到100,,,1051,,,377,0,100,,,1,,2,1171,1,,,,,,,,,,
31113,,s==8|当天充值任意金额,,,1930,,,510,0,1,,,1,,2,1171,1,,,,,,,,,,
31121,,s==4|日常登录,,,0,,,101,0,1,,,2,,2,1171,1,,,,,,,,,,
31122,,s==10|本日活跃度达到100,,,1051,,,377,0,100,,,2,,2,1171,1,,,,,,,,,,
31123,,s==8|当天充值任意金额,,,1930,,,510,0,1,,,2,,2,1171,1,,,,,,,,,,
31131,,s==4|日常登录,,,0,,,101,0,1,,,3,,2,1171,1,,,,,,,,,,
31132,,s==10|本日活跃度达到100,,,1051,,,377,0,100,,,3,,2,1171,1,,,,,,,,,,
31133,,s==8|当天充值任意金额,,,1930,,,510,0,1,,,3,,2,1171,1,,,,,,,,,,
31141,,s==4|日常登录,,,0,,,101,0,1,,,4,,2,1171,1,,,,,,,,,,
31142,,s==10|本日活跃度达到100,,,1051,,,377,0,100,,,4,,2,1171,1,,,,,,,,,,
31143,,s==8|当天充值任意金额,,,1930,,,510,0,1,,,4,,2,1171,1,,,,,,,,,,
31151,,s==4|日常登录,,,0,,,101,0,1,,,5,,2,1171,1,,,,,,,,,,
31152,,s==10|本日活跃度达到100,,,1051,,,377,0,100,,,5,,2,1171,1,,,,,,,,,,
31153,,s==8|当天充值任意金额,,,1930,,,510,0,1,,,5,,2,1171,1,,,,,,,,,,
31161,,s==4|日常登录,,,0,,,101,0,1,,,6,,2,1171,1,,,,,,,,,,
31162,,s==10|本日活跃度达到100,,,1051,,,377,0,100,,,6,,2,1171,1,,,,,,,,,,
31163,,s==8|当天充值任意金额,,,1930,,,510,0,1,,,6,,2,1171,1,,,,,,,,,,
31171,,s==4|日常登录,,,0,,,101,0,1,,,7,,2,1171,1,,,,,,,,,,
31172,,s==10|本日活跃度达到100,,,1051,,,377,0,100,,,7,,2,1171,1,,,,,,,,,,
