id,name,isPassive,isPre,parentSkillSlot,parentEffectIndex,checkDead,tipsType,sub,eventRate,onTriggerScene,eventType,triggerTimeType,triggerTime,coolDown,targetType,selectType,selectNum,selectParam,hit,crit,control,rateType,rate,rateParam,conditionType,condition-condition-1,condition-conditionValue-1,condition-conditionParam-1,condition-condition-2,condition-conditionValue-2,condition-conditionParam-2,func,funcParamStr,funcTimes,entityEffectIdArr%1,entityEffectIdArr%2,entityEffectIdArr%3,entityEffectIdArr%4,entityEffectIdArr%5,entityEffectIdArr%6,entityEffectIdArr%7,entityEffectIdArr%8,entityEffectIdArr%9,entityEffectIdArr%10,exEffectId,spEffectTarget,calc,property,propertyValue,calc_lv,property_lv,propertyValue_lv,desc,fetterType,fetterId,nation,isForce,needDressId,fieldSkill,fieldSkillTarget,
15100111,s==59|Gây 430578 sát thương tuyệt đối lên 4 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==12|value:430578,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100121,s==59|Gây 484094 sát thương tuyệt đối lên 4 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==12|value:484094,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100131,s==59|Gây 628273 sát thương tuyệt đối lên 4 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==12|value:628273,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100141,s==59|Gây 760242 sát thương tuyệt đối lên 4 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==12|value:760242,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100151,s==59|Gây 897960 sát thương tuyệt đối lên 4 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==12|value:897960,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100161,s==13|value:1001248,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1001248,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100171,s==13|value:1104536,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1104536,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100181,s==13|value:1207824,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1207824,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100191,s==13|value:1311112,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1311112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100201,s==13|value:1414400,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1414400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100211,s==13|value:1517688,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1517688,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100221,s==13|value:1620976,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1620976,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100231,s==13|value:1724264,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1724264,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100241,s==13|value:1827552,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1827552,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100251,s==13|value:1930840,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1930840,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
16100011,s==57|Gây 9100 sát thương tuyệt đối lên 2 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,2,,,,,,,,,,,,,,,19,s==10|value:9100,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100021,s==58|Gây 21240 sát thương tuyệt đối lên 2 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,2,,,,,,,,,,,,,,,19,s==11|value:21240,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100031,s==58|Gây 34975 sát thương tuyệt đối lên 2 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,2,,,,,,,,,,,,,,,19,s==11|value:34975,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100041,s==58|Gây 49587 sát thương tuyệt đối lên 2 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,2,,,,,,,,,,,,,,,19,s==11|value:49587,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100051,s==58|Gây 65992 sát thương tuyệt đối lên 2 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,2,,,,,,,,,,,,,,,19,s==11|value:65992,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100061,s==58|Gây 80380 sát thương tuyệt đối lên 3 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,19,s==11|value:80380,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100071,s==59|Gây 119516 sát thương tuyệt đối lên 3 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,19,s==12|value:119516,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100081,s==59|Gây 169137 sát thương tuyệt đối lên 3 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,19,s==12|value:169137,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100091,s==59|Gây 228037 sát thương tuyệt đối lên 3 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,19,s==12|value:228037,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100101,s==59|Gây 307166 sát thương tuyệt đối lên 4 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==12|value:307166,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100111,s==59|Gây 430578 sát thương tuyệt đối lên 4 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==12|value:430578,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100121,s==59|Gây 484094 sát thương tuyệt đối lên 4 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==12|value:484094,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100131,s==59|Gây 628273 sát thương tuyệt đối lên 4 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==12|value:628273,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100141,s==59|Gây 760242 sát thương tuyệt đối lên 4 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==12|value:760242,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100151,s==59|Gây 897960 sát thương tuyệt đối lên 4 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==12|value:897960,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100161,s==13|value:1001248,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1001248,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100171,s==13|value:1104536,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1104536,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100181,s==13|value:1207824,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1207824,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100191,s==13|value:1311112,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1311112,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100201,s==13|value:1414400,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1414400,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100211,s==13|value:1517688,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1517688,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100221,s==13|value:1620976,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1620976,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100231,s==13|value:1724264,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1724264,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100241,s==13|value:1827552,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1827552,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
16100251,s==13|value:1930840,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1930840,1,1601001,,,,,,,,,,,,,,,,,,,,,,,,,,
2000011,s==57|Gây 9100 sát thương tuyệt đối lên 2 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,2,,,,,,,,,,,,,,,19,s==10|value:9100,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000021,s==58|Gây 21240 sát thương tuyệt đối lên 2 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,2,,,,,,,,,,,,,,,19,s==11|value:21240,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000031,s==58|Gây 34975 sát thương tuyệt đối lên 2 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,2,,,,,,,,,,,,,,,19,s==11|value:34975,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000041,s==58|Gây 49587 sát thương tuyệt đối lên 2 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,2,,,,,,,,,,,,,,,19,s==11|value:49587,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000051,s==58|Gây 65992 sát thương tuyệt đối lên 2 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,2,,,,,,,,,,,,,,,19,s==11|value:65992,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000061,s==58|Gây 80380 sát thương tuyệt đối lên 3 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,19,s==11|value:80380,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000071,s==59|Gây 119516 sát thương tuyệt đối lên 3 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,19,s==12|value:119516,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000081,s==59|Gây 169137 sát thương tuyệt đối lên 3 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,19,s==12|value:169137,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000091,s==59|Gây 228037 sát thương tuyệt đối lên 3 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,19,s==12|value:228037,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000101,s==59|Gây 307166 sát thương tuyệt đối lên 4 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==12|value:307166,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000111,s==59|Gây 430578 sát thương tuyệt đối lên 4 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==12|value:430578,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000121,s==59|Gây 484094 sát thương tuyệt đối lên 4 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==12|value:484094,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000131,s==59|Gây 628273 sát thương tuyệt đối lên 4 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==12|value:628273,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000141,s==59|Gây 760242 sát thương tuyệt đối lên 4 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==12|value:760242,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000151,s==59|Gây 897960 sát thương tuyệt đối lên 4 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==12|value:897960,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000161,s==13|value:1001248,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1001248,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000171,s==13|value:1104536,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1104536,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000181,s==13|value:1207824,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1207824,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000191,s==13|value:1311112,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1311112,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000201,s==13|value:1414400,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1414400,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000211,s==13|value:1517688,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1517688,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000221,s==13|value:1620976,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1620976,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000231,s==13|value:1724264,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1724264,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000241,s==13|value:1827552,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1827552,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000251,s==13|value:1930840,,,,,,,,,,,,,,2,5,4,,,,,,,,,,,,,,,19,s==13|value:1930840,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,
2000012,s==55|27% xác suất làm giảm 9% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,2700,,,,,,,,,3,s==15|buffId1:2000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000022,s==56|29% xác suất làm giảm 11% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,2900,,,,,,,,,3,s==15|buffId1:2000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000032,s==56|31% xác suất làm giảm 13% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,3100,,,,,,,,,3,s==15|buffId1:2000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000042,s==56|33% xác suất làm giảm 15% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,3300,,,,,,,,,3,s==15|buffId1:2000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000052,s==56|35% xác suất làm giảm 17% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,3500,,,,,,,,,3,s==15|buffId1:2000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000062,s==56|37% xác suất làm giảm 19% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,3700,,,,,,,,,3,s==15|buffId1:2000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000072,s==56|39% xác suất làm giảm 21% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,3900,,,,,,,,,3,s==15|buffId1:2000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000082,s==56|41% xác suất làm giảm 23% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,4100,,,,,,,,,3,s==15|buffId1:2000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000092,s==56|43% xác suất làm giảm 25% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,4300,,,,,,,,,3,s==15|buffId1:2000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000102,s==56|45% xác suất làm giảm 27% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,4500,,,,,,,,,3,s==15|buffId1:2000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000112,s==56|47% xác suất làm giảm 29% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,4700,,,,,,,,,3,s==15|buffId1:2000112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000122,s==56|50% xác suất làm giảm 31% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,3,s==15|buffId1:2000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000132,s==56|50% xác suất làm giảm 33% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,3,s==15|buffId1:2000132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000142,s==56|50% xác suất làm giảm 35% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,3,s==15|buffId1:2000142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000152,s==56|50% xác suất làm giảm 37% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,3,s==15|buffId1:2000152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000162,s==56|50% xác suất làm giảm 37% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,3,s==15|buffId1:2000162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000172,s==56|50% xác suất làm giảm 37% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,3,s==15|buffId1:2000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000182,s==56|50% xác suất làm giảm 37% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,3,s==15|buffId1:2000182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000192,s==56|50% xác suất làm giảm 37% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,3,s==15|buffId1:2000192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000202,s==56|50% xác suất làm giảm 37% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,3,s==15|buffId1:2000202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000212,s==56|50% xác suất làm giảm 37% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,3,s==15|buffId1:2000212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000222,s==56|50% xác suất làm giảm 37% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,3,s==15|buffId1:2000222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000232,s==56|50% xác suất làm giảm 37% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,3,s==15|buffId1:2000232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000242,s==56|50% xác suất làm giảm 37% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,3,s==15|buffId1:2000242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000252,s==56|50% xác suất làm giảm 37% công kích mục tiêu trong 2 hồi,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,3,s==15|buffId1:2000252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000103,s==106|Đồng thời khiến 2 tướng ngẫu nhiên bên ta nhận được 【Hộ Thủ】 bằng 10% sinh mệnh tối đa， đều kéo dài 2 lượt,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,,,,3,s==15|buffId1:2000103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000113,s==106|Đồng thời khiến 2 tướng ngẫu nhiên bên ta nhận được 【Hộ Thủ】 bằng 13% sinh mệnh tối đa， đều kéo dài 2 lượt,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,,,,3,s==15|buffId1:2000113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000123,s==106|Đồng thời khiến 2 tướng ngẫu nhiên bên ta nhận được 【Hộ Thủ】 bằng 16% sinh mệnh tối đa， đều kéo dài 2 lượt,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,,,,3,s==15|buffId1:2000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000133,s==106|Đồng thời khiến 2 tướng ngẫu nhiên bên ta nhận được 【Hộ Thủ】 bằng 20% sinh mệnh tối đa， đều kéo dài 2 lượt,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,,,,3,s==15|buffId1:2000133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000143,s==106|Đồng thời khiến 2 tướng ngẫu nhiên bên ta nhận được 【Hộ Thủ】 bằng 24% sinh mệnh tối đa， đều kéo dài 2 lượt,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,,,,3,s==15|buffId1:2000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000153,s==106|Đồng thời khiến 2 tướng ngẫu nhiên bên ta nhận được 【Hộ Thủ】 bằng 28% sinh mệnh tối đa， đều kéo dài 2 lượt,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,,,,3,s==15|buffId1:2000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000163,s==106|Đồng thời khiến 2 tướng ngẫu nhiên bên ta nhận được 【Hộ Thủ】 bằng 28% sinh mệnh tối đa， đều kéo dài 2 lượt,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,,,,3,s==15|buffId1:2000163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000173,s==106|Đồng thời khiến 2 tướng ngẫu nhiên bên ta nhận được 【Hộ Thủ】 bằng 28% sinh mệnh tối đa， đều kéo dài 2 lượt,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,,,,3,s==15|buffId1:2000173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000183,s==106|Đồng thời khiến 2 tướng ngẫu nhiên bên ta nhận được 【Hộ Thủ】 bằng 28% sinh mệnh tối đa， đều kéo dài 2 lượt,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,,,,3,s==15|buffId1:2000183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000193,s==106|Đồng thời khiến 2 tướng ngẫu nhiên bên ta nhận được 【Hộ Thủ】 bằng 28% sinh mệnh tối đa， đều kéo dài 2 lượt,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,,,,3,s==15|buffId1:2000193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000203,s==106|Đồng thời khiến 2 tướng ngẫu nhiên bên ta nhận được 【Hộ Thủ】 bằng 28% sinh mệnh tối đa， đều kéo dài 2 lượt,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,,,,3,s==15|buffId1:2000203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000213,s==106|Đồng thời khiến 2 tướng ngẫu nhiên bên ta nhận được 【Hộ Thủ】 bằng 28% sinh mệnh tối đa， đều kéo dài 2 lượt,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,,,,3,s==15|buffId1:2000213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000223,s==106|Đồng thời khiến 2 tướng ngẫu nhiên bên ta nhận được 【Hộ Thủ】 bằng 28% sinh mệnh tối đa， đều kéo dài 2 lượt,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,,,,3,s==15|buffId1:2000223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000233,s==106|Đồng thời khiến 2 tướng ngẫu nhiên bên ta nhận được 【Hộ Thủ】 bằng 28% sinh mệnh tối đa， đều kéo dài 2 lượt,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,,,,3,s==15|buffId1:2000233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000243,s==106|Đồng thời khiến 2 tướng ngẫu nhiên bên ta nhận được 【Hộ Thủ】 bằng 28% sinh mệnh tối đa， đều kéo dài 2 lượt,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,,,,3,s==15|buffId1:2000243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000253,s==106|Đồng thời khiến 2 tướng ngẫu nhiên bên ta nhận được 【Hộ Thủ】 bằng 28% sinh mệnh tối đa， đều kéo dài 2 lượt,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,,,,3,s==15|buffId1:2000253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26507211,s==106|Đồng thời khiến 2 tướng ngẫu nhiên bên ta nhận được 【Hộ Thủ】 bằng 28% sinh mệnh tối đa， đều kéo dài 2 lượt,,,,,,,,,,,,,,1,5,5,,,,,,,,,,,,,,,3,s==15|buffId1:2000263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100011,s==57|Gây 9100 sát thương tuyệt đối lên 2 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,2,,,,,,,,,,,,,,,19,s==10|value:9100,1,16000,,,,,,,,,,,,,,,,,,,,,,,,,,
2100021,s==58|Gây 21240 sát thương tuyệt đối lên 2 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,2,,,,,,,,,,,,,,,19,s==11|value:21240,1,16000,,,,,,,,,,,,,,,,,,,,,,,,,,
2100031,s==58|Gây 34975 sát thương tuyệt đối lên 2 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,2,,,,,,,,,,,,,,,19,s==11|value:34975,1,16000,,,,,,,,,,,,,,,,,,,,,,,,,,
2100041,s==58|Gây 49587 sát thương tuyệt đối lên 2 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,2,,,,,,,,,,,,,,,19,s==11|value:49587,1,16000,,,,,,,,,,,,,,,,,,,,,,,,,,
2100051,s==58|Gây 65992 sát thương tuyệt đối lên 2 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,2,,,,,,,,,,,,,,,19,s==11|value:65992,1,16000,,,,,,,,,,,,,,,,,,,,,,,,,,
2100061,s==58|Gây 80380 sát thương tuyệt đối lên 3 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,19,s==11|value:80380,1,16000,,,,,,,,,,,,,,,,,,,,,,,,,,
2100071,s==59|Gây 119516 sát thương tuyệt đối lên 3 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,19,s==12|value:119516,1,16000,,,,,,,,,,,,,,,,,,,,,,,,,,
2100081,s==59|Gây 169137 sát thương tuyệt đối lên 3 tướng địch ngẫu nhiên,,,,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,19,s==12|value:169137,1,16000,,,,,,,,,,,,,,,,,,,,,,,,,,
