id,heroId,level,skills-v0-1,skills-v1-1,skills-v2-1,skills-v0-2,skills-v1-2,skills-v2-2,skills-v0-3,skills-v1-3,skills-v2-3,skills-v0-4,skills-v1-4,skills-v2-4,skills-v0-5,skills-v1-5,skills-v2-5,skills-v0-6,skills-v1-6,skills-v2-6,skills-v0-7,skills-v1-7,skills-v2-7,skills-v0-8,skills-v1-8,skills-v2-8,skills-v0-9,skills-v1-9,skills-v2-9,
245080014,24508001,4,211014,212014,213014,221014,222014,223014,231014,232014,233024,24508414,24508424,24508434,251014,252014,253024,261034,262014,263034,271034,272034,273034,24508844,24508824,24508834,281014,282034,283014,
245080015,24508001,5,211015,212015,213015,221015,222015,223015,231015,232015,233025,24508415,24508425,24508435,251015,252015,253025,261035,262015,263035,271035,272035,273035,24508845,24508825,24508835,281015,282035,283015,
245171,24517,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,24517411,24517421,24517431,251011,252011,253021,261021,262011,263011,271021,272011,273011,24517811,24517821,24517831,281021,282021,283031,
245172,24517,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,24517412,24517422,24517432,251012,252012,253022,261022,262012,263012,271022,272012,273012,24517812,24517822,24517832,281022,282022,283032,
245173,24517,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,24517413,24517423,24517433,251013,252013,253023,261023,262013,263013,271023,272013,273013,24517813,24517823,24517833,281023,282023,283033,
245174,24517,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,24517414,24517424,24517434,251014,252014,253024,261024,262014,263014,271024,272014,273014,24517814,24517824,24517834,281024,282024,283034,
245175,24517,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,24517415,24517425,24517435,251015,252015,253025,261025,262015,263015,271025,272015,273015,24517815,24517825,24517835,281025,282025,283035,
245181,24518,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,24518411,24518421,24518431,251011,252011,253021,261011,262021,263031,271021,272021,273011,24518811,24518821,24518831,281031,282021,283011,
245182,24518,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,24518412,24518422,24518432,251012,252012,253022,261012,262022,263032,271022,272022,273012,24518812,24518822,24518832,281032,282022,283012,
245183,24518,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,24518413,24518423,24518433,251013,252013,253023,261013,262023,263033,271023,272023,273013,24518813,24518823,24518833,281033,282023,283013,
245184,24518,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,24518414,24518424,24518434,251014,252014,253024,261014,262024,263034,271024,272024,273014,24518814,24518824,24518834,281034,282024,283014,
245185,24518,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,24518415,24518425,24518435,251015,252015,253025,261015,262025,263035,271025,272025,273015,24518815,24518825,24518835,281035,282025,283015,
235060011,23506001,1,211011,212011,213011,221011,222011,223011,231021,232011,233011,23506411,23506421,23506431,251011,252011,253021,261031,262011,263031,271031,272031,273031,23506841,23506851,23506861,281021,282011,283031,
235060012,23506001,2,211012,212012,213012,221012,222012,223012,231022,232012,233012,23506412,23506422,23506432,251012,252012,253022,261032,262012,263032,271032,272032,273032,23506842,23506852,23506862,281022,282012,283032,
235060013,23506001,3,211013,212013,213013,221013,222013,223013,231023,232013,233013,23506413,23506423,23506433,251013,252013,253023,261033,262013,263033,271033,272033,273033,23506843,23506853,23506863,281023,282013,283033,
235060014,23506001,4,211014,212014,213014,221014,222014,223014,231024,232014,233014,23506414,23506424,23506434,251014,252014,253024,261034,262014,263034,271034,272034,273034,23506844,23506854,23506864,281024,282014,283034,
235060015,23506001,5,211015,212015,213015,221015,222015,223015,231025,232015,233015,23506415,23506425,23506435,251015,252015,253025,261035,262015,263035,271035,272035,273035,23506845,23506855,23506865,281025,282015,283035,
235060021,23506002,1,211011,212011,213011,221011,222011,223011,231021,232011,233011,23506411,23506421,23506431,251011,252011,253021,261031,262011,263031,271031,272031,273031,23506871,23506881,23506891,281021,282011,283031,
235060022,23506002,2,211012,212012,213012,221012,222012,223012,231022,232012,233012,23506412,23506422,23506432,251012,252012,253022,261032,262012,263032,271032,272032,273032,23506872,23506882,23506892,281022,282012,283032,
235060023,23506002,3,211013,212013,213013,221013,222013,223013,231023,232013,233013,23506413,23506423,23506433,251013,252013,253023,261033,262013,263033,271033,272033,273033,23506873,23506883,23506893,281023,282013,283033,
235060024,23506002,4,211014,212014,213014,221014,222014,223014,231024,232014,233014,23506414,23506424,23506434,251014,252014,253024,261034,262014,263034,271034,272034,273034,23506874,23506884,23506894,281024,282014,283034,
235060025,23506002,5,211015,212015,213015,221015,222015,223015,231025,232015,233015,23506415,23506425,23506435,251015,252015,253025,261035,262015,263035,271035,272035,273035,23506875,23506885,23506895,281025,282015,283035,
300511,30051,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,-1,-1,-1,251011,252011,253011,261011,262011,263031,271011,272031,273031,-3,-3,-3,281021,282011,283031,
300512,30051,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,-1,-1,-1,251012,252012,253012,261012,262012,263032,271012,272032,273032,-3,-3,-3,281022,282012,283032,
300513,30051,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,-1,-1,-1,251013,252013,253013,261013,262013,263033,271013,272033,273033,-3,-3,-3,281023,282013,283033,
300514,30051,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,-1,-1,-1,251014,252014,253014,261014,262014,263034,271014,272034,273034,-3,-3,-3,281024,282014,283034,
300515,30051,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,-1,-1,-1,251015,252015,253015,261015,262015,263035,271015,272035,273035,-3,-3,-3,281025,282015,283035,
300521,30052,1,211011,212011,213011,221011,222011,223011,231021,232011,233011,-1,-1,-1,251011,252011,253021,261021,262021,263011,271021,272021,273031,-3,-3,-3,281021,282021,283031,
300522,30052,2,211012,212012,213012,221012,222012,223012,231022,232012,233012,-1,-1,-1,251012,252012,253022,261022,262022,263012,271022,272022,273032,-3,-3,-3,281022,282022,283032,
300523,30052,3,211013,212013,213013,221013,222013,223013,231023,232013,233013,-1,-1,-1,251013,252013,253023,261023,262023,263013,271023,272023,273033,-3,-3,-3,281023,282023,283033,
300524,30052,4,211014,212014,213014,221014,222014,223014,231024,232014,233014,-1,-1,-1,251014,252014,253024,261024,262024,263014,271024,272024,273034,-3,-3,-3,281024,282024,283034,
300525,30052,5,211015,212015,213015,221015,222015,223015,231025,232015,233015,-1,-1,-1,251015,252015,253025,261025,262025,263015,271025,272025,273035,-3,-3,-3,281025,282025,283035,
300531,30053,1,211011,212011,213011,221011,222011,223011,231011,232021,233011,-1,-1,-1,251011,252011,253011,261031,262031,263021,271021,272021,273021,-3,-3,-3,281031,282021,283011,
300532,30053,2,211012,212012,213012,221012,222012,223012,231012,232022,233012,-1,-1,-1,251012,252012,253012,261032,262032,263022,271022,272022,273022,-3,-3,-3,281032,282022,283012,
300533,30053,3,211013,212013,213013,221013,222013,223013,231013,232023,233013,-1,-1,-1,251013,252013,253013,261033,262033,263023,271023,272023,273023,-3,-3,-3,281033,282023,283013,
300534,30053,4,211014,212014,213014,221014,222014,223014,231014,232024,233014,-1,-1,-1,251014,252014,253014,261034,262034,263024,271024,272024,273024,-3,-3,-3,281034,282024,283014,
300535,30053,5,211015,212015,213015,221015,222015,223015,231015,232025,233015,-1,-1,-1,251015,252015,253015,261035,262035,263025,271025,272025,273025,-3,-3,-3,281035,282025,283015,
300541,30054,1,211011,212011,213011,221011,222011,223011,231011,232021,233021,-1,-1,-1,251011,252011,253021,261011,262031,263031,271011,272011,273031,-3,-3,-3,281011,282031,283021,
300542,30054,2,211012,212012,213012,221012,222012,223012,231012,232022,233022,-1,-1,-1,251012,252012,253022,261012,262032,263032,271012,272012,273032,-3,-3,-3,281012,282032,283022,
300543,30054,3,211013,212013,213013,221013,222013,223013,231013,232023,233023,-1,-1,-1,251013,252013,253023,261013,262033,263033,271013,272013,273033,-3,-3,-3,281013,282033,283023,
300544,30054,4,211014,212014,213014,221014,222014,223014,231014,232024,233024,-1,-1,-1,251014,252014,253024,261014,262034,263034,271014,272014,273034,-3,-3,-3,281014,282034,283024,
300545,30054,5,211015,212015,213015,221015,222015,223015,231015,232025,233025,-1,-1,-1,251015,252015,253025,261015,262035,263035,271015,272015,273035,-3,-3,-3,281015,282035,283025,
300551,30055,1,211011,212011,213011,221011,222011,223011,231021,232011,233011,-1,-1,-1,251011,252011,253021,261011,262011,263031,271031,272031,273031,-3,-3,-3,281011,282011,283031,
300552,30055,2,211012,212012,213012,221012,222012,223012,231022,232012,233012,-1,-1,-1,251012,252012,253022,261012,262012,263032,271032,272032,273032,-3,-3,-3,281012,282012,283032,
300553,30055,3,211013,212013,213013,221013,222013,223013,231023,232013,233013,-1,-1,-1,251013,252013,253023,261013,262013,263033,271033,272033,273033,-3,-3,-3,281013,282013,283033,
300554,30055,4,211014,212014,213014,221014,222014,223014,231024,232014,233014,-1,-1,-1,251014,252014,253024,261014,262014,263034,271034,272034,273034,-3,-3,-3,281014,282014,283034,
300555,30055,5,211015,212015,213015,221015,222015,223015,231025,232015,233015,-1,-1,-1,251015,252015,253025,261015,262015,263035,271035,272035,273035,-3,-3,-3,281015,282015,283035,
300561,30056,1,211011,212011,213011,221011,222011,223011,231011,232021,233021,-1,-1,-1,251011,252011,253021,261011,262031,263031,271021,272021,273011,-3,-3,-3,281021,282021,283031,
300562,30056,2,211012,212012,213012,221012,222012,223012,231012,232022,233022,-1,-1,-1,251012,252012,253022,261012,262032,263032,271022,272022,273012,-3,-3,-3,281022,282022,283032,
300563,30056,3,211013,212013,213013,221013,222013,223013,231013,232023,233023,-1,-1,-1,251013,252013,253023,261013,262033,263033,271023,272023,273013,-3,-3,-3,281023,282023,283033,
300564,30056,4,211014,212014,213014,221014,222014,223014,231014,232024,233024,-1,-1,-1,251014,252014,253024,261014,262034,263034,271024,272024,273014,-3,-3,-3,281024,282024,283034,
300565,30056,5,211015,212015,213015,221015,222015,223015,231015,232025,233025,-1,-1,-1,251015,252015,253025,261015,262035,263035,271025,272025,273015,-3,-3,-3,281025,282025,283035,
300571,30057,1,211011,212011,213011,221011,222011,223011,231011,232021,233021,-1,-1,-1,251011,252011,253021,261031,262031,263031,271031,272021,273021,-3,-3,-3,281011,282021,283011,
300572,30057,2,211012,212012,213012,221012,222012,223012,231012,232022,233022,-1,-1,-1,251012,252012,253022,261032,262032,263032,271032,272022,273022,-3,-3,-3,281012,282022,283012,
300573,30057,3,211013,212013,213013,221013,222013,223013,231013,232023,233023,-1,-1,-1,251013,252013,253023,261033,262033,263033,271033,272023,273023,-3,-3,-3,281013,282023,283013,
300574,30057,4,211014,212014,213014,221014,222014,223014,231014,232024,233024,-1,-1,-1,251014,252014,253024,261034,262034,263034,271034,272024,273024,-3,-3,-3,281014,282024,283014,
300575,30057,5,211015,212015,213015,221015,222015,223015,231015,232025,233025,-1,-1,-1,251015,252015,253025,261035,262035,263035,271035,272025,273025,-3,-3,-3,281015,282025,283015,
300581,30058,1,211011,212011,213011,221011,222011,223011,231011,232011,233021,-1,-1,-1,251011,252011,253021,261011,262031,263031,271011,272011,273031,-3,-3,-3,281031,282031,283021,
300582,30058,2,211012,212012,213012,221012,222012,223012,231012,232012,233022,-1,-1,-1,251012,252012,253022,261012,262032,263032,271012,272012,273032,-3,-3,-3,281032,282032,283022,
300583,30058,3,211013,212013,213013,221013,222013,223013,231013,232013,233023,-1,-1,-1,251013,252013,253023,261013,262033,263033,271013,272013,273033,-3,-3,-3,281033,282033,283023,
300584,30058,4,211014,212014,213014,221014,222014,223014,231014,232014,233024,-1,-1,-1,251014,252014,253024,261014,262034,263034,271014,272014,273034,-3,-3,-3,281034,282034,283024,
300585,30058,5,211015,212015,213015,221015,222015,223015,231015,232015,233025,-1,-1,-1,251015,252015,253025,261015,262035,263035,271015,272015,273035,-3,-3,-3,281035,282035,283025,
300591,30059,1,211011,212011,213011,221011,222011,223011,231021,232011,233011,-1,-1,-1,251011,252011,253021,261031,262011,263031,271031,272031,273031,-3,-3,-3,281021,282011,283031,
300592,30059,2,211012,212012,213012,221012,222012,223012,231022,232012,233012,-1,-1,-1,251012,252012,253022,261032,262012,263032,271032,272032,273032,-3,-3,-3,281022,282012,283032,
300593,30059,3,211013,212013,213013,221013,222013,223013,231023,232013,233013,-1,-1,-1,251013,252013,253023,261033,262013,263033,271033,272033,273033,-3,-3,-3,281023,282013,283033,
300594,30059,4,211014,212014,213014,221014,222014,223014,231024,232014,233014,-1,-1,-1,251014,252014,253024,261034,262014,263034,271034,272034,273034,-3,-3,-3,281024,282014,283034,
300595,30059,5,211015,212015,213015,221015,222015,223015,231025,232015,233015,-1,-1,-1,251015,252015,253025,261035,262015,263035,271035,272035,273035,-3,-3,-3,281025,282015,283035,
300601,30060,1,211011,212011,213011,221011,222011,223011,231011,232021,233011,-1,-1,-1,251011,252011,253021,261021,262021,263031,271031,272031,273021,-3,-3,-3,281031,282021,283031,
300602,30060,2,211012,212012,213012,221012,222012,223012,231012,232022,233012,-1,-1,-1,251012,252012,253022,261022,262022,263032,271032,272032,273022,-3,-3,-3,281032,282022,283032,
300603,30060,3,211013,212013,213013,221013,222013,223013,231013,232023,233013,-1,-1,-1,251013,252013,253023,261023,262023,263033,271033,272033,273023,-3,-3,-3,281033,282023,283033,
300604,30060,4,211014,212014,213014,221014,222014,223014,231014,232024,233014,-1,-1,-1,251014,252014,253024,261024,262024,263034,271034,272034,273024,-3,-3,-3,281034,282024,283034,
300605,30060,5,211015,212015,213015,221015,222015,223015,231015,232025,233015,-1,-1,-1,251015,252015,253025,261025,262025,263035,271035,272035,273025,-3,-3,-3,281035,282025,283035,
300611,30061,1,211011,212011,213011,221011,222011,223011,231011,232021,233021,-1,-1,-1,251011,252011,253011,261021,262021,263011,271021,272021,273021,-3,-3,-3,281031,282021,283011,
300612,30061,2,211012,212012,213012,221012,222012,223012,231012,232022,233022,-1,-1,-1,251012,252012,253012,261022,262022,263012,271022,272022,273022,-3,-3,-3,281032,282022,283012,
300613,30061,3,211013,212013,213013,221013,222013,223013,231013,232023,233023,-1,-1,-1,251013,252013,253013,261023,262023,263013,271023,272023,273023,-3,-3,-3,281033,282023,283013,
300614,30061,4,211014,212014,213014,221014,222014,223014,231014,232024,233024,-1,-1,-1,251014,252014,253014,261024,262024,263014,271024,272024,273024,-3,-3,-3,281034,282024,283014,
300615,30061,5,211015,212015,213015,221015,222015,223015,231015,232025,233025,-1,-1,-1,251015,252015,253015,261025,262025,263015,271025,272025,273025,-3,-3,-3,281035,282025,283015,
300621,30062,1,211011,212011,213011,221011,222011,223011,231021,232011,233011,-1,-1,-1,251011,252011,253021,261031,262031,263031,271031,272031,273031,-3,-3,-3,281011,282031,283011,
300622,30062,2,211012,212012,213012,221012,222012,223012,231022,232012,233012,-1,-1,-1,251012,252012,253022,261032,262032,263032,271032,272032,273032,-3,-3,-3,281012,282032,283012,
300623,30062,3,211013,212013,213013,221013,222013,223013,231023,232013,233013,-1,-1,-1,251013,252013,253023,261033,262033,263033,271033,272033,273033,-3,-3,-3,281013,282033,283013,
300624,30062,4,211014,212014,213014,221014,222014,223014,231024,232014,233014,-1,-1,-1,251014,252014,253024,261034,262034,263034,271034,272034,273034,-3,-3,-3,281014,282034,283014,
300625,30062,5,211015,212015,213015,221015,222015,223015,231025,232015,233015,-1,-1,-1,251015,252015,253025,261035,262035,263035,271035,272035,273035,-3,-3,-3,281015,282035,283015,
300631,30063,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,-1,-1,-1,251011,252011,253021,261031,262021,263011,271021,272031,273031,-3,-3,-3,281011,282011,283031,
300632,30063,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,-1,-1,-1,251012,252012,253022,261032,262022,263012,271022,272032,273032,-3,-3,-3,281012,282012,283032,
300633,30063,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,-1,-1,-1,251013,252013,253023,261033,262023,263013,271023,272033,273033,-3,-3,-3,281013,282013,283033,
300634,30063,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,-1,-1,-1,251014,252014,253024,261034,262024,263014,271024,272034,273034,-3,-3,-3,281014,282014,283034,
300635,30063,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,-1,-1,-1,251015,252015,253025,261035,262025,263015,271025,272035,273035,-3,-3,-3,281015,282015,283035,
300641,30064,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,-1,-1,-1,251011,252011,253021,261031,262021,263011,271021,272031,273031,-3,-3,-3,281021,282011,283031,
300642,30064,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,-1,-1,-1,251012,252012,253022,261032,262022,263012,271022,272032,273032,-3,-3,-3,281022,282012,283032,
300643,30064,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,-1,-1,-1,251013,252013,253023,261033,262023,263013,271023,272033,273033,-3,-3,-3,281023,282013,283033,
300644,30064,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,-1,-1,-1,251014,252014,253024,261034,262024,263014,271024,272034,273034,-3,-3,-3,281024,282014,283034,
300645,30064,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,-1,-1,-1,251015,252015,253025,261035,262025,263015,271025,272035,273035,-3,-3,-3,281025,282015,283035,
300651,30065,1,211011,212011,213011,221011,222011,223011,231011,232021,233021,-1,-1,-1,251011,252011,253011,261031,262031,263031,271011,272031,273011,-3,-3,-3,281011,282021,283011,
300652,30065,2,211012,212012,213012,221012,222012,223012,231012,232022,233022,-1,-1,-1,251012,252012,253012,261032,262032,263032,271012,272032,273012,-3,-3,-3,281012,282022,283012,
300653,30065,3,211013,212013,213013,221013,222013,223013,231013,232023,233023,-1,-1,-1,251013,252013,253013,261033,262033,263033,271013,272033,273013,-3,-3,-3,281013,282023,283013,
300654,30065,4,211014,212014,213014,221014,222014,223014,231014,232024,233024,-1,-1,-1,251014,252014,253014,261034,262034,263034,271014,272034,273014,-3,-3,-3,281014,282024,283014,
300655,30065,5,211015,212015,213015,221015,222015,223015,231015,232025,233025,-1,-1,-1,251015,252015,253015,261035,262035,263035,271015,272035,273015,-3,-3,-3,281015,282025,283015,
300661,30066,1,211011,212011,213011,221011,222011,223011,231011,232011,233021,-1,-1,-1,251011,252011,253021,261011,262031,263011,271021,272031,273021,-3,-3,-3,281011,282031,283021,
300662,30066,2,211012,212012,213012,221012,222012,223012,231012,232012,233022,-1,-1,-1,251012,252012,253022,261012,262032,263012,271022,272032,273022,-3,-3,-3,281012,282032,283022,
300663,30066,3,211013,212013,213013,221013,222013,223013,231013,232013,233023,-1,-1,-1,251013,252013,253023,261013,262033,263013,271023,272033,273023,-3,-3,-3,281013,282033,283023,
300664,30066,4,211014,212014,213014,221014,222014,223014,231014,232014,233024,-1,-1,-1,251014,252014,253024,261014,262034,263014,271024,272034,273024,-3,-3,-3,281014,282034,283024,
300665,30066,5,211015,212015,213015,221015,222015,223015,231015,232015,233025,-1,-1,-1,251015,252015,253025,261015,262035,263015,271025,272035,273025,-3,-3,-3,281015,282035,283025,
300671,30067,1,211011,212011,213011,221011,222011,223011,231011,232011,233021,-1,-1,-1,251011,252011,253021,261011,262011,263031,271031,272021,273031,-3,-3,-3,281011,282011,283031,
300672,30067,2,211012,212012,213012,221012,222012,223012,231012,232012,233022,-1,-1,-1,251012,252012,253022,261012,262012,263032,271032,272022,273032,-3,-3,-3,281012,282012,283032,
300673,30067,3,211013,212013,213013,221013,222013,223013,231013,232013,233023,-1,-1,-1,251013,252013,253023,261013,262013,263033,271033,272023,273033,-3,-3,-3,281013,282013,283033,
300674,30067,4,211014,212014,213014,221014,222014,223014,231014,232014,233024,-1,-1,-1,251014,252014,253024,261014,262014,263034,271034,272024,273034,-3,-3,-3,281014,282014,283034,
300675,30067,5,211015,212015,213015,221015,222015,223015,231015,232015,233025,-1,-1,-1,251015,252015,253025,261015,262015,263035,271035,272025,273035,-3,-3,-3,281015,282015,283035,
300681,30068,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,-1,-1,-1,251011,252011,253021,261021,262031,263011,271031,272021,273011,-3,-3,-3,281031,282021,283031,
300682,30068,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,-1,-1,-1,251012,252012,253022,261022,262032,263012,271032,272022,273012,-3,-3,-3,281032,282022,283032,
300683,30068,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,-1,-1,-1,251013,252013,253023,261023,262033,263013,271033,272023,273013,-3,-3,-3,281033,282023,283033,
300684,30068,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,-1,-1,-1,251014,252014,253024,261024,262034,263014,271034,272024,273014,-3,-3,-3,281034,282024,283034,
300685,30068,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,-1,-1,-1,251015,252015,253025,261025,262035,263015,271035,272025,273015,-3,-3,-3,281035,282025,283035,
300691,30069,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,-1,-1,-1,251011,252011,253021,261031,262031,263031,271021,272021,273021,-3,-3,-3,281011,282031,283021,
300692,30069,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,-1,-1,-1,251012,252012,253022,261032,262032,263032,271022,272022,273022,-3,-3,-3,281012,282032,283022,
300693,30069,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,-1,-1,-1,251013,252013,253023,261033,262033,263033,271023,272023,273023,-3,-3,-3,281013,282033,283023,
300694,30069,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,-1,-1,-1,251014,252014,253024,261034,262034,263034,271024,272024,273024,-3,-3,-3,281014,282034,283024,
300695,30069,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,-1,-1,-1,251015,252015,253025,261035,262035,263035,271025,272025,273025,-3,-3,-3,281015,282035,283025,
300701,30070,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,-1,-1,-1,251011,252011,253021,261011,262021,263031,271021,272031,273031,-3,-3,-3,281011,282031,283011,
300702,30070,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,-1,-1,-1,251012,252012,253022,261012,262022,263032,271022,272032,273032,-3,-3,-3,281012,282032,283012,
300703,30070,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,-1,-1,-1,251013,252013,253023,261013,262023,263033,271023,272033,273033,-3,-3,-3,281013,282033,283013,
300704,30070,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,-1,-1,-1,251014,252014,253024,261014,262024,263034,271024,272034,273034,-3,-3,-3,281014,282034,283014,
300705,30070,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,-1,-1,-1,251015,252015,253025,261015,262025,263035,271025,272035,273035,-3,-3,-3,281015,282035,283015,
265011,26501,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,26516411,26516421,26516431,251011,252011,253021,261011,262021,263031,271021,272021,273011,26506841,26506851,26506861,281031,282021,283011,
265012,26501,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,26516412,26516422,26516432,251012,252012,253022,261012,262022,263032,271022,272022,273012,26506842,26506852,26506862,281032,282022,283012,
265013,26501,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,26516413,26516423,26516433,251013,252013,253023,261013,262023,263033,271023,272023,273013,26506843,26506853,26506863,281033,282023,283013,
265014,26501,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,26516414,26516424,26516434,251014,252014,253024,261014,262024,263034,271024,272024,273014,26506844,26506854,26506864,281034,282024,283014,
265015,26501,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,26516415,26516425,26516435,251015,252015,253025,261015,262025,263035,271025,272025,273015,26506845,26506855,26506865,281035,282025,283015,
215161,21516,1,211011,212011,213011,221011,222011,223011,231011,232021,233011,21516411,21516421,21516431,251011,252011,253021,261011,262021,263031,271021,272021,273011,21516841,21516851,21516861,281011,282031,283021,
215162,21516,2,211012,212012,213012,221012,222012,223012,231012,232022,233012,21516412,21516422,21516432,251012,252012,253022,261012,262022,263032,271022,272022,273012,21516842,21516852,21516862,281012,282032,283022,
215163,21516,3,211013,212013,213013,221013,222013,223013,231013,232023,233013,21516413,21516423,21516433,251013,252013,253023,261013,262023,263033,271023,272023,273013,21516843,21516853,21516863,281013,282033,283023,
215164,21516,4,211014,212014,213014,221014,222014,223014,231014,232024,233014,21516414,21516424,21516434,251014,252014,253024,261014,262024,263034,271024,272024,273014,21516844,21516854,21516864,281014,282034,283024,
215165,21516,5,211015,212015,213015,221015,222015,223015,231015,232025,233015,21516415,21516425,21516435,251015,252015,253025,261015,262025,263035,271025,272025,273015,21516845,21516855,21516865,281015,282035,283025,
265021,26502,1,211011,212011,213011,221011,222011,223011,231011,232021,233011,26502411,26502421,26502431,251011,252011,253021,261011,262021,263031,271021,272021,273011,26502811,26502821,26502831,281021,282021,283031,
265022,26502,2,211012,212012,213012,221012,222012,223012,231012,232022,233012,26502412,26502422,26502432,251012,252012,253022,261012,262022,263032,271022,272022,273012,26502812,26502822,26502832,281022,282022,283032,
265023,26502,3,211013,212013,213013,221013,222013,223013,231013,232023,233013,26502413,26502423,26502433,251013,252013,253023,261013,262023,263033,271023,272023,273013,26502813,26502823,26502833,281023,282023,283033,
265024,26502,4,211014,212014,213014,221014,222014,223014,231014,232024,233014,26502414,26502424,26502434,251014,252014,253024,261014,262024,263034,271024,272024,273014,26502814,26502824,26502834,281024,282024,283034,
265025,26502,5,211015,212015,213015,221015,222015,223015,231015,232025,233015,26502415,26502425,26502435,251015,252015,253025,261015,262025,263035,271025,272025,273015,26502815,26502825,26502835,281025,282025,283035,
2451901,24519,1,211011,212011,213011,221011,222011,223011,231011,232021,233021,24519411,24519421,24519431,251011,252011,253021,261031,262021,263031,271031,272021,273011,24519811,24519821,24519831,281031,282021,283011,
2451902,24519,2,211012,212012,213012,221012,222012,223012,231012,232022,233022,24519412,24519422,24519432,251012,252012,253022,261032,262022,263032,271032,272022,273012,24519812,24519822,24519832,281032,282022,283012,
2451903,24519,3,211013,212013,213013,221013,222013,223013,231013,232023,233023,24519413,24519423,24519433,251013,252013,253023,261033,262023,263033,271033,272023,273013,24519813,24519823,24519833,281033,282023,283013,
2451904,24519,4,211014,212014,213014,221014,222014,223014,231014,232024,233024,24519414,24519424,24519434,251014,252014,253024,261034,262024,263034,271034,272024,273014,24519814,24519824,24519834,281034,282024,283014,
2451905,24519,5,211015,212015,213015,221015,222015,223015,231015,232025,233025,24519415,24519425,24519435,251015,252015,253025,261035,262025,263035,271035,272025,273015,24519815,24519825,24519835,281035,282025,283015,
2551901,25519,1,211011,212011,213011,221011,222011,223011,231011,232011,233011,25519411,25519421,25519431,251011,252011,253021,261021,262031,263011,271031,272021,273011,25519811,25519821,25519831,281031,282021,283031,
2551902,25519,2,211012,212012,213012,221012,222012,223012,231012,232012,233012,25519412,25519422,25519432,251012,252012,253022,261022,262032,263012,271032,272022,273012,25519812,25519822,25519832,281032,282022,283032,
2551903,25519,3,211013,212013,213013,221013,222013,223013,231013,232013,233013,25519413,25519423,25519433,251013,252013,253023,261023,262033,263013,271033,272023,273013,25519813,25519823,25519833,281033,282023,283033,
2551904,25519,4,211014,212014,213014,221014,222014,223014,231014,232014,233014,25519414,25519424,25519434,251014,252014,253024,261024,262034,263014,271034,272024,273014,25519814,25519824,25519834,281034,282024,283034,
2551905,25519,5,211015,212015,213015,221015,222015,223015,231015,232015,233015,25519415,25519425,25519435,251015,252015,253025,261025,262035,263015,271035,272025,273015,25519815,25519825,25519835,281035,282025,283035,
215150021,21515002,1,211011,212011,213011,221011,222011,223011,231011,232021,233011,21515411,21515421,21515431,251011,252011,253021,261011,262021,263031,271031,272031,273011,21515851,21515821,21515831,281031,282021,283031,
215150022,21515002,2,211012,212012,213012,221012,222012,223012,231012,232022,233012,21515412,21515422,21515432,251012,252012,253022,261012,262022,263032,271032,272032,273012,21515852,21515822,21515832,281032,282022,283032,
