id,dateStart,dateEnd,stageStart,stageEnd,stage,itemGroup,belovedItemID,isShowRecord,isRecord,desc,rewards-type-1,rewards-id-1,rewards-value-1,showOdd1,realOdd,preposeNum,mustNum,isShowSurplus,surplusNum,isEffect,
1,1,5,1,5,1,1,1,1,1,s==8|银龙飞将(永久),2,13002,1,67,100,50,200,,,1,
570,99,109,6,9,2,1,10,1,1,s==6|4级宝石自选,2,2088,1,125,500,60,120,1,8,,
571,99,109,6,9,2,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
572,99,109,6,9,2,2,,,,s==4|史诗残章,2,1076,1,200,200,,,,,,
573,99,109,6,9,2,2,,,,s==3|天眼符,2,1073,1,200,200,,,,,,
574,99,109,6,9,2,2,,,,s==7|高阶副将军功令,2,1018,4,100,100,,,,,,
575,99,109,6,9,2,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
576,99,109,6,9,2,2,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
577,99,109,6,9,2,2,,,,s==5|副将军功令,2,1017,6,500,500,,,,,,
578,99,109,6,9,2,3,,,,s==3|女儿红,2,1078,150,1000,1000,,,,,,
579,99,109,6,9,2,3,,,,s==4|转换神石,2,1052,12,1000,1000,,,,,,
580,99,109,6,9,2,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
581,99,109,6,9,2,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
582,99,109,6,9,2,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
583,99,109,6,9,2,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
584,99,109,6,9,2,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
585,99,109,6,9,2,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
586,99,109,6,9,2,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
587,99,109,6,9,2,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
588,99,109,6,9,2,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
589,110,120,1,5,1,1,1,1,1,s==8|北冥阎王(永久),2,13736,1,28,38,100,470,,,1,
590,110,120,1,5,1,1,2,1,1,s==8|御剑缚魂(永久),2,13733,1,28,38,100,470,,,1,
591,110,120,1,5,1,1,3,1,1,s==8|荒森孤狼(永久),2,13735,1,67,100,50,200,,,1,
592,110,120,1,5,1,1,4,1,1,s==7|神魔皮肤自选箱,2,6668,1,28,38,100,470,,,1,
593,110,120,1,5,1,1,5,1,1,s==7|三国皮肤自选箱,2,6669,1,71,111,50,200,,,1,
594,110,120,1,5,1,1,6,1,1,s==9|神兵皮肤碎片自选箱,2,6693,1,714,2500,10,25,1,7,1,
595,110,120,1,5,1,1,7,1,1,s==6|四星红装自选,2,2128,1,105,667,80,120,1,8,1,
596,110,120,1,5,1,1,8,1,1,s==6|4级宝石自选,2,2088,1,125,500,60,120,1,8,1,
597,110,120,1,5,1,1,9,1,1,s==8|完美星石自选石①,2,14701,3,167,333,30,80,1,8,,
598,110,120,1,5,1,1,10,1,1,s==4|虹玉仙毫,2,71007,3,167,333,30,80,1,1,,
599,110,120,1,5,1,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
600,110,120,1,5,1,2,,,,s==5|将印精炼石,2,1021,4,100,100,,,,,,
601,110,120,1,5,1,2,,,,s==5|战马锁定石,2,1057,1,200,200,,,,,,
602,110,120,1,5,1,2,,,,s==7|高阶副将军功令,2,1018,4,200,200,,,,,,
603,110,120,1,5,1,2,,,,s==5|副将军功令,2,1017,6,1000,1000,,,,,,
604,110,120,1,5,1,2,,,,s==4|战马粮草,2,1115,300,1000,1000,,,,,,
605,110,120,1,5,1,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
606,110,120,1,5,1,3,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
607,110,120,1,5,1,3,,,,s==4|将印精华,2,1020,6,500,500,,,,,,
608,110,120,1,5,1,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
609,110,120,1,5,1,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
610,110,120,1,5,1,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
611,110,120,1,5,1,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
612,110,120,1,5,1,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
613,110,120,1,5,1,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
614,110,120,1,5,1,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
615,110,120,1,5,1,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
616,110,120,1,5,1,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
617,110,120,6,9,2,1,1,1,1,s==8|北冥阎王(永久),2,13736,1,28,38,100,470,,,1,
618,110,120,6,9,2,1,2,1,1,s==8|天水麒麟(永久),2,13738,1,28,38,100,470,,,1,
619,110,120,6,9,2,1,3,1,1,s==4|白鹤碎片,2,14125,60,32,250,270,370,1,1,1,
620,110,120,6,9,2,1,4,1,1,s==6|神·张飞碎片,2,24516,50,500,50,1,40,,,1,
621,110,120,6,9,2,1,5,1,1,s==6|神·马超碎片,2,24517,50,500,50,1,40,,,1,
622,110,120,6,9,2,1,6,1,1,s==6|魔·华佗碎片,2,25514,50,500,50,1,40,,,1,
623,110,120,6,9,2,1,7,1,1,s==7|魔·司马懿碎片,2,25516,50,500,50,1,40,,,1,
624,110,120,6,9,2,1,8,1,1,s==8|君主武将自选礼盒,2,6724,1,333,100,100,150,,,1,
625,110,120,6,9,2,1,9,1,1,s==6|四星红装自选,2,2128,1,105,667,80,120,1,8,,
626,110,120,6,9,2,1,10,1,1,s==6|4级宝石自选,2,2088,1,125,500,60,120,1,8,,
627,110,120,6,9,2,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
628,110,120,6,9,2,2,,,,s==4|史诗残章,2,1076,1,200,200,,,,,,
629,110,120,6,9,2,2,,,,s==3|天眼符,2,1073,1,200,200,,,,,,
630,110,120,6,9,2,2,,,,s==7|高阶副将军功令,2,1018,4,100,100,,,,,,
631,110,120,6,9,2,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
632,110,120,6,9,2,2,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
633,110,120,6,9,2,2,,,,s==5|副将军功令,2,1017,6,500,500,,,,,,
634,110,120,6,9,2,3,,,,s==3|女儿红,2,1078,150,1000,1000,,,,,,
635,110,120,6,9,2,3,,,,s==4|转换神石,2,1052,12,1000,1000,,,,,,
636,110,120,6,9,2,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
637,110,120,6,9,2,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
638,110,120,6,9,2,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
639,110,120,6,9,2,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
640,110,120,6,9,2,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
641,110,120,6,9,2,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
642,110,120,6,9,2,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
643,110,120,6,9,2,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
644,110,120,6,9,2,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
645,121,131,1,5,1,1,1,1,1,s==8|北冥阎王(永久),2,13736,1,28,38,100,470,,,1,
646,121,131,1,5,1,1,2,1,1,s==8|御剑缚魂(永久),2,13733,1,28,38,100,470,,,1,
647,121,131,1,5,1,1,3,1,1,s==8|荒森孤狼(永久),2,13735,1,67,100,50,200,,,1,
648,121,131,1,5,1,1,4,1,1,s==7|神魔皮肤自选箱,2,6668,1,28,38,100,470,,,1,
649,121,131,1,5,1,1,5,1,1,s==7|三国皮肤自选箱,2,6669,1,71,111,50,200,,,1,
650,121,131,1,5,1,1,6,1,1,s==9|神兵皮肤碎片自选箱,2,6693,1,714,2500,10,25,1,7,1,
651,121,131,1,5,1,1,7,1,1,s==6|四星红装自选,2,2128,1,105,667,80,120,1,8,1,
652,121,131,1,5,1,1,8,1,1,s==6|4级宝石自选,2,2088,1,125,500,60,120,1,8,1,
653,121,131,1,5,1,1,9,1,1,s==8|完美星石自选石①,2,14701,3,167,333,30,80,1,8,,
654,121,131,1,5,1,1,10,1,1,s==4|虹玉仙毫,2,71007,3,167,333,30,80,1,1,,
655,121,131,1,5,1,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
656,121,131,1,5,1,2,,,,s==4|配饰之魂,2,1009,5,100,100,,,,,,
657,121,131,1,5,1,2,,,,s==5|神兵精炼石,2,1029,10,200,200,,,,,,
658,121,131,1,5,1,2,,,,s==4|宝物之魂,2,1044,4,100,100,,,,,,
659,121,131,1,5,1,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
660,121,131,1,5,1,2,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
661,121,131,1,5,1,2,,,,s==5|配饰升星石,2,1011,6,500,500,,,,,,
662,121,131,1,5,1,3,,,,s==3|女儿红,2,1078,150,1000,1000,,,,,,
663,121,131,1,5,1,3,,,,s==5|宝物进阶石,2,1043,10,1000,1000,,,,,,
664,121,131,1,5,1,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
665,121,131,1,5,1,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
666,121,131,1,5,1,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
667,121,131,1,5,1,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
668,121,131,1,5,1,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
669,121,131,1,5,1,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
670,121,131,1,5,1,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
671,121,131,1,5,1,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
672,121,131,1,5,1,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
673,121,131,6,9,2,1,1,1,1,s==8|北冥阎王(永久),2,13736,1,28,38,100,470,,,1,
674,121,131,6,9,2,1,2,1,1,s==8|天水麒麟(永久),2,13738,1,28,38,100,470,,,1,
675,121,131,6,9,2,1,3,1,1,s==4|白鹤碎片,2,14125,60,32,250,270,370,1,1,1,
676,121,131,6,9,2,1,4,1,1,s==6|神·张飞碎片,2,24516,50,500,50,1,40,,,1,
677,121,131,6,9,2,1,5,1,1,s==6|神·马超碎片,2,24517,50,500,50,1,40,,,1,
678,121,131,6,9,2,1,6,1,1,s==6|魔·华佗碎片,2,25514,50,500,50,1,40,,,1,
679,121,131,6,9,2,1,7,1,1,s==7|魔·司马懿碎片,2,25516,50,500,50,1,40,,,1,
680,121,131,6,9,2,1,8,1,1,s==8|君主武将自选礼盒,2,6724,1,333,100,100,150,,,1,
681,121,131,6,9,2,1,9,1,1,s==6|四星红装自选,2,2128,1,105,667,80,120,1,8,,
682,121,131,6,9,2,1,10,1,1,s==6|4级宝石自选,2,2088,1,125,500,60,120,1,8,,
683,121,131,6,9,2,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
684,121,131,6,9,2,2,,,,s==4|配饰之魂,2,1009,5,100,100,,,,,,
685,121,131,6,9,2,2,,,,s==5|神兵精炼石,2,1029,10,200,200,,,,,,
686,121,131,6,9,2,2,,,,s==4|宝物之魂,2,1044,4,100,100,,,,,,
687,121,131,6,9,2,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
688,121,131,6,9,2,2,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
689,121,131,6,9,2,3,,,,s==5|配饰升星石,2,1011,6,500,500,,,,,,
690,121,131,6,9,2,3,,,,s==3|女儿红,2,1078,150,1000,1000,,,,,,
691,121,131,6,9,2,3,,,,s==5|宝物进阶石,2,1043,10,1000,1000,,,,,,
692,121,131,6,9,2,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
693,121,131,6,9,2,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
694,121,131,6,9,2,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
695,121,131,6,9,2,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
696,121,131,6,9,2,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
697,121,131,6,9,2,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
698,121,131,6,9,2,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
699,121,131,6,9,2,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
700,121,131,6,9,2,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
701,132,142,1,5,1,1,1,1,1,s==8|北冥阎王(永久),2,13736,1,28,38,100,470,,,1,
702,132,142,1,5,1,1,2,1,1,s==8|御剑缚魂(永久),2,13733,1,28,38,100,470,,,1,
703,132,142,1,5,1,1,3,1,1,s==8|荒森孤狼(永久),2,13735,1,67,100,50,200,,,1,
704,132,142,1,5,1,1,4,1,1,s==7|神魔皮肤自选箱,2,6668,1,28,38,100,470,,,1,
705,132,142,1,5,1,1,5,1,1,s==7|三国皮肤自选箱,2,6669,1,71,111,50,200,,,1,
706,132,142,1,5,1,1,6,1,1,s==9|神兵皮肤碎片自选箱,2,6693,1,714,2500,10,25,1,7,1,
707,132,142,1,5,1,1,7,1,1,s==6|四星红装自选,2,2128,1,105,667,80,120,1,8,1,
708,132,142,1,5,1,1,8,1,1,s==6|4级宝石自选,2,2088,1,125,500,60,120,1,8,1,
709,132,142,1,5,1,1,9,1,1,s==8|完美星石自选石①,2,14701,3,167,333,30,80,1,8,,
710,132,142,1,5,1,1,10,1,1,s==4|虹玉仙毫,2,71007,3,167,333,30,80,1,1,,
711,132,142,1,5,1,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
712,132,142,1,5,1,2,,,,s==4|配饰之魂,2,1009,5,100,100,,,,,,
713,132,142,1,5,1,2,,,,s==5|神兵精炼石,2,1029,10,200,200,,,,,,
714,132,142,1,5,1,2,,,,s==4|宝物之魂,2,1044,4,100,100,,,,,,
715,132,142,1,5,1,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
716,132,142,1,5,1,2,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
717,132,142,1,5,1,2,,,,s==5|配饰升星石,2,1011,6,500,500,,,,,,
718,132,142,1,5,1,3,,,,s==3|女儿红,2,1078,150,1000,1000,,,,,,
719,132,142,1,5,1,3,,,,s==5|宝物进阶石,2,1043,10,1000,1000,,,,,,
720,132,142,1,5,1,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
721,132,142,1,5,1,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
722,132,142,1,5,1,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
723,132,142,1,5,1,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
724,132,142,1,5,1,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
725,132,142,1,5,1,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
726,132,142,1,5,1,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
727,132,142,1,5,1,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
728,132,142,1,5,1,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
729,132,142,6,9,2,1,1,1,1,s==8|北冥阎王(永久),2,13736,1,28,38,100,470,,,1,
730,132,142,6,9,2,1,2,1,1,s==8|天水麒麟(永久),2,13738,1,28,38,100,470,,,1,
731,132,142,6,9,2,1,3,1,1,s==4|白鹤碎片,2,14125,60,32,250,270,370,1,1,1,
732,132,142,6,9,2,1,4,1,1,s==6|神·张飞碎片,2,24516,50,500,50,1,40,,,1,
733,132,142,6,9,2,1,5,1,1,s==6|神·马超碎片,2,24517,50,500,50,1,40,,,1,
734,132,142,6,9,2,1,6,1,1,s==6|魔·华佗碎片,2,25514,50,500,50,1,40,,,1,
735,132,142,6,9,2,1,7,1,1,s==7|魔·司马懿碎片,2,25516,50,500,50,1,40,,,1,
736,132,142,6,9,2,1,8,1,1,s==8|君主武将自选礼盒,2,6724,1,333,100,100,150,,,1,
737,132,142,6,9,2,1,9,1,1,s==6|四星红装自选,2,2128,1,105,667,80,120,1,8,,
738,132,142,6,9,2,1,10,1,1,s==6|4级宝石自选,2,2088,1,125,500,60,120,1,8,,
739,132,142,6,9,2,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
740,132,142,6,9,2,2,,,,s==4|配饰之魂,2,1009,5,100,100,,,,,,
741,132,142,6,9,2,2,,,,s==5|神兵精炼石,2,1029,10,200,200,,,,,,
742,132,142,6,9,2,2,,,,s==4|宝物之魂,2,1044,4,100,100,,,,,,
743,132,142,6,9,2,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
744,132,142,6,9,2,2,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
745,132,142,6,9,2,3,,,,s==5|配饰升星石,2,1011,6,500,500,,,,,,
746,132,142,6,9,2,3,,,,s==3|女儿红,2,1078,150,1000,1000,,,,,,
747,132,142,6,9,2,3,,,,s==5|宝物进阶石,2,1043,10,1000,1000,,,,,,
748,132,142,6,9,2,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
749,132,142,6,9,2,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
750,132,142,6,9,2,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
751,132,142,6,9,2,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
752,132,142,6,9,2,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
753,132,142,6,9,2,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
754,132,142,6,9,2,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
755,132,142,6,9,2,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
756,132,142,6,9,2,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
757,143,-1,1,5,1,1,1,1,1,s==8|北冥阎王(永久),2,13736,1,28,38,100,470,,,1,
758,143,-1,1,5,1,1,2,1,1,s==8|荒森孤狼(永久),2,13735,1,67,100,50,200,,,1,
759,143,-1,1,5,1,1,3,1,1,s==7|神魔皮肤自选箱,2,6668,1,28,38,100,470,,,1,
760,143,-1,1,5,1,1,4,1,1,s==7|三国皮肤自选箱,2,6669,1,71,111,50,200,,,1,
761,143,-1,1,5,1,1,5,1,1,s==9|神兵皮肤碎片自选箱,2,6693,1,714,2500,10,25,1,7,1,
762,143,-1,1,5,1,1,6,1,1,s==7|美人碎片自选箱,2,6722,1,714,2500,10,25,1,7,1,
763,143,-1,1,5,1,1,7,1,1,s==6|4级宝石自选,2,2088,1,125,500,60,120,1,8,1,
764,143,-1,1,5,1,1,8,1,1,s==4|赤兔碎片,2,14104,60,32,250,270,370,1,1,1,
765,143,-1,1,5,1,1,9,1,1,s==4|虹玉仙毫,2,71007,3,167,333,30,80,1,1,,
766,143,-1,1,5,1,1,10,1,1,s==4|天命神符,2,1227,1,200,500,30,80,1,2,,
767,143,-1,1,5,1,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
768,143,-1,1,5,1,2,,,,s==4|美人锦缎,2,1082,5,100,100,,,,,,
769,143,-1,1,5,1,2,,,,s==5|神兵精炼石,2,1029,10,200,200,,,,,,
770,143,-1,1,5,1,2,,,,s==4|美人凤冠,2,1081,4,100,100,,,,,,
771,143,-1,1,5,1,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
772,143,-1,1,5,1,2,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
773,143,-1,1,5,1,2,,,,s==5|宝物进阶石,2,1043,10,500,500,,,,,,
774,143,-1,1,5,1,3,,,,s==3|女儿红,2,1078,150,1000,1000,,,,,,
775,143,-1,1,5,1,3,,,,s==5|配饰升星石,2,1011,6,1000,1000,,,,,,
776,143,-1,1,5,1,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
777,143,-1,1,5,1,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
778,143,-1,1,5,1,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
779,143,-1,1,5,1,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
780,143,-1,1,5,1,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
781,143,-1,1,5,1,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
782,143,-1,1,5,1,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
783,143,-1,1,5,1,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
784,143,-1,1,5,1,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
785,143,-1,6,9,2,1,1,1,1,s==8|北冥阎王(永久),2,13736,1,28,38,100,470,,,1,
786,143,-1,6,9,2,1,2,1,1,s==8|天水麒麟(永久),2,13738,1,28,38,100,470,,,1,
787,143,-1,6,9,2,1,3,1,1,s==4|白鹤碎片,2,14125,60,32,250,270,370,1,1,1,
788,143,-1,6,9,2,1,4,1,1,s==6|神·张飞碎片,2,24516,50,500,50,1,40,,,1,
789,143,-1,6,9,2,1,5,1,1,s==6|神·马超碎片,2,24517,50,500,50,1,40,,,1,
790,143,-1,6,9,2,1,6,1,1,s==6|魔·华佗碎片,2,25514,50,500,50,1,40,,,1,
791,143,-1,6,9,2,1,7,1,1,s==7|魔·司马懿碎片,2,25516,50,500,50,1,40,,,1,
792,143,-1,6,9,2,1,8,1,1,s==8|君主武将自选礼盒,2,6724,1,333,100,100,150,,,1,
793,143,-1,6,9,2,1,9,1,1,s==6|四星红装自选,2,2128,1,105,667,80,120,1,8,,
794,143,-1,6,9,2,2,,,,s==6|5星神魔碎片,2,3014,10,300,300,,,,,,
795,143,-1,6,9,2,2,,,,s==4|配饰之魂,2,1009,5,100,100,,,,,,
796,143,-1,6,9,2,2,,,,s==5|神兵精炼石,2,1029,10,200,200,,,,,,
797,143,-1,6,9,2,2,,,,s==4|宝物之魂,2,1044,4,100,100,,,,,,
798,143,-1,6,9,2,2,,,,s==3|淬火玉,2,1037,4,100,100,,,,,,
799,143,-1,6,9,2,2,,,,s==3|打孔石,2,1036,5,530,530,,,,,,
800,143,-1,6,9,2,3,,,,s==5|配饰升星石,2,1011,6,500,500,,,,,,
801,143,-1,6,9,2,3,,,,s==3|女儿红,2,1078,150,1000,1000,,,,,,
802,143,-1,6,9,2,3,,,,s==5|宝物进阶石,2,1043,10,1000,1000,,,,,,
803,143,-1,6,9,2,3,,,,s==5|高级寻访令,2,1003,1,500,500,,,,,,
804,143,-1,6,9,2,3,,,,s==5|神兵强化石,2,1027,20,800,800,,,,,,
805,143,-1,6,9,2,3,,,,s==4|自选精粹,2,1077,40,660,660,,,,,,
806,143,-1,6,9,2,3,,,,s==6|5星随机碎片,2,3008,10,500,500,,,,,,
807,143,-1,6,9,2,3,,,,s==6|4星随机碎片,2,3002,30,800,800,,,,,,
808,143,-1,6,9,2,3,,,,s==3|将印石,2,1006,300,800,800,,,,,,
809,143,-1,6,9,2,3,,,,s==3|突破石,2,1001,300,800,800,,,,,,
810,143,-1,6,9,2,3,,,,s==6|幸运铜钱福袋,2,2200,3,600,600,,,,,,
811,143,-1,6,9,2,3,,,,s==6|幸运经验福袋,2,2201,3,600,600,,,,,,
