id,name,detail,isPassive,type,round,combine,exForce,exRound,useTimes,noDispel,forever,subCls,priority,checkDead,eventType,Func-use-1,Func-id-1,Func-value-1,Func-calcFun-1,Func-dependentTarget-1,Func-dependentType-1,Func-dependentId-1,Func-dependentCalcType-1,Func-dependentValue-1,Func-exDependentValue-1,Func-use-2,Func-id-2,Func-value-2,Func-calcFun-2,Func-dependentTarget-2,Func-dependentType-2,Func-dependentId-2,Func-dependentCalcType-2,Func-dependentValue-2,Func-exDependentValue-2,conditionType,condition-condition-1,condition-conditionValue-1,condition-conditionParam-1,condition-condition-2,condition-conditionValue-2,condition-conditionParam-2,iconId,buffEnterArmatureId,buffEnterAnim,buffEnterBackArmatureId,buffEnterBackAnim,buffSustainArmatureId,buffSustainAnim,buffSustainBackArmatureId,buffSustainBackAnim,buffRemoveArmatureId,buffRemoveAnim,buffRemoveBackArmatureId,buffRemoveBackAnim,buffHramArmatureId,buffHramAnim,buffHramBackArmatureId,buffHramBackAnim,pauseHeroAnim,heroGray,posType,reverse,spBuffEffectId,flyWordPicId,buffFlyWordType,isForce,
4000193,s==11|Thoái Nhược,s==40|Sát thương chịu tăng 36%， duy trì 2 lượt,,2,2,-1,,,,,,17507,,,,5,102,3600,0,,,,,,,,,,,,,,,,,,,,,,,,17116,,,,,,,,,,,,,,,,,,,,,,312,,,
4000203,s==11|Thoái Nhược,s==40|Sát thương chịu tăng 38%， duy trì 2 lượt,,2,2,-1,,,,,,17507,,,,5,102,3800,0,,,,,,,,,,,,,,,,,,,,,,,,17116,,,,,,,,,,,,,,,,,,,,,,312,,,
4000213,s==11|Thoái Nhược,s==40|Sát thương chịu tăng 40%， duy trì 2 lượt,,2,2,-1,,,,,,17507,,,,5,102,4000,0,,,,,,,,,,,,,,,,,,,,,,,,17116,,,,,,,,,,,,,,,,,,,,,,312,,,
4000223,s==11|Thoái Nhược,s==40|Sát thương chịu tăng 42%， duy trì 2 lượt,,2,2,-1,,,,,,17507,,,,5,102,4200,0,,,,,,,,,,,,,,,,,,,,,,,,17116,,,,,,,,,,,,,,,,,,,,,,312,,,
4000233,s==11|Thoái Nhược,s==40|Sát thương chịu tăng 44%， duy trì 2 lượt,,2,2,-1,,,,,,17507,,,,5,102,4400,0,,,,,,,,,,,,,,,,,,,,,,,,17116,,,,,,,,,,,,,,,,,,,,,,312,,,
4000243,s==11|Thoái Nhược,s==40|Sát thương chịu tăng 46%， duy trì 2 lượt,,2,2,-1,,,,,,17507,,,,5,102,4600,0,,,,,,,,,,,,,,,,,,,,,,,,17116,,,,,,,,,,,,,,,,,,,,,,312,,,
4000253,s==11|Thoái Nhược,s==40|Sát thương chịu tăng 48%， duy trì 2 lượt,,2,2,-1,,,,,,17507,,,,5,102,4800,0,,,,,,,,,,,,,,,,,,,,,,,,17116,,,,,,,,,,,,,,,,,,,,,,312,,,
5000012,s==6|Hôn Mê,s==116|Tướng mang trạng thái này không thể hành động， duy trì 2 lượt， hiệu quả này không chịu ảnh hưởng chính xác khống chế,,2,2,-1,,,,,,10,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,17209,,,,,9,s==15|effect_hunmi_cx,,,,,,,,,,,,,1,,,321,,,
5000022,s==6|Hôn Mê,s==116|Tướng mang trạng thái này không thể hành động， duy trì 2 lượt， hiệu quả này không chịu ảnh hưởng chính xác khống chế,,2,2,-1,,,,,,10,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,17209,,,,,9,s==15|effect_hunmi_cx,,,,,,,,,,,,,1,,,321,,,
5000032,s==6|Hôn Mê,s==116|Tướng mang trạng thái này không thể hành động， duy trì 2 lượt， hiệu quả này không chịu ảnh hưởng chính xác khống chế,,2,2,-1,,,,,,10,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,17209,,,,,9,s==15|effect_hunmi_cx,,,,,,,,,,,,,1,,,321,,,
5000042,s==6|Hôn Mê,s==116|Tướng mang trạng thái này không thể hành động， duy trì 2 lượt， hiệu quả này không chịu ảnh hưởng chính xác khống chế,,2,2,-1,,,,,,10,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,17209,,,,,9,s==15|effect_hunmi_cx,,,,,,,,,,,,,1,,,321,,,
5000052,s==6|Hôn Mê,s==116|Tướng mang trạng thái này không thể hành động， duy trì 2 lượt， hiệu quả này không chịu ảnh hưởng chính xác khống chế,,2,2,-1,,,,,,10,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,17209,,,,,9,s==15|effect_hunmi_cx,,,,,,,,,,,,,1,,,321,,,
5000062,s==6|Hôn Mê,s==116|Tướng mang trạng thái này không thể hành động， duy trì 2 lượt， hiệu quả này không chịu ảnh hưởng chính xác khống chế,,2,2,-1,,,,,,10,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,17209,,,,,9,s==15|effect_hunmi_cx,,,,,,,,,,,,,1,,,321,,,
5000072,s==6|Hôn Mê,s==116|Tướng mang trạng thái này không thể hành động， duy trì 2 lượt， hiệu quả này không chịu ảnh hưởng chính xác khống chế,,2,2,-1,,,,,,10,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,17209,,,,,9,s==15|effect_hunmi_cx,,,,,,,,,,,,,1,,,321,,,
5000082,s==6|Hôn Mê,s==116|Tướng mang trạng thái này không thể hành động， duy trì 2 lượt， hiệu quả này không chịu ảnh hưởng chính xác khống chế,,2,2,-1,,,,,,10,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,17209,,,,,9,s==15|effect_hunmi_cx,,,,,,,,,,,,,1,,,321,,,
5000092,s==6|Hôn Mê,s==116|Tướng mang trạng thái này không thể hành động， duy trì 2 lượt， hiệu quả này không chịu ảnh hưởng chính xác khống chế,,2,2,-1,,,,,,10,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,17209,,,,,9,s==15|effect_hunmi_cx,,,,,,,,,,,,,1,,,321,,,
5000102,s==6|Hôn Mê,s==116|Tướng mang trạng thái này không thể hành động， duy trì 2 lượt， hiệu quả này không chịu ảnh hưởng chính xác khống chế,,2,2,-1,,,,,,10,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,17209,,,,,9,s==15|effect_hunmi_cx,,,,,,,,,,,,,1,,,321,,,
5000112,s==6|Hôn Mê,s==116|Tướng mang trạng thái này không thể hành động， duy trì 2 lượt， hiệu quả này không chịu ảnh hưởng chính xác khống chế,,2,2,-1,,,,,,10,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,17209,,,,,9,s==15|effect_hunmi_cx,,,,,,,,,,,,,1,,,321,,,
5000122,s==6|Hôn Mê,s==116|Tướng mang trạng thái này không thể hành động， duy trì 2 lượt， hiệu quả này không chịu ảnh hưởng chính xác khống chế,,2,2,-1,,,,,,10,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,17209,,,,,9,s==15|effect_hunmi_cx,,,,,,,,,,,,,1,,,321,,,
5000132,s==6|Hôn Mê,s==116|Tướng mang trạng thái này không thể hành động， duy trì 2 lượt， hiệu quả này không chịu ảnh hưởng chính xác khống chế,,2,2,-1,,,,,,10,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,17209,,,,,9,s==15|effect_hunmi_cx,,,,,,,,,,,,,1,,,321,,,
5000142,s==6|Hôn Mê,s==116|Tướng mang trạng thái này không thể hành động， duy trì 2 lượt， hiệu quả này không chịu ảnh hưởng chính xác khống chế,,2,2,-1,,,,,,10,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,17209,,,,,9,s==15|effect_hunmi_cx,,,,,,,,,,,,,1,,,321,,,
5000152,s==6|Hôn Mê,s==116|Tướng mang trạng thái này không thể hành động， duy trì 2 lượt， hiệu quả này không chịu ảnh hưởng chính xác khống chế,,2,2,-1,,,,,,10,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,17209,,,,,9,s==15|effect_hunmi_cx,,,,,,,,,,,,,1,,,321,,,
5000103,s==10|Công Kích ,s==33|Tấn công tăng 10%， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,1000,1,3,1,2,1,1000,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
5000113,s==10|Công Kích ,s==34|Công kích tăng 13%， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,1300,1,3,1,2,1,1300,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
5000123,s==10|Công Kích ,s==34|Công kích tăng 16%， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,1600,1,3,1,2,1,1600,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
5000133,s==10|Công Kích ,s==33|Tấn công tăng 20%， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,2000,1,3,1,2,1,2000,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
5000143,s==10|Công Kích ,s==35|Tăng công kích 24%， kéo dài 2 lượt.,,1,2,-1,,,,,,17401,,,,5,2,2400,1,3,1,2,1,2400,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
5000153,s==10|Công Kích ,s==33|Tấn công tăng 28%， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,2800,1,3,1,2,1,2800,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
5000163,s==10|Công Kích ,s==34|Công kích tăng 30%， kéo dài 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,3000,1,3,1,2,1,3000,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
5000173,s==10|Công Kích ,s==33|Tấn công tăng 32%， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,3200,1,3,1,2,1,3200,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
5000183,s==10|Công Kích ,s==33|Tấn công tăng 34%， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,3400,1,3,1,2,1,3400,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
5000193,s==10|Công Kích ,s==33|Tấn công tăng 36%， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,3600,1,3,1,2,1,3600,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
5000203,s==10|Công Kích ,s==34|Công kích tăng 38%， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,3800,1,3,1,2,1,3800,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
5000213,s==10|Công Kích ,s==33|Công kích tăng 40%， kéo dài 2 hồi,,1,2,-1,,,,,,17401,,,,5,2,4000,1,3,1,2,1,4000,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
5000223,s==10|Công Kích ,s==34|Công kích tăng 42%， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,4200,1,3,1,2,1,4200,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
5000233,s==10|Công Kích ,s==34|Công kích tăng 44%， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,4400,1,3,1,2,1,4400,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
5000243,s==10|Công Kích ,s==34|Công kích tăng 46%， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,4600,1,3,1,2,1,4600,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
5000253,s==10|Công Kích ,s==34|Công kích tăng 48%， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,4800,1,3,1,2,1,4800,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
8010101,s==13|Bạo kích giảm,s==38|Tỷ lệ bạo kích giảm 5%， duy trì 2 lượt,,2,2,-1,,,,,,17405,,,,5,5,500,0,,,,,,,,,,,,,,,,,,,,,,,,17101,80100,s==6|effect,,,,,,,,,,,,,,,,,3,1,,205,,,
8010102,s==10|Nguyền rủa,s==167|Võ tướng mang trạng thái này sau khi kết thúc lượt sẽ chịu sát thương thực bằng 【Công kích của người thi triển * 30%】 (bỏ qua hiệu quả lá chắn)， tối đa cộng dồn 5 tầng,,2,1,5,,,,,,4,,,,,,,,,,,,,,4,99,3000,1,1,1,2,1,3000,,,,,,,,,17229,,,,,,,,,,,,,,,,,,,,,,356,1,,
8010103,s==10|Công Kích ,s==75|Công kích tăng 5% công kích kỳ mưu và 5% công kích bản thân， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,,,,7,2,-1,500,500,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
8010104,s==11|Sát thương ,s==34|Tăng sát thương 5%， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,10,500,0,,,,,,,,,,,,,,,,,,,,,,,,17125,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,109,,,
8010201,s==13|Bạo kích giảm,s==38|Tỷ lệ bạo kích giảm 7%， duy trì 2 lượt,,2,2,-1,,,,,,17405,,,,5,5,700,0,,,,,,,,,,,,,,,,,,,,,,,,17101,80100,s==6|effect,,,,,,,,,,,,,,,,,3,1,,205,,,
8010203,s==10|Công Kích ,s==75|Công kích tăng 6% công kích kỳ mưu và 5% công kích bản thân， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,,,,7,2,-1,500,600,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
8010204,s==11|Sát thương ,s==34|Sát thương tăng 6%， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,10,600,0,,,,,,,,,,,,,,,,,,,,,,,,17125,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,109,,,
8010301,s==13|Bạo kích giảm,s==38|Tỷ lệ bạo kích giảm 9%， duy trì 2 lượt,,2,2,-1,,,,,,17405,,,,5,5,900,0,,,,,,,,,,,,,,,,,,,,,,,,17101,80100,s==6|effect,,,,,,,,,,,,,,,,,3,1,,205,,,
8010303,s==10|Công Kích ,s==75|Công kích tăng 7% công kích kỳ mưu và 5% công kích bản thân， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,,,,7,2,-1,500,700,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
8010304,s==11|Sát thương ,s==34|Tăng sát thương 7%， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,10,700,0,,,,,,,,,,,,,,,,,,,,,,,,17125,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,109,,,
8010401,s==13|Bạo kích giảm,s==39|Giảm tỉ lệ chí mạng 11%， duy trì 2 lượt,,2,2,-1,,,,,,17405,,,,5,5,1100,0,,,,,,,,,,,,,,,,,,,,,,,,17101,80100,s==6|effect,,,,,,,,,,,,,,,,,3,1,,205,,,
8010403,s==10|Công Kích ,s==80|Tăng công kích bằng 8% công kích kỳ mưu và 5% công kích bản thân， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,,,,7,2,-1,500,800,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
8010404,s==11|Sát thương ,s==34|Tăng sát thương 8%， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,10,800,0,,,,,,,,,,,,,,,,,,,,,,,,17125,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,109,,,
8010501,s==13|Bạo kích giảm,s==39|Giảm tỉ lệ chí mạng 13%， duy trì 2 lượt,,2,2,-1,,,,,,17405,,,,5,5,1300,0,,,,,,,,,,,,,,,,,,,,,,,,17101,80100,s==6|effect,,,,,,,,,,,,,,,,,3,1,,205,,,
8010503,s==10|Công Kích ,s==80|Tăng công kích bằng 9% công kích kỳ mưu và 5% công kích bản thân， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,,,,7,2,-1,500,900,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
8010504,s==11|Sát thương ,s==34|Tăng sát thương 9%， duy trì 2 lượt,,1,2,-1,,,,,,17401,,,,5,10,900,0,,,,,,,,,,,,,,,,,,,,,,,,17125,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,109,,,
8040101,s==9|Bất khuất,s==153|Tướng mang trạng thái này khi bị hạ lần đầu nhất định hồi sinh và giữ lại ít sinh mệnh， hiệu quả này chịu ảnh hưởng trạng thái 【Mai Táng】， duy trì 1 lượt,,1,1,-1,,,1,1,1,51,,1,s==3|5:3,,,,,,,,,,,,804011,1,,,,,,,,,,,,,,,17203,,,,,,,,,,,,,,,,,,,,,,309,,,
8060112,s==10| kháng bạo,s==38|Tăng kháng chí mạng 5%， duy trì 2 lượt,,1,2,-1,,,,,,17643,,,,5,7,500,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,,,,,,,,,,,,,,,,,,110,,,
8060113,s==12|Miễn Thương ,s==35|Miễn thương tăng 5%， duy trì 2 lượt,,1,2,-1,,,,,,11,,,,5,11,500,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,112,,,
8060312,s==10| kháng bạo,s==38|Tăng kháng chí mạng 6%， duy trì 2 lượt,,1,2,-1,,,,,,17643,,,,5,7,600,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,,,,,,,,,,,,,,,,,,110,,,
8060313,s==12|Miễn Thương ,s==39|Tăng miễn sát thương 6%， duy trì 2 lượt,,1,2,-1,,,,,,11,,,,5,11,600,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,112,,,
8060412,s==10| kháng bạo,s==38|Tăng kháng chí mạng 7%， duy trì 2 lượt,,1,2,-1,,,,,,17643,,,,5,7,700,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,,,,,,,,,,,,,,,,,,110,,,
8060413,s==12|Miễn Thương ,s==39|Tăng miễn sát thương 7%， duy trì 2 lượt,,1,2,-1,,,,,,11,,,,5,11,700,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,112,,,
8060512,s==10| kháng bạo,s==38|Tăng kháng chí mạng 8%， duy trì 2 lượt,,1,2,-1,,,,,,17643,,,,5,7,800,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,,,,,,,,,,,,,,,,,,110,,,
8060513,s==12|Miễn Thương ,s==39|Tăng miễn sát thương 8%， duy trì 2 lượt,,1,2,-1,,,,,,11,,,,5,11,800,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,112,,,
8070111,s==11|Tốc độ giảm,s==31|Tốc độ giảm 15%， duy trì 2 lượt,,2,2,-1,,,,,,17503,,,,5,4,1500,1,3,1,4,1,1500,,,,,,,,,,,,,,,,,,,17127,,,,,,,,,,,,,,,,,,,,,,203,,,
8100112,s==14|Công Kích Giảm,s==33|Giảm công kích 5%， duy trì 3 lượt,,2,3,-1,,,,,,17501,,,,5,2,500,1,3,1,2,1,500,,,,,,,,,,,,,,,,,,,17111,,,,,,,,,,,,,,,,,,,,,,201,,,
8100113,s==9|Trung độc,s==147|Võ tướng mang trạng thái này kết thúc lượt chịu tổn thất 【5% mạng lượng tối đa】， tối đa không vượt quá 10 lần công kích của pháp sư， duy trì 2 lượt,,2,1,-1,,,,,,17304,,,,4,1,500,1,3,8,,,,10,,,,,,,,,,,,,,,,,,17228,,,,,20,s==17|effect_zhongdu_cx,,,,,,,,,,,,,4,,,354,1,,
8120101,s==9|Bạo kích ,s==38|Tỷ lệ chí mạng tăng 5%， duy trì 2 lượt,,1,2,-1,,,,,,17405,,,,5,5,500,0,,,,,,,,,,,,,,,,,,,,,,,,17102,81200,s==8|effect_1,81200,s==8|effect_2,,,,,,,,,,,,,,,3,1,,105,,,
8120201,s==9|Bạo kích ,s==38|Tăng tỉ lệ chí mạng 7%， duy trì 2 lượt,,1,2,-1,,,,,,17405,,,,5,5,700,0,,,,,,,,,,,,,,,,,,,,,,,,17102,81200,s==8|effect_1,81200,s==8|effect_2,,,,,,,,,,,,,,,3,1,,105,,,
8120301,s==9|Bạo kích ,s==38|Tăng tỉ lệ chí mạng 9%， duy trì 2 lượt,,1,2,-1,,,,,,17405,,,,5,5,900,0,,,,,,,,,,,,,,,,,,,,,,,,17102,81200,s==8|effect_1,81200,s==8|effect_2,,,,,,,,,,,,,,,3,1,,105,,,
8120401,s==9|Bạo kích ,s==39|Tăng tỉ lệ chí mạng 11%， duy trì 2 lượt,,1,2,-1,,,,,,17405,,,,5,5,1100,0,,,,,,,,,,,,,,,,,,,,,,,,17102,81200,s==8|effect_1,81200,s==8|effect_2,,,,,,,,,,,,,,,3,1,,105,,,
8120501,s==9|Bạo kích ,s==39|Tăng tỉ lệ chí mạng 13%， duy trì 2 lượt,,1,2,-1,,,,,,17405,,,,5,5,1300,0,,,,,,,,,,,,,,,,,,,,,,,,17102,81200,s==8|effect_1,81200,s==8|effect_2,,,,,,,,,,,,,,,3,1,,105,,,
8130112,s==14|Phòng Ngự Giảm,s==34|Phòng ngự giảm 10%， kéo dài 2 lượt,,2,2,-1,,,,,,17502,,,,5,3,1000,1,3,1,3,1,1000,,,,,,,,,,,,,,,,,,,17107,,,,,,,,,,,,,,,,,,,,,,202,,,
8150112,s==7|Tốc Độ ,s==49|Tăng tốc độ bằng 7% tốc độ kỳ thư， duy trì 1 lượt,,1,1,-1,,,,,,17403,,,,5,4,,,1,1,4,1,700,,,,,,,,,,,,,,,,,,,17128,,,,,,,,,,,,,,,,,,,,,,103,,,
8150212,s==7|Tốc Độ ,s==49|Tăng tốc độ bằng 9% tốc độ kỳ thư， duy trì 1 lượt,,1,1,-1,,,,,,17403,,,,5,4,,,1,1,4,1,900,,,,,,,,,,,,,,,,,,,17128,,,,,,,,,,,,,,,,,,,,,,103,,,
8150312,s==7|Tốc Độ ,s==50|Tăng tốc độ bằng 11% tốc độ kỳ thư， duy trì 1 lượt,,1,1,-1,,,,,,17403,,,,5,4,,,1,1,4,1,1100,,,,,,,,,,,,,,,,,,,17128,,,,,,,,,,,,,,,,,,,,,,103,,,
8150412,s==7|Tốc Độ ,s==50|Tăng tốc độ bằng 13% tốc độ kỳ thư， duy trì 1 lượt,,1,1,-1,,,,,,17403,,,,5,4,,,1,1,4,1,1300,,,,,,,,,,,,,,,,,,,17128,,,,,,,,,,,,,,,,,,,,,,103,,,
8150512,s==7|Tốc Độ ,s==50|Tăng tốc độ bằng 15% tốc độ kỳ thư， duy trì 1 lượt,,1,1,-1,,,,,,17403,,,,5,4,,,1,1,4,1,1500,,,,,,,,,,,,,,,,,,,17128,,,,,,,,,,,,,,,,,,,,,,103,,,
8160112,s==11|Tốc độ giảm,s==58|Giảm tốc độ bằng 【Tốc độ kỳ thư*7% + Tốc độ mục tiêu*1.5%】,,2,1,-1,,,,1,,17503,,,,5,4,,,,7,4,-1,150,700,,,,,,,,,,,,,,,,,,17127,,,,,,,,,,,,,,,,,,,,,,203,,,
8160212,s==11|Tốc độ giảm,s==58|Giảm tốc độ bằng 【Tốc độ kỳ thư*9% + Tốc độ mục tiêu*1.8%】,,2,1,-1,,,,1,,17503,,,,5,4,,,,7,4,-1,180,900,,,,,,,,,,,,,,,,,,17127,,,,,,,,,,,,,,,,,,,,,,203,,,
8160312,s==11|Tốc độ giảm,s==59|Giảm tốc độ bằng 【Tốc độ kỳ thư*11% + Tốc độ mục tiêu*2.3%】,,2,1,-1,,,,1,,17503,,,,5,4,,,,7,4,-1,230,1100,,,,,,,,,,,,,,,,,,17127,,,,,,,,,,,,,,,,,,,,,,203,,,
8160412,s==11|Tốc độ giảm,s==59|Giảm tốc độ bằng 【Tốc độ kỳ thư*13% + Tốc độ mục tiêu*2.6%】,,2,1,-1,,,,1,,17503,,,,5,4,,,,7,4,-1,260,1300,,,,,,,,,,,,,,,,,,17127,,,,,,,,,,,,,,,,,,,,,,203,,,
8160512,s==11|Tốc độ giảm,s==57|Giảm tốc độ bằng 【Tốc độ kỳ thư*15% + Tốc độ mục tiêu*3%】,,2,1,-1,,,,1,,17503,,,,5,4,,,,7,4,-1,300,1500,,,,,,,,,,,,,,,,,,17127,,,,,,,,,,,,,,,,,,,,,,203,,,
8170111,s==10| kháng bạo,s==38|Tăng kháng chí mạng 6%， duy trì 2 lượt,,1,2,1,,,,1,,17643,,,,5,7,600,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,,,,,,,,,,,,,,,,,,110,,,
8170211,s==10| kháng bạo,s==38|Tăng kháng chí mạng 7%， duy trì 2 lượt,,1,2,1,,,,1,,17643,,,,5,7,700,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,,,,,,,,,,,,,,,,,,110,,,
8170311,s==10| kháng bạo,s==38|Tăng kháng chí mạng 8%， duy trì 2 lượt,,1,2,1,,,,1,,17643,,,,5,7,800,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,,,,,,,,,,,,,,,,,,110,,,
8170411,s==10| kháng bạo,s==38|Tăng kháng chí mạng 9%， duy trì 2 lượt,,1,2,1,,,,1,,17643,,,,5,7,900,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,,,,,,,,,,,,,,,,,,110,,,
8170511,s==10| kháng bạo,s==33|Kháng bạo tăng 10%， duy trì 2 hồi,,1,2,1,,,,1,,17643,,,,5,7,1000,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,,,,,,,,,,,,,,,,,,110,,,
8170112,s==12|Miễn Thương ,s==39|Tăng miễn sát thương 9%， duy trì 2 lượt,,1,2,-1,,,,1,,11,,,,5,11,900,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,112,,,
8170212,s==12|Miễn Thương ,s==36|Miễn thương tăng 10%， duy trì 2 lượt,,1,2,-1,,,,1,,11,,,,5,11,1000,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,112,,,
8170312,s==12|Miễn Thương ,s==36|Miễn thương tăng 12%， duy trì 2 lượt,,1,2,-1,,,,1,,11,,,,5,11,1200,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,112,,,
8170412,s==12|Miễn Thương ,s==40|Tăng miễn sát thương 13%， duy trì 2 lượt,,1,2,-1,,,,1,,11,,,,5,11,1300,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,112,,,
